Symbol,Increased_25_pct,Start_Date,End_Date,Percentage_Change,In_2020,Start_Month,End_Month,Price_Start_Date,Price_End_Date,Target_Price_9m,Increase_9m_Pct,Target_Price_12m,Increase_12m_Pct
ABB,Yes,2021-04-05,2021-10-04,36.02%,No,4,10,1352.1851806640625,1839.2288818359375,2189.7932807074653,19.060400928545164,2170.763310546875,18.025729803677084
ABB,Yes,2021-05-03,2021-11-01,49.40%,No,5,11,1366.7554931640625,2041.98388671875,2224.881222747093,8.956845214006046,2164.6324444671177,6.006343073815867
ABB,Yes,2021-06-11,2021-12-08,26.94%,No,6,12,1618.653076171875,2054.797119140625,2168.4810315148306,5.532610072071325,2168.4810315148306,5.532610072071325
ABB,Yes,2021-07-06,2022-01-03,25.47%,No,7,1,1725.8726806640625,2165.45361328125,2281.2624246348505,5.348016260580097,2281.2624246348505,5.348016260580097
ABB,Yes,2021-08-02,2022-01-31,36.69%,No,8,1,1652.919921875,2259.31982421875,2157.4229705028047,-4.510067703724958,2157.4229705028047,-4.510067703724958
ABB,Yes,2021-08-05,2022-02-01,37.25%,No,8,2,1636.130126953125,2245.62255859375,2157.4229705028047,-3.9276229993956564,2157.4229705028047,-3.9276229993956564
ABB,Yes,2022-05-02,2022-10-31,48.67%,No,5,10,2019.177001953125,3001.918212890625,3101.21242161801,3.307692005098701,4279.997807340802,42.575430235305475
ABB,Yes,2022-06-01,2022-11-28,26.34%,No,6,11,2417.8251953125,3054.677734375,3297.482633463542,7.948625688274796,4266.949896513526,39.68576287104021
ABB,Yes,2023-09-01,2024-02-28,26.50%,No,9,2,4236.3603515625,5358.912109375,7706.099503800676,43.799699388975874,7538.944485411352,40.68050252629735
ABB,Yes,2023-09-04,2024-03-04,30.68%,No,9,3,4253.98095703125,5559.25634765625,7748.381228563262,39.37801648290485,7538.944485411352,35.61066469960009
ABB,Yes,2023-11-01,2024-04-29,59.11%,No,11,4,4002.9453125,6369.07568359375,7603.3314453125,19.378883578006437,7538.944485411352,18.367952587391827
ABCAPITAL,Yes,2021-01-01,2021-06-30,31.59%,No,1,6,89.0999984741211,117.25,106.83055559794109,-8.886519745892464,108.88775479063696,-7.1319788565996065
ABCAPITAL,Yes,2021-01-04,2021-07-05,29.32%,No,1,7,89.3499984741211,115.5500030517578,106.83055559794109,-7.5460382722024235,108.88775479063696,-5.765684193133811
ABCAPITAL,Yes,2021-02-01,2021-08-02,38.47%,No,2,8,85.9000015258789,118.9499969482422,106.83055559794109,-10.188685717726042,108.8382349949257,-8.500850956487502
ABCAPITAL,Yes,2022-05-11,2022-11-07,25.49%,No,5,11,102.4000015258789,128.5,156.36451524303806,21.684447659951793,179.20897381122296,39.46223642896729
ABCAPITAL,Yes,2022-06-01,2022-11-28,35.56%,No,6,11,101.0999984741211,137.0500030517578,145.54027854071722,6.195020284496459,181.43289385343851,32.38445079415227
ABCAPITAL,Yes,2022-06-06,2022-12-05,53.73%,No,6,12,103.1999969482422,158.64999389648438,145.58484903971353,-8.235200352604844,181.43289385343851,14.360479567253865
ABCAPITAL,Yes,2022-07-01,2022-12-28,63.82%,No,7,12,90.0999984741211,147.60000610351562,145.52666676839192,-1.404701388473941,181.43289385343851,22.922009722814664
ABCAPITAL,Yes,2022-07-04,2023-01-02,72.28%,No,7,1,90.1999969482422,155.39999389648438,145.52666676839192,-6.353492609960662,181.43289385343851,16.752188532449537
ABCAPITAL,Yes,2022-08-01,2023-01-30,26.25%,No,8,1,107.8000030517578,136.10000610351562,181.431943681505,33.30781450774556,181.25238037109375,33.175879678679735
ABCAPITAL,Yes,2022-08-05,2023-02-01,29.77%,No,8,2,105.1500015258789,136.4499969482422,181.59305487738715,33.083956715857234,181.36627871491189,32.91775945125687
ABCAPITAL,Yes,2022-09-01,2023-02-28,28.16%,No,9,2,113.8000030517578,145.85000610351562,172.5608108108108,18.313886588621358,172.80196126302084,18.479227995627458
ABCAPITAL,Yes,2022-09-02,2023-03-01,32.52%,No,9,3,114.6999969482422,152.0,172.5608108108108,13.52684921763869,172.80196126302084,13.685500830934766
ABCAPITAL,Yes,2022-10-03,2023-04-03,40.14%,No,10,4,109.75,153.8000030517578,181.52499866485596,18.026654787365604,181.77685151276765,18.190408261302103
ABCAPITAL,Yes,2022-10-31,2023-05-02,43.73%,No,10,5,116.8499984741211,167.9499969482422,171.1875,1.9276588928760305,178.27894732826636,6.150015223404429
ABCAPITAL,Yes,2022-11-01,2023-05-02,42.03%,No,11,5,118.25,167.9499969482422,171.1875,1.9276588928760305,178.27894732826636,6.150015223404429
ABCAPITAL,Yes,2022-12-23,2023-06-21,25.64%,No,12,6,143.35000610351562,180.10000610351562,182.10405339421453,1.1127413785577804,179.09264687930838,-0.5593332537858172
ABCAPITAL,Yes,2023-02-01,2023-07-31,43.50%,No,2,7,136.4499969482422,195.8000030517578,178.48124980926514,-8.845124092217011,179.1219695120147,-8.51789237987624
ABCAPITAL,Yes,2023-03-13,2023-09-11,29.55%,No,3,9,147.0500030517578,190.5,178.13035746983118,-6.493250672004629,178.73750032697404,-6.174540510774781
ABCAPITAL,Yes,2023-11-01,2024-04-29,41.48%,No,11,4,170.10000610351562,240.6499938964844,223.8714013671875,-6.9721973633268455,221.02561057486184,-8.154740834967146
ABCAPITAL,Yes,2023-12-01,2024-05-29,32.93%,No,12,5,169.89999389648438,225.8500061035156,221.21666740648675,-2.0515114331700364,221.10930296432142,-2.099049373955446
ABCAPITAL,Yes,2024-04-01,2024-09-30,30.59%,No,4,9,181.8500061035156,237.47999572753903,197.68756177948742,-16.756120373905304,188.84146341463415,-20.48110711973732
ABCAPITAL,Yes,2025-04-04,2025-10-01,59.27%,No,4,10,188.2599945068359,299.8500061035156,331.4200012207031,10.528595789419043,331.4200012207031,10.528595789419043
ABCAPITAL,Yes,2025-05-02,2025-10-29,57.89%,No,5,10,196.83999633789065,310.79998779296875,331.43333435058594,6.638786154445267,331.43333435058594,6.638786154445267
ACC,Yes,2016-01-11,2016-07-11,25.19%,No,1,7,1172.517578125,1467.8961181640625,1222.2086448669434,-16.737388310857252,1482.3852223363415,0.9870660459543215
ACC,Yes,2016-02-01,2016-08-01,33.41%,No,2,8,1149.2939453125,1533.310302734375,1222.2086448669434,-20.289543304616124,1476.1548904718138,-3.7275828748189515
ACC,Yes,2016-03-01,2016-08-29,33.48%,No,3,8,1119.352294921875,1494.106201171875,1483.3895472935267,-0.7172618566165453,1494.8199016864482,0.047767723205584
ACC,Yes,2016-03-08,2016-09-06,37.77%,No,3,9,1126.8428955078125,1552.501220703125,1483.5610319438733,-4.440588376995207,1494.8199016864482,-3.7153799460816517
ACC,Yes,2016-11-15,2017-05-15,26.56%,No,11,5,1219.584228515625,1543.5316162109375,1670.1364116053428,8.20228067016825,1652.6399200439453,7.068744344922906
ACC,Yes,2016-12-19,2017-06-19,29.03%,No,12,6,1167.6314697265625,1506.546875,1665.5775383843315,10.555971807006108,1583.6013581649117,5.114642261954959
ACC,Yes,2021-04-20,2021-10-18,26.21%,No,4,10,1755.4261474609375,2215.57861328125,2146.957927997296,-3.097190272220924,2169.373757595486,-2.085453226926352
ACC,Yes,2021-05-03,2021-11-01,25.09%,No,5,11,1824.843017578125,2282.78466796875,2147.9407724233774,-5.906991466933161,2169.6233491443454,-4.957161330731073
ACC,Yes,2022-06-16,2022-12-13,27.60%,No,6,12,2059.445556640625,2627.89892578125,1753.8577728271484,-33.260074973935964,1754.528318640304,-33.23455855066043
ACC,Yes,2023-07-06,2024-01-02,25.19%,No,7,1,1798.68603515625,2251.759033203125,2447.993829900568,8.714733406367165,2497.0584228515627,10.893678498959968
ACC,Yes,2023-08-02,2024-01-29,26.46%,No,8,1,1957.73828125,2475.812744140625,2625.189730940194,6.033452536064832,2623.622092013889,5.970134382056014
ACC,Yes,2023-08-09,2024-02-05,25.11%,No,8,2,1973.529296875,2469.15869140625,2625.189730940194,6.319198522031004,2623.622092013889,6.2557097340579615
ACC,Yes,2023-09-01,2024-02-28,27.94%,No,9,2,1997.4642333984375,2555.612060546875,2347.2069446194555,-8.154802489186208,2432.0157412574404,-4.8362707782411345
ACC,Yes,2023-09-04,2024-03-04,30.94%,No,9,3,2044.5391845703125,2677.173095703125,2347.2069446194555,-12.325170591818162,2432.0157412574404,-9.157321759999878
ACC,Yes,2023-10-03,2024-04-01,25.05%,No,10,4,2020.9520263671875,2527.10888671875,2283.9583277209053,-9.621689048529932,2325.4645864125846,-7.9792485937550754
ACC,Yes,2023-11-01,2024-04-29,36.97%,No,11,4,1831.1123046875,2508.08984375,2264.582374572754,-9.708881433575883,1960.2189074064556,-21.84415114589311
ACC,Yes,2023-12-01,2024-05-29,33.48%,No,12,5,1887.2249755859375,2519.114013671875,2324.3048270089284,-7.733242148059491,1947.2804704145951,-22.699788106206913
ADANIENSOL,Yes,2023-08-16,2024-02-12,30.72%,No,8,2,818.0999755859375,1069.449951171875,1030.3037673662293,-3.6604035338680743,1035.361055814303,-3.1875166594021827
ADANIENSOL,Yes,2023-09-01,2024-02-28,30.49%,No,9,2,824.9000244140625,1076.449951171875,1033.9041206910438,-3.9524206800802766,1033.9041206910438,-3.9524206800802766
ADANIENSOL,Yes,2023-09-04,2024-03-04,30.18%,No,9,3,817.5999755859375,1064.3499755859375,1032.8414865047373,-2.960350430210175,1032.8414865047373,-2.960350430210175
ADANIENSOL,Yes,2023-10-03,2024-04-01,37.67%,No,10,4,807.75,1112.0,1032.1234146311313,-7.183146166265175,1032.1234146311313,-7.183146166265175
ADANIENSOL,Yes,2023-11-01,2024-04-29,41.48%,No,11,4,749.9500122070312,1061.0,1027.9992398348722,-3.11034497315059,1027.9992398348722,-3.11034497315059
ADANIENSOL,Yes,2023-11-03,2024-05-02,37.54%,No,11,5,765.5,1052.8499755859375,1027.029685974121,-2.4524186931235636,1027.029685974121,-2.4524186931235636
ADANIENSOL,Yes,2023-12-01,2024-05-29,27.03%,No,12,5,854.7000122070312,1085.699951171875,1025.4099964488637,-5.553095462326951,1025.4099964488637,-5.553095462326951
ADANIENSOL,Yes,2023-12-04,2024-06-03,35.22%,No,12,6,903.7000122070312,1221.949951171875,1025.4099964488637,-16.084124765873224,1025.4099964488637,-16.084124765873224
ADANIENSOL,Yes,2025-01-13,2025-07-14,27.84%,No,1,7,688.75,880.5,795.1892874581473,-9.68889409901791,795.1892874581473,-9.68889409901791
ADANIENT,Yes,2016-02-12,2016-08-10,25.76%,No,2,8,33.91242980957031,42.648101806640625,39.31204756375017,-7.822280714896921,39.31204756375017,-7.822280714896921
ADANIENT,Yes,2016-08-09,2017-02-06,25.26%,No,8,2,41.420433044433594,51.88228988647461,62.87318568075857,21.184292016280523,71.37133585611979,37.56396645616417
ADANIENT,Yes,2016-09-01,2017-02-28,39.72%,No,9,2,37.63067626953125,52.576194763183594,70.11055812835693,33.35038498725995,67.22852987613318,27.868762999961085
ADANIENT,Yes,2016-09-02,2017-03-01,37.83%,No,9,3,37.95093536376953,52.30930709838867,70.11055812835693,34.030752876320555,67.22852987613318,28.52116306890266
ADANIENT,Yes,2016-10-03,2017-04-03,66.87%,No,10,4,35.76248550415039,59.675315856933594,70.92425122942244,18.850231810179597,71.81177813212076,20.33749147517424
ADANIENT,Yes,2016-11-01,2017-05-02,68.91%,No,11,5,35.62904357910156,60.18239974975586,71.34314120257342,18.544859459285416,71.81177813212076,19.32355378104058
ADANIENT,Yes,2016-12-01,2017-05-30,75.58%,No,12,5,35.842552185058594,62.931297302246094,71.81177813212076,14.11139005640317,71.94403064061724,14.32154384977135
ADANIENT,Yes,2016-12-05,2017-06-05,68.70%,No,12,6,37.176971435546875,62.71780014038086,71.81177813212076,14.499835726675538,72.02310041947798,14.836777212002222
ADANIENT,Yes,2017-01-02,2017-07-03,77.39%,No,1,7,41.07347869873047,72.8593978881836,72.34163044774255,-0.7106391974795886,72.54325313194126,-0.4339107450867506
ADANIENT,Yes,2017-02-01,2017-07-31,52.57%,No,2,7,48.49286651611328,73.98628234863281,84.9162366594587,14.772947043510785,81.08931406990426,9.600471189782258
ADANIENT,Yes,2017-03-02,2017-08-29,27.74%,No,3,8,49.96072769165039,63.8192138671875,80.21618221967648,25.692839756083934,81.0535598523689,27.004948730718237
ADANIENT,Yes,2017-03-06,2017-09-04,37.81%,No,3,9,50.921512603759766,70.17699432373047,80.21618221967648,14.305525610906999,81.0535598523689,15.49876228449486
ADANIENT,Yes,2017-05-08,2017-11-06,31.36%,No,5,11,61.1431770324707,80.31725311279297,81.25385284423828,1.1661252036719998,82.46111683461858,2.66924432639011
ADANIENT,Yes,2017-06-01,2017-11-28,28.15%,No,6,11,62.31747055053711,79.8612060546875,86.58555842380898,8.420048608478016,82.57018774328097,3.3921121686271642
ADANIENT,Yes,2017-06-23,2017-12-20,28.04%,No,6,12,67.44164276123047,86.35311889648438,88.59737864407626,2.598933051025273,82.79116965984475,-4.124864604959433
ADANIENT,Yes,2017-07-07,2018-01-03,31.97%,No,7,1,71.6317367553711,94.53507232666016,80.80420055389405,-14.524632429877368,82.53981572931463,-12.688684000681413
ADANIENT,Yes,2017-08-01,2018-01-29,52.18%,No,8,1,75.22029113769531,114.46685028076172,82.2705450791579,-28.127187148622895,82.53981572931463,-27.891948169393306
ADANIENT,Yes,2018-04-02,2018-10-01,57.14%,No,4,10,86.3262939453125,135.65234375,153.2632007598877,12.982346285401128,135.7528453403049,0.07408761804375485
ADANIENT,Yes,2018-05-02,2018-10-29,107.50%,No,5,10,81.74896240234375,169.62716674804688,153.31258392333984,-9.61790681143643,143.13469980277267,-15.618056619800994
ADANIENT,Yes,2018-07-02,2018-12-31,139.60%,No,7,12,66.3657455444336,159.01002502441406,135.30337583101712,-14.90890224673386,140.4646702428018,-11.66300978744256
ADANIENT,Yes,2021-01-01,2021-06-30,206.94%,No,1,6,489.9598693847656,1503.89697265625,1718.4614683639172,14.267233700769664,1716.9825639204546,14.168895551923569
ADANIENT,Yes,2021-04-01,2021-09-28,34.42%,No,4,9,1104.51708984375,1484.65087890625,1728.6897751828458,16.437460129103247,1729.8551839192708,16.515957286447307
ADANIENT,Yes,2021-10-01,2022-03-30,36.78%,No,10,3,1456.1015625,1991.696044921875,2142.480861289828,7.570674087163125,2205.545421969506,10.73704883799272
ADANIENT,Yes,2022-01-31,2022-08-01,55.18%,No,1,8,1711.895263671875,2656.505859375,3978.3866447679925,49.76013061397852,1872.597935655382,-29.50898530688915
ADANIENT,Yes,2023-11-01,2024-04-29,38.96%,No,11,4,2215.335205078125,3078.4697265625,3124.2988721503584,1.4886989205195935,3101.2213134765625,0.7390550804430849
ADANIGREEN,Yes,2018-06-18,2018-12-17,41.75%,No,6,12,31.5,44.650001525878906,44.06153850066356,-1.3179462600337808,45.06930681738523,0.9390935659057011
ADANIGREEN,Yes,2018-07-02,2018-12-31,66.07%,No,7,12,25.200000762939453,41.849998474121094,43.57121207497337,4.112816400499096,38.65000007191642,-7.646352494333931
ADANIGREEN,Yes,2018-07-05,2019-01-01,38.93%,No,7,1,29.799999237060547,41.400001525878906,43.57121207497337,5.2444697320536315,39.20451132695478,-5.303116227065204
ADANIGREEN,Yes,2018-10-22,2019-04-22,25.17%,No,10,4,35.75,44.75,45.20047600155785,1.0066502828108437,45.20047600155785,1.0066502828108437
ADANIGREEN,Yes,2019-01-04,2019-07-03,28.24%,No,1,7,40.54999923706055,52.0,48.60491768258517,-6.5290044565669865,51.6152171259341,-0.7399670655113428
ADANIGREEN,Yes,2019-02-01,2019-07-31,30.91%,No,2,7,35.75,46.79999923706055,48.77560945836509,4.221389430579461,195.28653834416315,317.27893488835207
ADANIGREEN,Yes,2019-02-04,2019-08-05,35.30%,No,2,8,33.849998474121094,45.79999923706055,48.98815767388595,6.961044737847076,195.28653834416315,326.3898288149768
ADANIGREEN,Yes,2019-03-01,2019-08-28,28.80%,No,3,8,34.20000076293945,44.04999923706055,195.03529357910156,342.7589034213029,195.28653834416315,343.32926612144615
ADANIGREEN,Yes,2019-03-06,2019-09-03,25.56%,No,3,9,35.400001525878906,44.45000076293945,194.38888846503363,337.32032649841244,181.03272705078126,307.2727197829854
ADANIGREEN,Yes,2019-04-01,2019-09-30,50.52%,No,4,9,38.70000076293945,58.25,197.81698118965582,239.59996770756362,155.68749977560606,167.27467772636234
ADANIGREEN,Yes,2019-04-04,2019-10-01,52.91%,No,4,10,36.95000076293945,56.5,199.7163464472844,253.48025919873342,164.74097209506564,191.57694176117812
ADANIGREEN,Yes,2019-05-02,2019-10-29,114.11%,No,5,10,41.79999923706055,89.5,140.93295461481267,57.466988396438744,199.1580884596881,122.52300386557329
ADANIGREEN,Yes,2019-05-06,2019-11-04,130.47%,No,5,11,40.20000076293945,92.6500015258789,140.93295461481267,52.11327824473637,202.26041666666666,118.30589674644688
ADANIGREEN,Yes,2021-08-02,2022-01-31,114.33%,No,8,1,876.1500244140625,1877.8499755859375,2146.3402099609375,14.297746777733089,1956.2583305163262,4.175432326851523
ADANIGREEN,Yes,2021-08-05,2022-02-01,114.02%,No,8,2,889.6500244140625,1904.0,2146.142546958112,12.717570743598309,2108.4888154871323,10.739958796593086
ADANIGREEN,Yes,2021-09-01,2022-02-28,70.72%,No,9,2,1079.800048828125,1843.4000244140625,2146.8446350097656,16.461137386181555,2107.998415655839,14.353823789596664
ADANIGREEN,Yes,2021-09-02,2022-03-02,73.45%,No,9,3,1085.3499755859375,1882.550048828125,2145.7474070581898,13.980895668293304,2107.998415655839,11.975690471977309
ADANIGREEN,Yes,2021-10-01,2022-03-30,61.34%,No,10,3,1151.050048828125,1857.1500244140625,2145.7474070581898,15.539799092708236,2107.998415655839,13.507168938649421
ADANIGREEN,Yes,2021-11-01,2022-05-02,141.43%,No,11,5,1172.3499755859375,2830.35009765625,2115.5458238389756,-25.2549772697444,2052.71299050071,-27.4749440996534
ADANIGREEN,Yes,2021-12-01,2022-05-30,61.95%,No,12,5,1328.5999755859375,2151.64990234375,2022.9073766489498,-5.983432785908315,2022.9073766489498,-5.983432785908315
ADANIGREEN,Yes,2021-12-03,2022-06-01,33.01%,No,12,6,1389.6500244140625,1848.4000244140625,2022.9073766489498,9.440994910731277,2022.9073766489498,9.440994910731277
ADANIGREEN,Yes,2023-11-01,2024-04-29,105.27%,No,11,4,880.25,1806.8499755859375,1781.8438532902644,-1.3839622898167814,1762.0975501889088,-2.4768202120663645
ADANIPORTS,Yes,2016-02-11,2016-08-09,28.89%,No,2,8,177.0141143798828,228.15863037109375,253.93681372665776,11.298359967201987,259.94608924502415,13.932174655076151
ADANIPORTS,Yes,2016-03-01,2016-08-29,27.50%,No,3,8,196.0086669921875,249.9038848876953,254.25019193950453,1.7391914710579282,277.734718724301,11.136615122695119
ADANIPORTS,Yes,2016-04-28,2016-10-25,32.85%,No,4,10,224.0665283203125,297.67681884765625,289.00141457950366,-2.9143701218442715,372.4689725988051,25.125286557642795
ADANIPORTS,Yes,2016-05-02,2016-11-01,30.99%,No,5,11,221.6874084472656,290.39666748046875,281.36046600341797,-3.1116753354817788,286.1806605139444,-1.4518096929634667
ADANIPORTS,Yes,2016-06-01,2016-11-28,34.82%,No,6,11,192.5192718505859,259.5631408691406,284.9885986328125,9.795480852379649,374.38220140410635,44.235502833914325
ADANIPORTS,Yes,2016-06-06,2016-12-05,31.91%,No,6,12,193.8515625,255.708984375,284.9885986328125,11.450365863904741,374.11133276897925,46.30355428589123
ADANIPORTS,Yes,2016-07-01,2016-12-28,31.42%,No,7,12,194.42254638671875,255.51861572265625,287.7796573638916,12.625710870417354,375.57550342266376,46.9855737753053
ADANIPORTS,Yes,2016-07-04,2017-01-02,28.39%,No,7,1,202.9398651123047,260.5623779296875,362.487305861253,39.11728498235836,378.868169931265,45.404019161009586
ADANIPORTS,Yes,2016-08-01,2017-01-30,32.40%,No,8,1,217.50013732910156,287.9700012207031,367.61929742221173,27.658886642315416,376.00845535941744,30.572092150404494
ADANIPORTS,Yes,2016-08-05,2017-02-01,30.17%,No,8,2,222.6866455078125,289.873291015625,369.206572561553,27.368261928503003,376.00845535941744,29.714764006715438
ADANIPORTS,Yes,2016-09-30,2017-03-29,25.02%,No,9,3,244.33673095703125,305.48040771484375,368.13755321502686,20.51101933799681,385.1576617010709,26.0826069279714
ADANIPORTS,Yes,2016-10-03,2017-04-03,29.34%,No,10,4,251.71205139160156,325.5602722167969,368.13755321502686,13.078156222291442,385.1576617010709,18.30610015112254
ADANIPORTS,Yes,2016-11-11,2017-05-10,27.15%,No,11,5,263.3697814941406,334.8864440917969,387.1929749988374,15.619184302575901,387.39548104269466,15.679654365616646
ADANIPORTS,Yes,2016-12-02,2017-05-31,27.49%,No,12,5,253.0443115234375,322.6101379394531,386.0847358703613,19.675326490459206,386.09920376864346,19.67981112890688
ADANIPORTS,Yes,2016-12-05,2017-06-05,34.37%,No,12,6,255.708984375,343.5940246582031,387.8076022677951,12.867970464147133,387.78377298208386,12.86103516143488
ADANIPORTS,Yes,2017-01-02,2017-07-03,34.40%,No,1,7,260.5623779296875,350.2080383300781,387.6145229763455,10.681218176668747,387.78377298208386,10.729546594984164
ADANIPORTS,Yes,2017-02-01,2017-07-31,30.40%,No,2,7,289.873291015625,378.0008239746094,387.57008004695814,2.531543707161744,387.70484953106575,2.567196932117852
ADANIPORTS,Yes,2017-03-06,2017-09-04,27.37%,No,3,9,288.493408203125,367.4505004882813,387.7923166703205,5.535933725769386,387.6241814108456,5.490176471594622
ADANIPORTS,Yes,2017-05-02,2017-10-30,30.43%,No,5,10,314.6162414550781,410.3681640625,387.53881753457557,-5.563137817983236,365.69254118820714,-10.886717534815556
ADANIPORTS,Yes,2021-01-01,2021-06-30,40.64%,No,1,6,489.095947265625,687.87939453125,724.3758743949559,5.305650983858313,725.6207071940104,5.486617706942494
ADANIPORTS,Yes,2023-09-01,2024-02-28,62.54%,No,9,2,792.2301025390625,1287.6834716796875,1467.884526570638,13.994204232185378,1456.5759026943108,13.115989661210426
ADANIPORTS,Yes,2023-11-01,2024-04-29,71.27%,No,11,4,762.1064453125,1305.2720947265625,1457.1017852783202,11.632033747229084,1453.1325744628907,11.327943065181598
