Symbol,Increased_25_pct,Start_Date,End_Date,Percentage_Change,In_2020,Start_Month,End_Month,Price_Start_Date,Price_End_Date,Target_Price_9m,Increase_9m_Pct,Target_Price_12m,Increase_12m_Pct
360ONE,Yes,2021-01-18,2021-07-19,34.80%,No,1,7,226.7282257080078,305.63751220703125,361.18796666463214,18.175273727516927,361.16236782073975,18.16689817056793
360ONE,Yes,2021-02-01,2021-08-02,40.94%,No,2,8,224.0725860595703,315.8118591308594,358.56648739901453,13.538005946267967,353.85791880289713,12.047064912870496
360ONE,Yes,2021-03-01,2021-08-30,35.98%,No,3,8,256.9484558105469,349.4101867675781,360.1668891906738,3.078531431097309,365.3084233122052,4.550020905716274
360ONE,Yes,2021-03-05,2021-09-01,38.14%,No,3,9,261.1372375488281,360.7454528808594,360.0480276743571,-0.1933288974075005,353.94128238453584,-1.886141721811445
360ONE,Yes,2021-04-06,2021-10-04,25.61%,No,4,10,287.5155944824219,361.1510925292969,341.242601776123,-5.51251018340997,361.2436799269456,0.025636748597467302
360ONE,Yes,2021-05-03,2021-11-01,43.74%,No,5,11,249.76144409179688,358.99896240234375,341.242601776123,-4.946075751138383,346.1853416293275,-3.569264013263502
360ONE,Yes,2021-06-01,2021-11-29,26.76%,No,6,11,260.475830078125,330.1860046386719,341.20554713199016,3.337374188641688,346.03629996559835,4.8004140406470945
360ONE,Yes,2021-06-04,2021-12-01,29.24%,No,6,12,260.034912109375,336.07489013671875,341.37899610731336,1.5782511952728273,346.17453854583033,3.0051779247782955
360ONE,Yes,2021-07-01,2021-12-28,29.07%,No,7,12,252.82586669921875,326.3172302246094,388.6936811174665,19.115279585427473,418.9967439070992,28.401661051945375
360ONE,Yes,2021-07-09,2022-01-05,29.39%,No,7,1,267.1007385253906,345.5928649902344,388.6936811174665,12.471558441592839,419.0193792489859,21.246536516552904
360ONE,Yes,2023-05-02,2023-10-30,26.08%,No,5,10,397.6925659179687,501.42919921875,649.8308337983631,29.59573052603034,658.0915235436481,31.243159466777225
360ONE,Yes,2023-08-02,2024-01-29,27.65%,No,8,1,487.7345886230469,622.5769653320312,1084.8062901650705,74.24452727487665,1044.0039984809027,67.69075256809687
360ONE,Yes,2023-08-10,2024-02-06,25.00%,No,8,2,493.735107421875,617.176025390625,1085.7692301432292,75.92537387628118,1059.358911367563,71.64615406067827
360ONE,Yes,2023-09-01,2024-02-28,52.17%,No,9,2,462.23248291015625,703.3941040039062,1048.5309963226318,49.06735645836589,996.6081866096048,41.685604263192715
360ONE,Yes,2023-09-04,2024-03-04,47.46%,No,9,3,484.3471984863281,714.1958618164062,1072.0911171653054,50.11163946521171,995.1739818431713,39.34188575556243
360ONE,Yes,2023-10-03,2024-04-01,41.00%,No,10,4,485.26666259765625,684.2454833984375,1062.618637084961,55.297866462670676,1074.8534414253984,57.08593881934462
360ONE,Yes,2023-11-01,2024-04-29,51.25%,No,11,4,512.4140625,775.0297241210938,1083.6034333602242,39.814435451370855,976.9803742053462,26.057149009771248
360ONE,Yes,2023-11-03,2024-05-02,48.54%,No,11,5,514.010986328125,763.5119018554688,1083.6034333602242,41.92358111600834,976.9803742053462,27.958761589847036
360ONE,Yes,2023-12-01,2024-05-29,38.16%,No,12,5,571.1377563476562,789.059326171875,1086.6553253823138,37.71528823494516,980.5538109951332,24.26870559306289
360ONE,Yes,2023-12-04,2024-06-03,30.96%,No,12,6,587.4685668945312,769.3316040039062,1086.6553253823138,41.24667695008618,980.5538109951332,27.455287926811135
360ONE,Yes,2024-02-01,2024-07-30,79.35%,No,2,7,606.3741455078125,1087.539794921875,1068.7269733708079,-1.729851324881274,1068.099618765024,-1.7875369938299666
360ONE,Yes,2024-04-01,2024-09-30,50.24%,No,4,9,684.2454833984375,1028.0316162109375,1012.5677575399709,-1.5042201452872086,1016.7640371322632,-1.0960342951517135
ABB,Yes,2016-01-11,2016-07-11,27.48%,No,1,7,877.7752685546875,1118.9500732421875,916.3180047898065,-18.109125089491187,1024.1763935704384,-8.469875639503718
ABB,Yes,2016-02-01,2016-08-01,25.95%,No,2,8,870.7573852539062,1096.6961669921875,1029.6122048117898,-6.1169140733283545,1024.1763935704384,-6.612567418799564
ABB,Yes,2016-10-14,2017-04-12,26.16%,No,10,4,1010.3035278320312,1274.640380859375,1219.612032376803,-4.317166575679281,1246.2169275116503,-2.2299194168445653
ABB,Yes,2016-11-01,2017-05-02,28.93%,No,11,5,960.19921875,1237.985107421875,1203.4166521344866,-2.7923159236848782,1192.9124052403338,-3.640811340243493
ABB,Yes,2016-12-01,2017-05-30,38.96%,No,12,5,920.3258666992188,1278.859619140625,1207.0581859241831,-5.614489044911073,1188.8510761563741,-7.038187900931246
ABB,Yes,2016-12-05,2017-06-05,38.26%,No,12,6,911.8438720703124,1260.702880859375,1207.0581859241831,-4.255141774453965,1188.1151022989243,-5.757722907000124
ABB,Yes,2017-02-01,2017-07-31,28.58%,No,2,7,969.3369140625,1246.4058837890625,1193.079379377694,-4.278422069804128,1218.966381072998,-2.2014901464239416
ABB,Yes,2021-01-01,2021-06-30,47.22%,No,1,6,1205.9315185546875,1775.4075927734375,2031.044926234654,14.398796901722994,2213.626013714334,24.682693862784344
ABB,Yes,2021-03-01,2021-08-30,26.46%,No,3,8,1492.079833984375,1886.8492431640625,2048.057421875,8.5437763136077,2137.6765631598396,13.29344784192531
ABB,Yes,2021-03-05,2021-09-01,26.95%,No,3,9,1456.519287109375,1849.04736328125,2056.3372587316176,11.210632002552854,2167.713172064887,17.23405333534263
ABB,Yes,2021-04-01,2021-09-28,29.32%,No,4,9,1367.1529541015625,1767.99462890625,2189.7932807074653,23.857462285513634,2170.763310546875,22.78110323727585
