Symbol,Increased_25_pct,Start_Date,End_Date,Percentage_Change,In_2020,Start_Month,End_Month
AUROPHARMA,Yes,2024-04-01,2024-09-30,31.20%,No,4,9
AXISBANK,Yes,2016-01-06,2016-07-04,26.27%,No,1,7
AXISBANK,Yes,2016-02-01,2016-08-01,39.17%,No,2,8
AXISBANK,Yes,2016-03-01,2016-08-29,51.70%,No,3,8
AXISBANK,Yes,2016-03-08,2016-09-06,55.88%,No,3,9
AXISBANK,Yes,2016-04-04,2016-10-03,25.03%,No,4,10
AXISBANK,Yes,2018-07-13,2019-01-09,28.13%,No,7,1
AXISBANK,Yes,2018-09-21,2019-03-20,26.13%,No,9,3
AXISBANK,Yes,2018-10-01,2019-04-01,29.01%,No,10,4
AXISBANK,Yes,2018-11-01,2019-04-30,27.35%,No,11,4
AXISBANK,Yes,2018-11-19,2019-05-20,26.95%,No,11,5
AXISBANK,Yes,2018-12-03,2019-06-03,30.07%,No,12,6
AXISBANK,Yes,2018-12-31,2019-07-01,30.74%,No,12,7
AXISBANK,Yes,2022-05-04,2022-10-31,28.31%,No,5,10
AXISBANK,Yes,2022-05-06,2022-11-02,28.43%,No,5,11
AXISBANK,Yes,2022-06-01,2022-11-28,30.17%,No,6,11
AXISBANK,Yes,2022-06-06,2022-12-05,33.97%,No,6,12
AXISBANK,Yes,2022-07-01,2022-12-28,43.82%,No,7,12
BAJAJ-AUTO,Yes,2016-01-18,2016-07-18,25.45%,No,1,7
BAJAJ-AUTO,Yes,2016-02-11,2016-08-09,26.04%,No,2,8
BAJAJ-AUTO,Yes,2016-03-01,2016-08-29,31.00%,No,3,8
BAJAJ-AUTO,Yes,2016-03-08,2016-09-06,32.32%,No,3,9
BAJAJ-AUTO,Yes,2022-11-23,2023-05-22,25.37%,No,11,5
BAJAJ-AUTO,Yes,2022-12-05,2023-06-05,28.69%,No,12,6
BAJAJ-AUTO,Yes,2023-02-01,2023-07-31,33.35%,No,2,7
BAJAJ-AUTO,Yes,2023-04-03,2023-10-03,29.45%,No,4,10
BAJAJ-AUTO,Yes,2023-05-18,2023-11-15,26.28%,No,5,11
BAJAJ-AUTO,Yes,2023-06-01,2023-11-28,33.12%,No,6,11
BAJAJ-AUTO,Yes,2023-06-05,2023-12-04,35.70%,No,6,12
BAJAJ-AUTO,Yes,2023-07-03,2024-01-01,45.34%,No,7,1
BAJAJ-AUTO,Yes,2023-08-01,2024-01-29,53.31%,No,8,1
BAJAJ-AUTO,Yes,2023-08-07,2024-02-05,63.98%,No,8,2
BAJAJ-AUTO,Yes,2023-09-01,2024-02-28,75.40%,No,9,2
BAJAJ-AUTO,Yes,2023-09-04,2024-03-04,76.99%,No,9,3
BAJAJ-AUTO,Yes,2023-10-03,2024-04-01,80.25%,No,10,4
BAJAJ-AUTO,Yes,2023-11-01,2024-04-29,63.91%,No,11,4
BAJAJ-AUTO,Yes,2023-12-01,2024-05-29,50.02%,No,12,5
BAJAJ-AUTO,Yes,2024-04-01,2024-09-30,37.65%,No,4,9
BAJAJFINSV,Yes,2016-01-18,2016-07-18,34.46%,No,1,7
BAJAJFINSV,Yes,2016-02-01,2016-08-01,51.95%,No,2,8
BAJAJFINSV,Yes,2016-03-01,2016-08-29,66.77%,No,3,8
BAJAJFINSV,Yes,2016-03-08,2016-09-06,84.26%,No,3,9
BAJAJFINSV,Yes,2016-04-01,2016-09-28,85.18%,No,4,9
BAJAJFINSV,Yes,2016-04-04,2016-10-03,82.42%,No,4,10
BAJAJFINSV,Yes,2016-05-02,2016-11-01,78.21%,No,5,11
BAJAJFINSV,Yes,2016-06-01,2016-11-28,63.57%,No,6,11
BAJAJFINSV,Yes,2016-06-06,2016-12-05,62.47%,No,6,12
BAJAJFINSV,Yes,2016-07-04,2017-01-02,25.42%,No,7,1
BAJAJFINSV,Yes,2016-08-08,2017-02-06,40.87%,No,8,2
BAJAJFINSV,Yes,2016-09-01,2017-02-28,29.16%,No,9,2
BAJAJFINSV,Yes,2016-09-02,2017-03-01,28.55%,No,9,3
BAJAJFINSV,Yes,2016-10-03,2017-04-03,28.28%,No,10,4
BAJAJFINSV,Yes,2016-11-01,2017-05-02,32.01%,No,11,5
BAJAJFINSV,Yes,2016-12-01,2017-05-30,41.34%,No,12,5
BAJAJFINSV,Yes,2016-12-05,2017-06-05,41.99%,No,12,6
BAJAJFINSV,Yes,2017-02-01,2017-07-31,50.04%,No,2,7
BAJAJFINSV,Yes,2018-11-01,2019-04-30,39.62%,No,11,4
BAJAJFINSV,Yes,2018-12-31,2019-07-01,31.56%,No,12,7
BAJAJFINSV,Yes,2021-01-01,2021-06-30,36.51%,No,1,6
BAJAJFINSV,Yes,2021-07-01,2021-12-28,36.29%,No,7,12
BAJAJHLDNG,Yes,2016-01-25,2016-07-25,25.88%,No,1,7
BAJAJHLDNG,Yes,2016-02-01,2016-08-01,27.63%,No,2,8
BAJAJHLDNG,Yes,2016-03-01,2016-08-29,30.23%,No,3,8
BAJAJHLDNG,Yes,2016-03-08,2016-09-06,34.26%,No,3,9
BAJAJHLDNG,Yes,2016-04-01,2016-09-28,32.16%,No,4,9
BAJAJHLDNG,Yes,2016-04-04,2016-10-03,32.04%,No,4,10
BAJAJHLDNG,Yes,2016-05-02,2016-11-01,52.61%,No,5,11
BAJAJHLDNG,Yes,2016-06-01,2016-11-28,37.21%,No,6,11
BAJAJHLDNG,Yes,2016-06-06,2016-12-05,28.52%,No,6,12
BAJAJHLDNG,Yes,2017-05-02,2017-10-30,44.80%,No,5,10
BAJAJHLDNG,Yes,2017-07-03,2018-01-01,38.21%,No,7,1
BAJAJHLDNG,Yes,2018-10-05,2019-04-03,26.01%,No,10,4
BAJAJHLDNG,Yes,2018-12-13,2019-06-11,25.44%,No,12,6
BAJAJHLDNG,Yes,2021-07-01,2021-12-28,44.84%,No,7,12
BAJAJHLDNG,Yes,2021-08-02,2022-01-31,31.64%,No,8,1
BAJAJHLDNG,Yes,2021-08-05,2022-02-01,34.59%,No,8,2
BAJAJHLDNG,Yes,2023-09-05,2024-03-04,25.28%,No,9,3
BAJAJHLDNG,Yes,2024-11-18,2025-05-19,30.78%,No,11,5
BAJFINANCE,Yes,2015-11-30,2016-05-30,38.33%,No,11,5
BAJFINANCE,Yes,2015-12-01,2016-05-30,36.78%,No,12,5
BAJFINANCE,Yes,2015-12-04,2016-06-01,40.69%,No,12,6
BAJFINANCE,Yes,2016-01-01,2016-06-29,26.43%,No,1,6
BAJFINANCE,Yes,2016-01-04,2016-07-04,35.93%,No,1,7
BAJFINANCE,Yes,2016-02-01,2016-08-01,87.68%,No,2,8
BAJFINANCE,Yes,2016-03-01,2016-08-29,73.66%,No,3,8
BAJFINANCE,Yes,2016-03-08,2016-09-06,79.67%,No,3,9
BAJFINANCE,Yes,2016-04-01,2016-09-28,60.96%,No,4,9
BAJFINANCE,Yes,2016-04-04,2016-10-03,58.32%,No,4,10
BAJFINANCE,Yes,2016-05-02,2016-11-01,50.51%,No,5,11
BAJFINANCE,Yes,2017-02-01,2017-07-31,60.16%,No,2,7
BAJFINANCE,Yes,2017-05-02,2017-10-30,42.59%,No,5,10
BAJFINANCE,Yes,2017-06-01,2017-11-28,33.42%,No,6,11
BAJFINANCE,Yes,2017-06-06,2017-12-04,25.71%,No,6,12
BAJFINANCE,Yes,2017-07-04,2018-01-01,25.41%,No,7,1
BAJFINANCE,Yes,2018-09-24,2019-03-25,26.05%,No,9,3
BAJFINANCE,Yes,2018-10-01,2019-04-01,35.90%,No,10,4
BAJFINANCE,Yes,2018-11-01,2019-04-30,28.03%,No,11,4
BAJFINANCE,Yes,2018-12-31,2019-07-01,39.84%,No,12,7
BAJFINANCE,Yes,2024-08-06,2025-02-03,28.87%,No,8,2
BANKBARODA,Yes,2016-01-15,2016-07-13,26.95%,No,1,7
BANKBARODA,Yes,2016-02-09,2016-08-08,26.71%,No,2,8
BANKBARODA,Yes,2016-05-19,2016-11-15,27.04%,No,5,11
BANKBARODA,Yes,2016-08-11,2017-02-07,28.16%,No,8,2
BANKBARODA,Yes,2016-11-02,2017-05-02,25.77%,No,11,5
BANKBARODA,Yes,2018-10-01,2019-04-01,27.11%,No,10,4
BANKBARODA,Yes,2018-12-06,2019-06-04,25.99%,No,12,6
BANKBARODA,Yes,2021-01-01,2021-06-30,33.18%,No,1,6
BANKBARODA,Yes,2021-04-12,2021-10-11,32.38%,No,4,10
BANKBARODA,Yes,2021-07-30,2022-01-27,28.89%,No,7,1
BANKBARODA,Yes,2021-08-02,2022-01-31,33.19%,No,8,1
BANKBARODA,Yes,2021-09-01,2022-02-28,35.99%,No,9,2
BANKBARODA,Yes,2021-09-02,2022-03-02,31.51%,No,9,3
BANKBARODA,Yes,2021-10-01,2022-03-30,38.27%,No,10,3
BANKBARODA,Yes,2022-03-02,2022-08-29,26.19%,No,3,8
BANKBARODA,Yes,2022-03-04,2022-09-01,36.72%,No,3,9
BANKBARODA,Yes,2022-05-02,2022-10-31,34.94%,No,5,10
BANKBARODA,Yes,2022-06-01,2022-11-28,69.76%,No,6,11
BANKBARODA,Yes,2022-06-06,2022-12-05,73.57%,No,6,12
BANKBARODA,Yes,2022-07-01,2022-12-28,87.52%,No,7,12
BANKBARODA,Yes,2022-10-31,2023-05-02,27.35%,No,10,5
BANKBARODA,Yes,2023-02-01,2023-07-31,34.69%,No,2,7
BANKBARODA,Yes,2023-11-01,2024-04-29,39.44%,No,11,4
BANKBARODA,Yes,2023-12-01,2024-05-29,30.49%,No,12,5
BANKINDIA,Yes,2016-02-11,2016-08-09,29.58%,No,2,8
BANKINDIA,Yes,2016-03-01,2016-08-29,28.51%,No,3,8
BANKINDIA,Yes,2016-03-08,2016-09-06,29.08%,No,3,9
BANKINDIA,Yes,2016-04-06,2016-10-03,25.36%,No,4,10
BANKINDIA,Yes,2016-05-02,2016-11-01,26.36%,No,5,11
BANKINDIA,Yes,2016-06-01,2016-11-28,37.17%,No,6,11
BANKINDIA,Yes,2016-06-06,2016-12-05,38.93%,No,6,12
BANKINDIA,Yes,2016-08-11,2017-02-07,28.62%,No,8,2
BANKINDIA,Yes,2016-10-10,2017-04-10,25.41%,No,10,4
BANKINDIA,Yes,2016-11-01,2017-05-02,57.93%,No,11,5
BANKINDIA,Yes,2016-12-01,2017-05-30,25.73%,No,12,5
BANKINDIA,Yes,2016-12-06,2017-06-05,25.21%,No,12,6
BANKINDIA,Yes,2017-01-02,2017-07-03,30.01%,No,1,7
BANKINDIA,Yes,2017-02-01,2017-07-31,37.02%,No,2,7
BANKINDIA,Yes,2018-07-12,2019-01-08,28.23%,No,7,1
BANKINDIA,Yes,2018-09-27,2019-03-26,26.60%,No,9,3
BANKINDIA,Yes,2021-01-01,2021-06-30,55.33%,No,1,6
BANKINDIA,Yes,2022-05-02,2022-10-31,31.97%,No,5,10
BANKINDIA,Yes,2022-07-01,2022-12-28,103.47%,No,7,12
BANKINDIA,Yes,2022-08-01,2023-01-30,59.41%,No,8,1
BANKINDIA,Yes,2022-09-01,2023-02-28,37.31%,No,9,2
BANKINDIA,Yes,2022-10-31,2023-05-02,40.58%,No,10,5
BANKINDIA,Yes,2023-11-01,2024-04-29,58.75%,No,11,4
BDL,Yes,2019-02-06,2019-08-05,25.90%,No,2,8
BDL,Yes,2019-05-14,2019-11-11,28.12%,No,5,11
BDL,Yes,2021-01-28,2021-07-27,25.10%,No,1,7
BDL,Yes,2021-04-19,2021-10-18,26.92%,No,4,10
BDL,Yes,2021-08-09,2022-02-07,25.38%,No,8,2
BDL,Yes,2021-09-13,2022-03-14,32.26%,No,9,3
BDL,Yes,2021-10-01,2022-03-30,47.78%,No,10,3
BDL,Yes,2021-10-04,2022-04-04,56.23%,No,10,4
BDL,Yes,2021-11-01,2022-05-02,75.20%,No,11,5
BDL,Yes,2021-12-01,2022-05-30,84.17%,No,12,5
BDL,Yes,2021-12-03,2022-06-01,99.32%,No,12,6
BDL,Yes,2022-01-31,2022-08-01,67.69%,No,1,8
BDL,Yes,2022-03-02,2022-08-29,74.90%,No,3,8
BDL,Yes,2022-03-04,2022-09-01,81.94%,No,3,9
BDL,Yes,2022-04-01,2022-09-28,45.23%,No,4,9
BDL,Yes,2022-05-02,2022-10-31,34.21%,No,5,10
BDL,Yes,2022-06-20,2022-12-19,29.43%,No,6,12
BDL,Yes,2022-07-01,2022-12-28,38.21%,No,7,12
BDL,Yes,2022-07-04,2023-01-02,39.83%,No,7,1
BDL,Yes,2023-02-01,2023-07-31,36.24%,No,2,7
BDL,Yes,2023-08-01,2024-01-29,36.96%,No,8,1
BDL,Yes,2023-09-01,2024-02-28,59.99%,No,9,2
BDL,Yes,2023-11-01,2024-04-29,101.30%,No,11,4
BDL,Yes,2025-01-01,2025-06-30,71.99%,No,1,6
BEL,Yes,2016-06-03,2016-11-30,27.36%,No,6,11
BEL,Yes,2016-07-27,2017-01-23,25.68%,No,7,1
BEL,Yes,2016-08-01,2017-01-30,29.25%,No,8,1
BEL,Yes,2016-08-05,2017-02-01,26.01%,No,8,2
BEL,Yes,2016-09-02,2017-03-01,25.03%,No,9,3
BEL,Yes,2016-10-03,2017-04-03,26.58%,No,10,4
BEL,Yes,2016-11-01,2017-05-02,38.70%,No,11,5
BEL,Yes,2017-02-27,2017-08-28,26.72%,No,2,8
BEL,Yes,2017-03-01,2017-08-28,25.63%,No,3,8
BEL,Yes,2017-03-06,2017-09-04,26.78%,No,3,9
BEL,Yes,2017-06-27,2017-12-26,28.60%,No,6,12
BEL,Yes,2018-12-03,2019-06-03,32.00%,No,12,6
BEL,Yes,2018-12-31,2019-07-01,27.47%,No,12,7
BEL,Yes,2019-01-01,2019-07-01,28.20%,No,1,7
BEL,Yes,2019-04-22,2019-10-22,31.31%,No,4,10
BEL,Yes,2019-05-02,2019-10-29,36.88%,No,5,10
BEL,Yes,2019-05-06,2019-11-04,37.80%,No,5,11
BEL,Yes,2021-01-01,2021-06-30,43.82%,No,1,6
BEL,Yes,2021-04-01,2021-09-28,67.84%,No,4,9
BEL,Yes,2022-01-31,2022-08-01,37.55%,No,1,8
BEL,Yes,2022-07-01,2022-12-28,30.93%,No,7,12
BEL,Yes,2023-02-01,2023-07-31,45.56%,No,2,7
BEL,Yes,2023-09-01,2024-02-28,49.75%,No,9,2
BEL,Yes,2023-11-01,2024-04-29,79.11%,No,11,4
BEL,Yes,2023-12-01,2024-05-29,99.60%,No,12,5
BHARATFORG,Yes,2016-05-20,2016-11-16,25.54%,No,5,11
BHARATFORG,Yes,2016-06-13,2016-12-12,30.19%,No,6,12
BHARATFORG,Yes,2016-07-14,2017-01-10,27.84%,No,7,1
BHARATFORG,Yes,2016-08-01,2017-01-30,26.90%,No,8,1
BHARATFORG,Yes,2016-08-22,2017-02-20,29.42%,No,8,2
BHARATFORG,Yes,2016-10-24,2017-04-24,28.04%,No,10,4
BHARATFORG,Yes,2016-11-01,2017-05-02,34.58%,No,11,5
BHARATFORG,Yes,2016-12-01,2017-05-30,27.82%,No,12,5
BHARATFORG,Yes,2016-12-05,2017-06-05,36.28%,No,12,6
BHARATFORG,Yes,2017-03-23,2017-09-19,26.21%,No,3,9
BHARATFORG,Yes,2017-05-04,2017-10-31,25.64%,No,5,10
BHARATFORG,Yes,2017-09-01,2018-02-28,39.83%,No,9,2
BHARATFORG,Yes,2017-09-04,2018-03-05,36.03%,No,9,3
BHARATFORG,Yes,2021-01-01,2021-06-30,41.59%,No,1,6
BHARATFORG,Yes,2021-01-04,2021-07-05,39.50%,No,1,7
BHARATFORG,Yes,2021-02-01,2021-08-02,28.37%,No,2,8
BHARATFORG,Yes,2021-04-12,2021-10-11,37.00%,No,4,10
BHARATFORG,Yes,2022-06-01,2022-11-28,25.04%,No,6,11
BHARATFORG,Yes,2022-07-01,2022-12-28,36.71%,No,7,12
BHARATFORG,Yes,2023-03-01,2023-08-28,28.15%,No,3,8
BHARATFORG,Yes,2023-11-01,2024-04-29,25.08%,No,11,4
BHARATFORG,Yes,2024-02-01,2024-07-30,42.70%,No,2,7
BHARATFORG,Yes,2024-04-01,2024-09-30,32.55%,No,4,9
BHARTIARTL,Yes,2016-01-25,2016-07-25,25.03%,No,1,7
BHARTIARTL,Yes,2016-11-17,2017-05-16,25.98%,No,11,5
BHARTIARTL,Yes,2016-12-22,2017-06-20,25.44%,No,12,6
BHARTIARTL,Yes,2017-04-17,2017-10-16,33.15%,No,4,10
BHARTIARTL,Yes,2017-05-02,2017-10-30,42.16%,No,5,10
BHARTIARTL,Yes,2017-05-05,2017-11-01,56.77%,No,5,11
BHARTIARTL,Yes,2017-06-01,2017-11-28,34.44%,No,6,11
BHARTIARTL,Yes,2017-06-05,2017-12-04,30.38%,No,6,12
BHARTIARTL,Yes,2017-07-03,2018-01-01,38.52%,No,7,1
BHARTIARTL,Yes,2019-02-04,2019-08-05,27.08%,No,2,8
BHARTIARTL,Yes,2019-07-01,2019-12-30,32.14%,No,7,12
BHARTIARTL,Yes,2021-03-05,2021-09-01,25.08%,No,3,9
BHARTIARTL,Yes,2021-04-01,2021-09-28,36.18%,No,4,9
BHARTIARTL,Yes,2021-08-02,2022-01-31,31.47%,No,8,1
BHARTIARTL,Yes,2023-08-07,2024-02-05,25.50%,No,8,2
BHARTIARTL,Yes,2023-09-01,2024-02-28,30.35%,No,9,2
BHARTIARTL,Yes,2023-09-04,2024-03-04,31.00%,No,9,3
BHARTIARTL,Yes,2023-10-03,2024-04-01,31.56%,No,10,4
BHARTIARTL,Yes,2023-11-01,2024-04-29,45.87%,No,11,4
BHARTIARTL,Yes,2023-12-01,2024-05-29,35.71%,No,12,5
BHARTIARTL,Yes,2024-02-01,2024-07-30,27.72%,No,2,7
BHARTIARTL,Yes,2024-03-01,2024-08-28,38.66%,No,3,8
BHARTIARTL,Yes,2025-01-01,2025-06-30,25.94%,No,1,6
BHARTIHEXA,Yes,2024-04-12,2024-10-09,76.69%,No,4,10
BHARTIHEXA,Yes,2024-05-02,2024-10-29,62.78%,No,5,10
BHARTIHEXA,Yes,2024-05-06,2024-11-04,53.33%,No,5,11
BHARTIHEXA,Yes,2024-06-03,2024-12-02,30.05%,No,6,12
BHARTIHEXA,Yes,2024-07-01,2024-12-30,38.67%,No,7,12
BHARTIHEXA,Yes,2024-07-05,2025-01-01,35.95%,No,7,1
BHARTIHEXA,Yes,2024-08-06,2025-02-03,26.30%,No,8,2
BHARTIHEXA,Yes,2024-11-11,2025-05-12,27.89%,No,11,5
BHARTIHEXA,Yes,2024-12-02,2025-06-02,33.10%,No,12,6
BHARTIHEXA,Yes,2025-01-01,2025-06-30,31.62%,No,1,6
BHARTIHEXA,Yes,2025-01-02,2025-07-01,34.30%,No,1,7
BHARTIHEXA,Yes,2025-02-01,2025-07-31,36.25%,No,2,7
BHARTIHEXA,Yes,2025-02-03,2025-08-04,35.98%,No,2,8
BHARTIHEXA,Yes,2025-03-03,2025-09-01,37.28%,No,3,9
BHEL,Yes,2016-02-12,2016-08-10,30.54%,No,2,8
BHEL,Yes,2016-03-01,2016-08-29,51.89%,No,3,8
BHEL,Yes,2016-03-08,2016-09-06,30.33%,No,3,9
BHEL,Yes,2016-09-29,2017-03-28,27.39%,No,9,3
BHEL,Yes,2016-10-06,2017-04-05,26.48%,No,10,4
BHEL,Yes,2016-11-02,2017-05-02,28.77%,No,11,5
BHEL,Yes,2021-01-01,2021-06-30,69.38%,No,1,6
BHEL,Yes,2021-01-04,2021-07-05,62.24%,No,1,7
BHEL,Yes,2021-04-05,2021-10-04,33.78%,No,4,10
BHEL,Yes,2021-05-03,2021-11-01,34.11%,No,5,11
BHEL,Yes,2022-05-02,2022-10-31,42.22%,No,5,10
BHEL,Yes,2022-06-01,2022-11-28,58.45%,No,6,11
BHEL,Yes,2022-06-06,2022-12-05,72.96%,No,6,12
BHEL,Yes,2022-07-01,2022-12-28,70.19%,No,7,12
BHEL,Yes,2022-07-04,2023-01-02,76.50%,No,7,1
BHEL,Yes,2022-08-01,2023-01-30,36.24%,No,8,1
BHEL,Yes,2022-08-05,2023-02-01,47.30%,No,8,2
BHEL,Yes,2023-02-01,2023-07-31,37.63%,No,2,7
BHEL,Yes,2023-09-01,2024-02-28,65.04%,No,9,2
BHEL,Yes,2023-11-01,2024-04-29,127.81%,No,11,4
BHEL,Yes,2023-12-01,2024-05-29,72.49%,No,12,5
BHEL,Yes,2023-12-04,2024-06-03,78.94%,No,12,6
BIOCON,Yes,2015-11-30,2016-05-30,53.58%,No,11,5
BIOCON,Yes,2015-12-01,2016-05-30,51.72%,No,12,5
BIOCON,Yes,2015-12-04,2016-06-01,55.72%,No,12,6
BIOCON,Yes,2016-01-01,2016-06-29,43.53%,No,1,6
BIOCON,Yes,2016-01-04,2016-07-04,40.88%,No,1,7
BIOCON,Yes,2016-02-01,2016-08-01,71.54%,No,2,8
BIOCON,Yes,2016-03-01,2016-08-29,91.84%,No,3,8
BIOCON,Yes,2016-03-08,2016-09-06,96.15%,No,3,9
BIOCON,Yes,2016-04-01,2016-09-28,97.94%,No,4,9
BIOCON,Yes,2016-04-04,2016-10-03,95.95%,No,4,10
BIOCON,Yes,2016-05-02,2016-11-01,52.26%,No,5,11
BIOCON,Yes,2016-06-02,2016-11-29,29.71%,No,6,11
BIOCON,Yes,2016-06-06,2016-12-05,26.45%,No,6,12
BIOCON,Yes,2016-07-01,2016-12-28,25.29%,No,7,12
BIOCON,Yes,2016-07-04,2017-01-02,27.84%,No,7,1
BIOCON,Yes,2016-08-08,2017-02-06,30.47%,No,8,2
BIOCON,Yes,2016-10-27,2017-04-25,26.56%,No,10,4
BIOCON,Yes,2017-08-01,2018-01-29,63.38%,No,8,1
BIOCON,Yes,2017-09-01,2018-02-28,86.38%,No,9,2
BIOCON,Yes,2017-09-04,2018-03-05,87.88%,No,9,3
BIOCON,Yes,2017-11-01,2018-04-30,83.94%,No,11,4
BIOCON,Yes,2024-02-01,2024-07-30,33.34%,No,2,7
BLUESTARCO,Yes,2015-12-11,2016-06-08,26.19%,No,12,6
BLUESTARCO,Yes,2016-01-13,2016-07-11,25.77%,No,1,7
BLUESTARCO,Yes,2016-02-01,2016-08-01,37.66%,No,2,8
BLUESTARCO,Yes,2016-03-01,2016-08-29,53.54%,No,3,8
BLUESTARCO,Yes,2016-03-08,2016-09-06,54.81%,No,3,9
BLUESTARCO,Yes,2016-04-01,2016-09-28,37.88%,No,4,9
BLUESTARCO,Yes,2016-04-04,2016-10-03,46.14%,No,4,10
BLUESTARCO,Yes,2016-05-02,2016-11-01,34.29%,No,5,11
BLUESTARCO,Yes,2016-10-04,2017-04-03,27.25%,No,10,4
BLUESTARCO,Yes,2016-11-04,2017-05-03,27.20%,No,11,5
BLUESTARCO,Yes,2016-12-01,2017-05-30,29.67%,No,12,5
BLUESTARCO,Yes,2017-02-01,2017-07-31,34.09%,No,2,7
BLUESTARCO,Yes,2017-06-12,2017-12-11,29.82%,No,6,12
BLUESTARCO,Yes,2017-07-03,2018-01-01,38.25%,No,7,1
BLUESTARCO,Yes,2019-05-02,2019-10-29,25.82%,No,5,10
BLUESTARCO,Yes,2021-08-09,2022-02-07,25.95%,No,8,2
BLUESTARCO,Yes,2021-09-01,2022-02-28,38.62%,No,9,2
BLUESTARCO,Yes,2021-09-02,2022-03-02,32.57%,No,9,3
BLUESTARCO,Yes,2022-07-01,2022-12-28,34.28%,No,7,12
BLUESTARCO,Yes,2022-08-01,2023-01-30,26.87%,No,8,1
BLUESTARCO,Yes,2023-06-01,2023-11-28,39.42%,No,6,11
BLUESTARCO,Yes,2023-11-01,2024-04-29,57.67%,No,11,4
BOSCHLTD,Yes,2016-01-08,2016-07-07,25.20%,No,1,7
BOSCHLTD,Yes,2016-02-01,2016-08-01,44.38%,No,2,8
BOSCHLTD,Yes,2016-03-01,2016-08-29,40.12%,No,3,8
BOSCHLTD,Yes,2016-03-08,2016-09-06,40.78%,No,3,9
BOSCHLTD,Yes,2016-11-16,2017-05-15,26.61%,No,11,5
BOSCHLTD,Yes,2016-12-19,2017-06-19,27.32%,No,12,6
BOSCHLTD,Yes,2021-04-12,2021-10-11,31.01%,No,4,10
BOSCHLTD,Yes,2021-05-03,2021-11-01,30.93%,No,5,11
BOSCHLTD,Yes,2022-06-13,2022-12-12,27.05%,No,6,12
BOSCHLTD,Yes,2022-10-03,2023-04-03,25.79%,No,10,4
BOSCHLTD,Yes,2023-08-02,2024-01-29,27.31%,No,8,1
BOSCHLTD,Yes,2023-08-07,2024-02-05,32.79%,No,8,2
BOSCHLTD,Yes,2023-09-01,2024-02-28,50.28%,No,9,2
BOSCHLTD,Yes,2023-09-04,2024-03-04,54.86%,No,9,3
BOSCHLTD,Yes,2023-11-01,2024-04-29,52.39%,No,11,4
BOSCHLTD,Yes,2023-12-01,2024-05-29,41.97%,No,12,5
BOSCHLTD,Yes,2024-02-01,2024-07-30,49.28%,No,2,7
BOSCHLTD,Yes,2024-04-01,2024-09-30,25.03%,No,4,9
BOSCHLTD,Yes,2025-05-02,2025-10-29,28.67%,No,5,10
BPCL,Yes,2016-01-04,2016-07-04,28.34%,No,1,7
BPCL,Yes,2016-02-01,2016-08-01,39.74%,No,2,8
BPCL,Yes,2016-03-01,2016-08-29,53.84%,No,3,8
BPCL,Yes,2016-03-08,2016-09-06,48.03%,No,3,9
BPCL,Yes,2016-04-01,2016-09-28,41.01%,No,4,9
BPCL,Yes,2016-04-04,2016-10-03,43.67%,No,4,10
BPCL,Yes,2016-05-02,2016-11-01,41.57%,No,5,11
BPCL,Yes,2016-06-01,2016-11-28,33.95%,No,6,11
BPCL,Yes,2016-06-10,2016-12-07,28.11%,No,6,12
BPCL,Yes,2016-12-02,2017-05-31,27.92%,No,12,5
BPCL,Yes,2016-12-05,2017-06-05,26.31%,No,12,6
BPCL,Yes,2018-10-05,2019-04-03,41.46%,No,10,4
BPCL,Yes,2018-11-01,2019-04-30,38.48%,No,11,4
BPCL,Yes,2018-11-02,2019-05-02,29.34%,No,11,5
BPCL,Yes,2019-05-02,2019-10-29,41.48%,No,5,10
BPCL,Yes,2019-07-01,2019-12-30,34.20%,No,7,12
BPCL,Yes,2021-01-01,2021-06-30,28.93%,No,1,6
BPCL,Yes,2023-07-03,2024-01-01,27.55%,No,7,1
BPCL,Yes,2023-08-01,2024-01-29,38.19%,No,8,1
BPCL,Yes,2023-08-07,2024-02-05,68.76%,No,8,2
BPCL,Yes,2023-09-01,2024-02-28,85.38%,No,9,2
BPCL,Yes,2023-09-04,2024-03-04,94.58%,No,9,3
BPCL,Yes,2024-02-01,2024-07-30,36.97%,No,2,7
BRITANNIA,Yes,2016-02-16,2016-08-16,25.48%,No,2,8
BRITANNIA,Yes,2016-03-15,2016-09-12,25.13%,No,3,9
BRITANNIA,Yes,2016-04-01,2016-09-28,27.96%,No,4,9
BRITANNIA,Yes,2016-04-04,2016-10-03,32.00%,No,4,10
BRITANNIA,Yes,2016-11-15,2017-05-15,27.73%,No,11,5
BRITANNIA,Yes,2016-12-20,2017-06-19,25.07%,No,12,6
BRITANNIA,Yes,2017-01-02,2017-07-03,28.32%,No,1,7
BRITANNIA,Yes,2017-03-01,2017-08-28,32.42%,No,3,8
BRITANNIA,Yes,2017-05-02,2017-10-30,33.55%,No,5,10
BRITANNIA,Yes,2017-05-05,2017-11-01,33.85%,No,5,11
BRITANNIA,Yes,2017-06-01,2017-11-28,33.73%,No,6,11
BRITANNIA,Yes,2017-06-05,2017-12-04,31.49%,No,6,12
BRITANNIA,Yes,2017-07-03,2018-01-01,28.66%,No,7,1
BRITANNIA,Yes,2018-02-01,2018-07-31,38.54%,No,2,7
BRITANNIA,Yes,2022-08-08,2023-02-06,27.38%,No,8,2
BSE,Yes,2021-01-01,2021-06-30,42.09%,No,1,6
