Symbol,Increased_25_pct,Start_Date,End_Date,Percentage_Change,Price_Start_Date,Price_End_Date,Target_Price_9m,Increase_9m_Pct,Target_Price_12m,Increase_12m_Pct,CAGR_Prev_3yr,CAGR_Prev_5yr,Market_Cap
360ONE,Yes,01-04-2024,30-09-2024,50.24%,684.2454834,1028.031616,1012.567758,-1.504220145,1016.764037,-1.096034295,42.63628998,32.43534834,459092426752
ABB,Yes,01-01-2021,30-06-2021,47.22%,1205.931519,1775.407593,2031.044926,14.3987969,2213.626014,24.68269386,19.61268665,10.65294661,1111177297920
ABB,Yes,05-04-2021,04-10-2021,36.02%,1352.185181,1839.228882,2189.793281,19.06040093,2170.763311,18.0257298,14.74560468,12.4004625,1111177297920
ABB,Yes,03-05-2021,01-11-2021,49.40%,1366.755493,2041.983887,2224.881223,8.956845214,2164.632444,6.006343074,20.74880108,16.28888127,1111177297920
ABB,Yes,02-08-2021,31-01-2022,36.69%,1652.919922,2259.319824,2157.422971,-4.510067704,2157.422971,-4.510067704,26.35249843,18.71494266,1111177297920
ABB,Yes,05-08-2021,01-02-2022,37.25%,1636.130127,2245.622559,2157.422971,-3.927622999,2157.422971,-3.927622999,26.09994386,18.296638,1111177297920
ABB,Yes,02-05-2022,31-10-2022,48.67%,2019.177002,3001.918213,3101.212422,3.307692005,4279.997807,42.57543024,32.56500334,19.81838632,1111177297920
ABB,Yes,04-09-2023,04-03-2024,30.68%,4253.980957,5559.256348,7748.381229,39.37801648,7538.944485,35.6106647,55.44972223,38.38117123,1111177297920
ABB,Yes,01-11-2023,29-04-2024,59.11%,4002.945313,6369.075684,7603.331445,19.37888358,7538.944485,18.36795259,67.4604518,37.23446781,1111177297920
ABCAPITAL,Yes,01-06-2022,28-11-2022,35.56%,101.0999985,137.0500031,145.5402785,6.195020284,181.4328939,32.38445079,7.555225219,-7.368604001,910418509824
ABCAPITAL,Yes,06-06-2022,05-12-2022,53.73%,103.1999969,158.6499939,145.584849,-8.235200353,181.4328939,14.36047957,14.10103876,-3.557435807,910418509824
ABCAPITAL,Yes,01-07-2022,28-12-2022,63.82%,90.09999847,147.6000061,145.5266668,-1.404701388,181.4328939,22.92200972,14.04802395,-4.369932186,910418509824
ABCAPITAL,Yes,04-07-2022,02-01-2023,72.28%,90.19999695,155.3999939,145.5266668,-6.35349261,181.4328939,16.75218853,13.4761266,-3.453050545,910418509824
ABCAPITAL,Yes,02-09-2022,01-03-2023,32.52%,114.6999969,152,172.5608108,13.52684922,172.8019613,13.68550083,25.17395136,-1.369516579,910418509824
ABCAPITAL,Yes,03-10-2022,03-04-2023,40.14%,109.75,153.8000031,181.5249987,18.02665479,181.7768515,18.19040826,52.40136327,0.235728525,910418509824
ABCAPITAL,Yes,31-10-2022,02-05-2023,43.73%,116.8499985,167.9499969,171.1875,1.927658893,178.2789473,6.150015223,49.8125399,0.980880415,910418509824
ABCAPITAL,Yes,01-11-2022,02-05-2023,42.03%,118.25,167.9499969,171.1875,1.927658893,178.2789473,6.150015223,49.8125399,0.980880415,910418509824
ABCAPITAL,Yes,01-02-2023,31-07-2023,43.50%,136.4499969,195.8000031,178.4812498,-8.845124092,179.1219695,-8.51789238,53.53420591,5.972947517,910418509824
ABCAPITAL,Yes,01-11-2023,29-04-2024,41.48%,170.1000061,240.6499939,223.8714014,-6.972197363,221.0256106,-8.154740835,27.5755564,19.3918933,910418509824
ABCAPITAL,Yes,01-12-2023,29-05-2024,32.93%,169.8999939,225.8500061,221.2166674,-2.051511433,221.109303,-2.099049374,22.33770227,17.70840213,910418509824
ABCAPITAL,Yes,01-04-2024,30-09-2024,30.59%,181.8500061,237.4799957,197.6875618,-16.75612037,188.8414634,-20.48110712,28.18488771,22.85562304,910418509824
ACC,Yes,04-09-2023,04-03-2024,30.94%,2044.539185,2677.173096,2347.206945,-12.32517059,2432.015741,-9.15732176,14.81408541,14.11848911,332856000512
ACC,Yes,01-11-2023,29-04-2024,36.97%,1831.112305,2508.089844,2264.582375,-9.708881434,1960.218907,-21.84415115,11.59531918,10.22869363,332856000512
ACC,Yes,01-12-2023,29-05-2024,33.48%,1887.224976,2519.114014,2324.304827,-7.733242148,1947.28047,-22.69978811,9.686501837,9.197780962,332856000512
ADANIENT,Yes,01-01-2021,30-06-2021,206.94%,489.9598694,1503.896973,1718.461468,14.2672337,1716.982564,14.16889555,176.0610676,100.5945585,2905820626944
ADANIENT,Yes,01-04-2021,28-09-2021,34.42%,1104.51709,1484.650879,1728.689775,16.43746013,1729.855184,16.51595729,125.7845236,108.1705566,2905820626944
ADANIENT,Yes,01-10-2021,30-03-2022,36.78%,1456.101563,1991.696045,2142.480861,7.570674087,2205.545422,10.73704884,144.6010858,103.9280182,2905820626944
ADANIENT,Yes,31-01-2022,01-08-2022,55.18%,1711.895264,2656.505859,3978.386645,49.76013061,1872.597936,-29.50898531,177.536905,103.9835537,2905820626944
ADANIENT,Yes,01-11-2023,29-04-2024,38.96%,2215.335205,3078.469727,3124.298872,1.488698921,3101.221313,0.73905508,37.68509748,88.37713247,2905820626944
ADANIGREEN,Yes,01-11-2023,29-04-2024,105.27%,880.25,1806.849976,1781.843853,-1.38396229,1762.09755,-2.476820212,19.61537368,111.1984506,1694225268736
ADANIPORTS,Yes,01-01-2021,30-06-2021,40.64%,489.0959473,687.8793945,724.3758744,5.305650984,725.6207072,5.486617707,24.52040417,28.43272485,3238278987776
ADANIPORTS,Yes,01-09-2023,28-02-2024,62.54%,792.2301025,1287.683472,1467.884527,13.99420423,1456.575903,13.11598966,25.20200464,32.72112653,3238278987776
ADANIPORTS,Yes,01-11-2023,29-04-2024,71.27%,762.1064453,1305.272095,1457.101785,11.63203375,1453.132574,11.32794307,21.65902843,28.26855567,3238278987776
ADANIPOWER,Yes,01-01-2021,30-06-2021,126.22%,10.02999973,22.69000053,20.30188237,-10.52498063,21.98781515,-3.094690903,91.51846859,30.04717891,2802644680704
ADANIPOWER,Yes,01-03-2021,30-08-2021,68.34%,11.14999962,18.77000046,20.75263641,10.56279116,21.49284676,14.50637313,39.66310398,27.77989687,2802644680704
ADANIPOWER,Yes,01-10-2021,30-03-2022,76.90%,19.38999939,34.29999924,64.78777832,88.88565529,54.62938791,59.26935606,54.06255248,33.86228795,2802644680704
ADANIPOWER,Yes,01-12-2021,30-05-2022,236.05%,20.25,68.05000305,65.98000038,-3.04188476,65.98000038,-3.04188476,87.58142123,65.56486063,2802644680704
ADANIPOWER,Yes,03-12-2021,01-06-2022,204.66%,20.15999985,61.41999817,66.01325035,7.478430998,54.29100027,-11.60696534,82.7090729,62.68376283,2802644680704
ADANIPOWER,Yes,31-01-2022,01-08-2022,202.92%,21.25,64.37000275,66.09921084,2.686357028,48.94934779,-23.95627513,75.63956828,57.36622896,2802644680704
ADANIPOWER,Yes,01-11-2023,29-04-2024,63.23%,73.04000092,119.2200012,136.6289178,14.60234558,101.2458209,-15.07648056,83.16780182,65.23222467,2802644680704
ALKEM,Yes,01-03-2021,30-08-2021,38.20%,2708.765625,3743.608398,3369.670834,-9.988693379,3369.670834,-9.988693379,24.28426914,21.21210027,677156356096
ALKEM,Yes,01-02-2023,31-07-2023,32.90%,2936.357178,3902.405762,4900.152066,25.56746698,4904.645962,25.68262404,15.60445554,14.65623682,677156356096
ALKEM,Yes,01-11-2023,29-04-2024,32.05%,3659.877441,4833.005859,5410.664627,11.95237052,4996.046053,3.373473954,22.24012037,24.71629117,677156356096
AMBUJACEM,Yes,01-04-2021,28-09-2021,32.83%,300.7454224,399.4788818,364.9631816,-8.640181458,370.3075303,-7.302351362,26.27670343,11.9767146,1356527566848
AMBUJACEM,Yes,05-04-2021,04-10-2021,32.82%,295.9586182,393.0964966,364.8708763,-7.180328641,369.9859322,-5.87910718,27.50143539,12.01893228,1356527566848
AMBUJACEM,Yes,03-05-2021,01-11-2021,31.49%,301.3739929,396.2876587,365.0352736,-7.886287761,369.2080411,-6.833323462,30.7113304,13.2496336,1356527566848
AMBUJACEM,Yes,02-05-2022,31-10-2022,40.94%,373.4604187,526.3406982,387.6489105,-26.3501926,439.3254189,-16.53212066,42.7844756,16.26932784,1356527566848
AMBUJACEM,Yes,01-06-2022,28-11-2022,52.95%,367.0410156,561.4004517,387.6489105,-30.9496618,418.0396581,-25.53628042,45.25538733,19.38626048,1356527566848
AMBUJACEM,Yes,06-06-2022,05-12-2022,57.13%,360.3747253,566.2396851,418.075155,-26.16639809,418.0396581,-26.17266696,46.57100516,19.82919573,1356527566848
AMBUJACEM,Yes,01-07-2022,28-12-2022,41.04%,362.9918518,511.9711304,434.3970535,-15.15204125,434.2568681,-15.17942275,43.24138626,16.45834006,1356527566848
AMBUJACEM,Yes,04-07-2022,02-01-2023,42.86%,363.9794617,519.9706421,434.2636454,-16.48304535,419.5157151,-19.31934591,41.49855554,17.11908153,1356527566848
AMBUJACEM,Yes,01-02-2023,31-07-2023,39.39%,329.9566956,459.9228516,437.3507808,-4.907795015,420.4996956,-8.571688899,32.3362118,17.57029147,1356527566848
AMBUJACEM,Yes,01-09-2023,28-02-2024,35.80%,431.0162354,585.3338013,619.6229335,5.858047524,614.1167615,4.917358291,30.47237366,25.29895545,1356527566848
AMBUJACEM,Yes,04-09-2023,04-03-2024,39.90%,438.2180481,613.0483398,619.8581588,1.110812726,614.4132171,0.222637787,29.64041832,25.82920107,1356527566848
AMBUJACEM,Yes,03-10-2023,01-04-2024,43.80%,429.3275452,617.3693848,620.1143447,0.444621967,614.6078727,-0.447303046,27.09116317,24.11272531,1356527566848
AMBUJACEM,Yes,01-11-2023,29-04-2024,54.84%,403.9473267,625.465271,620.1222185,-0.854252459,542.3486031,-13.28877426,27.22972936,25.36414367,1356527566848
AMBUJACEM,Yes,01-12-2023,29-05-2024,42.56%,439.0624084,625.9122314,616.5578192,-1.49452459,541.9305251,-13.41748924,25.73067495,24.52873822,1356527566848
APOLLOHOSP,Yes,01-01-2021,30-06-2021,49.90%,2386.8479,3577.874756,4746.845676,32.67221465,4478.447978,25.17061897,51.79336454,22.86721514,1013897494528
APOLLOHOSP,Yes,04-01-2021,05-07-2021,54.33%,2381.3125,3674.985596,4549.950156,23.80865278,4478.447978,21.86300765,53.12036084,22.97488925,1013897494528
APOLLOHOSP,Yes,01-04-2021,28-09-2021,52.51%,2860.490967,4362.55957,4480.164816,2.695785443,4471.597458,2.499401683,62.19002896,27.00684692,1013897494528
APOLLOHOSP,Yes,01-07-2021,28-12-2021,31.77%,3635.795654,4790.948242,4470.555729,-6.68745511,4330.651706,-9.607629073,57.84049928,33.68941928,1013897494528
APOLLOHOSP,Yes,01-09-2023,28-02-2024,31.56%,4815.582031,6335.503906,6977.14772,10.12774712,6832.522058,7.844966386,27.96924434,41.43839711,1013897494528
ASTRAL,Yes,01-01-2021,30-06-2021,51.90%,973.241394,1478.368774,1511.560693,2.245171808,1557.000944,5.318846735,48.86610569,47.92150273,393008349184
ATGL,Yes,01-09-2023,28-02-2024,60.75%,633.4469604,1018.252136,928.0079831,-8.862652959,920.299982,-9.619636504,25.79425614,58.62013584,645478547456
ATGL,Yes,01-11-2023,29-04-2024,66.55%,551.4490967,918.4656372,878.9798499,-4.299103388,910.6989166,-0.84561907,-7.117535865,45.17804591,645478547456
AUROPHARMA,Yes,01-12-2022,30-05-2023,39.66%,462.1766968,645.4542236,874.9290443,35.55245473,1026.406797,59.0208506,-3.60339205,3.575476839,684242370560
AUROPHARMA,Yes,05-12-2022,05-06-2023,42.33%,459.1704407,653.5378418,1026.017893,56.99441224,866.1736278,32.53610922,-3.131139163,4.922555018,684242370560
AUROPHARMA,Yes,02-01-2023,03-07-2023,64.88%,428.5656128,706.602478,859.8384185,21.68630103,849.7397318,20.25711178,-2.040917593,3.324338633,684242370560
AUROPHARMA,Yes,01-02-2023,31-07-2023,100.49%,406.7825623,815.5584717,859.6765032,5.409548556,1023.648844,25.51507708,-1.182587126,7.568754061,684242370560
AUROPHARMA,Yes,01-03-2023,28-08-2023,78.79%,459.87677,822.2039185,1038.730254,26.33487032,1011.137157,22.97887837,-0.746993251,4.60284278,684242370560
AUROPHARMA,Yes,04-09-2023,04-03-2024,33.69%,812.9300537,1086.820313,1241.169287,14.20188534,1242.076676,14.28537559,8.56211857,9.315401821,684242370560
AUROPHARMA,Yes,01-11-2023,29-04-2024,34.65%,852.2077637,1147.492676,1227.353041,6.959553391,1230.061955,7.195625807,6.911173035,7.52898169,684242370560
AUROPHARMA,Yes,01-04-2024,30-09-2024,31.20%,1109.186401,1455.237305,1160.587487,-20.24754431,1142.516259,-21.48935058,27.31302028,20.80227462,684242370560
AXISBANK,Yes,01-06-2022,28-11-2022,30.17%,683.1973267,889.3440552,863.6637279,-2.887558214,954.0410094,7.274682257,5.963659367,9.711325119,3785934241792
AXISBANK,Yes,06-06-2022,05-12-2022,33.97%,669.4050293,896.8241577,863.6637279,-3.697539765,960.8729067,7.141728783,7.286927539,11.08138732,3785934241792
AXISBANK,Yes,01-07-2022,28-12-2022,43.82%,641.2724609,922.2568359,956.4842224,3.711264058,961.13012,4.215017183,6.803965329,11.13899205,3785934241792
BAJAJ-AUTO,Yes,01-02-2023,31-07-2023,33.35%,3577.677979,4770.734863,4617.225643,-3.217726932,4653.345454,-2.460614824,21.99233623,16.6355637,2515234455552
BAJAJ-AUTO,Yes,01-06-2023,28-11-2023,33.12%,4358.959961,5802.72998,9298.824862,60.24913951,9403.237107,62.04850369,27.87300671,22.1771309,2515234455552
BAJAJ-AUTO,Yes,05-06-2023,04-12-2023,35.70%,4421.336426,5999.648926,8641.425484,44.03218573,9403.237107,56.72978907,27.48368096,21.53757624,2515234455552
BAJAJ-AUTO,Yes,03-07-2023,01-01-2024,45.34%,4460.43457,6482.77832,8579.598066,32.34446163,8606.105655,32.75335404,28.65456107,23.76978892,2515234455552
BAJAJ-AUTO,Yes,01-08-2023,29-01-2024,53.31%,4763.527832,7302.859863,8620.00552,18.03602535,8611.984388,17.92618986,27.74711608,28.28614026,2515234455552
BAJAJ-AUTO,Yes,07-08-2023,05-02-2024,63.98%,4517.948242,7408.744141,8663.258168,16.93288367,8681.596235,17.18040291,26.04003132,27.26897123,2515234455552
BAJAJ-AUTO,Yes,01-09-2023,28-02-2024,75.40%,4516.352051,7921.86377,9333.642983,17.82130134,8763.213485,10.62060318,33.60231771,27.2495368,2515234455552
BAJAJ-AUTO,Yes,04-09-2023,04-03-2024,76.99%,4486.071777,7939.90625,8703.516443,9.617370389,8504.869466,7.11548976,32.77404799,27.63563473,2515234455552
BAJAJ-AUTO,Yes,03-10-2023,01-04-2024,80.25%,4853.01416,8747.557617,8646.045373,-1.160463858,8515.592141,-2.651774205,38.77255758,29.66375317,2515234455552
BAJAJ-AUTO,Yes,01-11-2023,29-04-2024,63.91%,5170.230957,8474.695313,9269.188,9.37488202,9436.974072,11.35472987,36.19088717,27.73374543,2515234455552
BAJAJ-AUTO,Yes,01-12-2023,29-05-2024,50.02%,5849.069336,8774.693359,8680.139267,-1.077577166,9436.974072,7.547622302,33.68868696,29.65661291,2515234455552
BAJAJ-AUTO,Yes,01-04-2024,30-09-2024,37.65%,8747.557617,12040.78906,8349.953214,-30.65277391,8324.595503,-30.86337233,51.43051061,37.36427071,2515234455552
