,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,General And Administrative Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
2025-06-30,0.0,0.26777,2685100000.0,1702800000.0,313300000.0,9334500000.0,2685100000.0,2371800000.0,-46300000.0,46300000.0,1702800000.0,1702800000.0,10754800000.0,406396181.0,406396181.0,4.19,4.19,1702800000.0,1702800000.0,0.0,1702800000.0,1702800000.0,1702800000.0,622700000.0,2325500000.0,635700000.0,-46300000.0,46300000.0,1688100000.0,1420300000.0,1107000000.0,313300000.0,313300000.0,,,3108400000.0,9334500000.0,12442900000.0,12442900000.0,288947684691.0
2025-03-31,0.0,0.268201,2940500000.0,1888700000.0,311500000.0,7996500000.0,2940500000.0,2629000000.0,629600000.0,48100000.0,1888700000.0,1888700000.0,10791800000.0,,,,,1888700000.0,1888700000.0,0.0,1888700000.0,1888700000.0,1888700000.0,692200000.0,2580900000.0,-417500000.0,629600000.0,48100000.0,2024000000.0,2795300000.0,426300000.0,311500000.0,90900000.0,,,4819300000.0,7996500000.0,12815800000.0,12815800000.0,
2024-12-31,0.0,0.254432,2621400000.0,1686400000.0,304500000.0,9771400000.0,2621400000.0,2316900000.0,-55000000.0,55000000.0,1686400000.0,1686400000.0,11138100000.0,406361446.0,405384615.0,4.15,4.16,1686400000.0,1686400000.0,0.0,1686400000.0,1686400000.0,1686400000.0,575500000.0,2261900000.0,276200000.0,-55000000.0,55000000.0,2035700000.0,1366700000.0,1062200000.0,304500000.0,304500000.0,,,3402400000.0,9771400000.0,13173800000.0,13173800000.0,355728859525.7776
2024-09-30,0.0,0.276209,2519700000.0,1574100000.0,299000000.0,9416500000.0,2519700000.0,2220700000.0,-45900000.0,45900000.0,1574100000.0,1574100000.0,10908100000.0,406744186.0,405695876.0,3.87,3.88,1574100000.0,1574100000.0,0.0,1574100000.0,1574100000.0,1574100000.0,600700000.0,2174800000.0,164300000.0,-45900000.0,45900000.0,2056400000.0,1491600000.0,1192600000.0,299000000.0,299000000.0,,,3548000000.0,9416500000.0,12964500000.0,12964500000.0,440594140317.80176
2024-06-30,0.0,0.262293,2540800000.0,1620300000.0,297100000.0,9296800000.0,2540800000.0,2243700000.0,-47300000.0,47300000.0,1620300000.0,1620300000.0,10676000000.0,406090226.0,406090226.0,3.99,3.99,1620300000.0,1620300000.0,0.0,1620300000.0,1620300000.0,1620300000.0,576100000.0,2196400000.0,230000000.0,-47300000.0,47300000.0,2013700000.0,1379200000.0,1082100000.0,297100000.0,297100000.0,905900000.0,905900000.0,3392900000.0,9296800000.0,12689700000.0,12689700000.0,408559930730.1692
