,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
2025-06-30,0.0,0.214366,5958047000.0,0.0,0.0,2406864000.0,934480000.0,480256000.0,5958047000.0,5023567000.0,-951475000.0,951475000.0,2406864000.0,2406864000.0,4821477000.0,357632095.0,357632095.0,6.73,6.73,2406864000.0,2406864000.0,0.0,2406864000.0,-801711000.0,3208575000.0,3208575000.0,872918000.0,4072092000.0,315191000.0,0.0,,,-951475000.0,951475000.0,4708376000.0,4341221000.0,2444291000.0,934480000.0,934480000.0,9049597000.0,480256000.0,9529853000.0,9529853000.0,557619028280.0018
2025-03-31,113301721.324572,0.170463,5328797000.0,691887000.0,664672000.0,2688219000.0,902328000.0,2149750000.0,6020684000.0,5118356000.0,-542013000.0,941217000.0,2136848721.324572,2688219000.0,4267296000.0,,,,,2688219000.0,2688219000.0,0.0,2688219000.0,-788787000.0,3477006000.0,3477006000.0,712046000.0,4177139000.0,-906174000.0,-87334000.0,7594000.0,52525000.0,-542013000.0,941217000.0,4953654000.0,4750688000.0,-1804759000.0,902328000.0,895204000.0,7071200000.0,2149750000.0,9220950000.0,9220950000.0,
2024-12-31,24694854.858093,0.154491,5832218000.0,159847000.0,159847000.0,2647627000.0,812688000.0,549321000.0,5992065000.0,5179377000.0,-1028839000.0,1028839000.0,2512474854.858093,2647627000.0,5035735000.0,357787432.0,357304588.0,7.4,7.41,2647627000.0,2647627000.0,0.0,2647627000.0,-880036000.0,3527663000.0,3527663000.0,641219000.0,4150538000.0,303961000.0,159847000.0,-159847000.0,0.0,-1028839000.0,1028839000.0,4715569000.0,4486414000.0,2687259000.0,812688000.0,812688000.0,9201983000.0,549321000.0,9751304000.0,9751304000.0,582900127527.7666
2024-09-30,0.0,0.223182,5547783000.0,0.0,0.0,2180977000.0,775304000.0,546251000.0,5547783000.0,4772479000.0,-1031009000.0,1031009000.0,2180977000.0,2180977000.0,4778157000.0,357537213.0,357537213.0,6.1,6.1,2180977000.0,2180977000.0,0.0,2180977000.0,-740638000.0,2921615000.0,2921615000.0,835029000.0,3741470000.0,370971000.0,0.0,,0.0,-1031009000.0,1031009000.0,4401508000.0,4231906000.0,2572068000.0,775304000.0,775304000.0,8633414000.0,546251000.0,9179665000.0,9179665000.0,658831098967.1104
2024-06-30,-981914.941577,0.192532,5692796000.0,-5100000.0,-5100000.0,2325434000.0,774853000.0,368760000.0,5687696000.0,4912843000.0,-1031064000.0,1031064000.0,2329552085.058423,2325434000.0,4506076000.0,357759077.0,357209524.0,6.5,6.51,2325434000.0,2325434000.0,0.0,2325434000.0,-821676000.0,3147110000.0,3147110000.0,747368000.0,3881779000.0,382614000.0,-5100000.0,5100000.0,0.0,-1031064000.0,1031064000.0,4535329000.0,4137316000.0,2476436000.0,774853000.0,774853000.0,8672645000.0,368760000.0,9041405000.0,9041405000.0,638943972092.4736
