,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
2025-09-30,0.0,0.258451,5161400000.0,,,3787000000.0,15232200000.0,5161400000.0,5161400000.0,-185600000.0,185600000.0,3787000000.0,3787000000.0,19261000000.0,758917836.0,758917836.0,4.99,4.99,3787000000.0,3787000000.0,0.0,3787000000.0,-12800000.0,3799800000.0,3799800000.0,1286000000.0,4975800000.0,877100000.0,,,-185600000.0,185600000.0,4284300000.0,4028800000.0,4028800000.0,8313100000.0,15232200000.0,23545300000.0,23545300000.0,397034369325.28564
2025-06-30,0.0,0.257592,3663000000.0,,,2665400000.0,15090800000.0,3663000000.0,3663000000.0,-172600000.0,172600000.0,2665400000.0,2665400000.0,18825400000.0,949216524.0,949216524.0,2.808,2.808,2665400000.0,2665400000.0,0.0,2665400000.0,-7400000.0,2672800000.0,2672800000.0,899100000.0,3490400000.0,952100000.0,,,-172600000.0,172600000.0,2710900000.0,3734600000.0,3734600000.0,6445500000.0,15090800000.0,21536300000.0,21536300000.0,572377216358.5269
2025-03-31,24029924.716211,0.245203,4301700000.0,98000000.0,98000000.0,2985300000.0,27849500000.0,4399700000.0,4399700000.0,3835400000.0,162400000.0,2911329924.716211,2985300000.0,13306500000.0,,,,,2985300000.0,2985300000.0,0.0,2985300000.0,-3500000.0,2988800000.0,2988800000.0,1039000000.0,4237300000.0,-2823800000.0,98000000.0,-100500000.0,3835400000.0,162400000.0,2820900000.0,-14543000000.0,-8678200000.0,-11722100000.0,27849500000.0,16127400000.0,16127400000.0,
2024-12-31,0.0,0.255222,4751800000.0,0.0,0.0,3666500000.0,14714900000.0,4751800000.0,4751800000.0,-179700000.0,179700000.0,3666500000.0,3666500000.0,18288100000.0,760053897.0,760053897.0,4.824,4.824,3666500000.0,3666500000.0,0.0,3666500000.0,-6300000.0,3672800000.0,3672800000.0,1166900000.0,4572100000.0,956800000.0,0.0,,-179700000.0,179700000.0,3795000000.0,3573200000.0,3573200000.0,7368200000.0,14714900000.0,22083100000.0,22083100000.0,589273024366.6836
2024-09-30,-82158904.109589,0.246575,5445800000.0,-333200000.0,-333200000.0,3654000000.0,15336600000.0,5112600000.0,5112600000.0,-185100000.0,185100000.0,3905041095.890411,3654000000.0,18720400000.0,759667360.0,759667360.0,4.81,4.81,3654000000.0,3654000000.0,0.0,3654000000.0,-8600000.0,3662600000.0,3662600000.0,1215000000.0,4927500000.0,1288700000.0,-333200000.0,333200000.0,-185100000.0,185100000.0,4157100000.0,3383800000.0,3383800000.0,7540900000.0,15336600000.0,22877500000.0,22877500000.0,684111013148.1543
2024-06-30,,,,0.0,0.0,,,,,,,,,,946370968.0,946370968.0,2.728,2.728,,,,,,,,,,,0.0,,,,,,,,,,,963761458727.3984
