,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
2025-06-30,108948470.318093,0.272371,22213400000.0,400000000.0,400000000.0,7878800000.0,8615700000.0,15244600000.0,22613400000.0,13997700000.0,-671400000.0,671400000.0,7587748470.318093,7878800000.0,91445900000.0,2462125000.0,2462125000.0,3.2,3.2,7878800000.0,7878800000.0,0.0,7878800000.0,-1817800000.0,9696600000.0,9696600000.0,3629700000.0,13326300000.0,2560900000.0,400000000.0,-400000000.0,0.0,-671400000.0,671400000.0,10995200000.0,76201300000.0,39632500000.0,8615700000.0,8615700000.0,24225300000.0,24225300000.0,87196500000.0,15244600000.0,102441100000.0,102441100000.0,1421754111305.2368
2025-03-31,878713432.533885,0.279462,22657700000.0,3144300000.0,3144300000.0,9562800000.0,7863500000.0,37796900000.0,25802000000.0,17938500000.0,24196200000.0,142900000.0,7297213432.533885,9562800000.0,83793300000.0,,,,,9562800000.0,9562800000.0,0.0,9562800000.0,-3259600000.0,12822400000.0,12822400000.0,4973200000.0,17795600000.0,-20403500000.0,1705200000.0,-3778000000.0,,24196200000.0,142900000.0,10878300000.0,45996400000.0,8313700000.0,7863500000.0,3288500000.0,29058200000.0,27091900000.0,56874700000.0,37796900000.0,94671600000.0,94671600000.0,
2024-12-31,0.0,0.3,30670400000.0,0.0,0.0,21153300000.0,6639800000.0,17861200000.0,30670400000.0,24030600000.0,-669900000.0,669900000.0,21153300000.0,21153300000.0,73674400000.0,2462549476.0,2462549476.0,8.59,8.59,21153300000.0,21153300000.0,0.0,21153300000.0,-5047600000.0,26200900000.0,26200900000.0,-2840200000.0,23360700000.0,13522400000.0,0.0,,,-669900000.0,669900000.0,10478700000.0,55813200000.0,34045100000.0,6639800000.0,6639800000.0,20437500000.0,20437500000.0,66291900000.0,17861200000.0,84153100000.0,84153100000.0,1314621606797.4124
2024-09-30,-519918029.482511,0.332854,14876800000.0,-1562000000.0,-1562000000.0,4795300000.0,5204600000.0,14224300000.0,13314800000.0,8110200000.0,-668500000.0,668500000.0,5837381970.517489,4795300000.0,67138000000.0,2459128205.0,2459128205.0,1.95,1.95,4795300000.0,4795300000.0,0.0,4795300000.0,-169300000.0,4964600000.0,4964700000.0,2477000000.0,7441700000.0,3740300000.0,-1562000000.0,,,-668500000.0,668500000.0,5909700000.0,52913700000.0,28448100000.0,5204600000.0,5204600000.0,18252000000.0,18252000000.0,58823400000.0,14224300000.0,73047700000.0,73047700000.0,1549847990288.165
2024-06-30,0.0,0.284153,16379200000.0,0.0,0.0,6398600000.0,4760500000.0,14727200000.0,16379200000.0,11618700000.0,-678100000.0,678100000.0,6398600000.0,6398600000.0,74883400000.0,2442213740.0,2414566038.0,2.62,2.65,6398600000.0,6398600000.0,0.0,6398600000.0,-1433200000.0,7831800000.0,7831800000.0,3108800000.0,10940600000.0,3547200000.0,0.0,,0.0,-678100000.0,678100000.0,8037600000.0,60156200000.0,32264000000.0,4760500000.0,4760500000.0,20961200000.0,20961200000.0,68193800000.0,14727200000.0,82921000000.0,82921000000.0,1612460139562.2725
