,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
2025-09-30,17437147.991543,0.244218,18932200000.0,71400000.0,71400000.0,14299400000.0,,7699000000.0,19003600000.0,19003600000.0,-83600000.0,83600000.0,14245437147.991543,14299400000.0,25473600000.0,1835609756.0,1835609756.0,7.79,7.79,14299400000.0,14299400000.0,0.0,14299400000.0,14299400000.0,14299400000.0,4620600000.0,18920000000.0,1514700000.0,71400000.0,-71400000.0,-83600000.0,83600000.0,17449800000.0,17774600000.0,13371100000.0,,,35224400000.0,7699000000.0,42923400000.0,42923400000.0,386737033484.76874
2025-06-30,0.0,0.25826,14229300000.0,0.0,0.0,10494800000.0,,6127600000.0,14229300000.0,14229300000.0,-80400000.0,80400000.0,10494800000.0,10494800000.0,24937300000.0,1837968476.0,1837968476.0,5.71,5.71,10494800000.0,10494800000.0,0.0,10494800000.0,10494800000.0,10494800000.0,3654100000.0,14148900000.0,1235100000.0,0.0,,-80400000.0,80400000.0,13132100000.0,18809700000.0,14355300000.0,,,31941800000.0,6127600000.0,38069400000.0,38069400000.0,344823706834.2422
2025-03-31,-92680858.890348,0.247876,28012200000.0,-373900000.0,-373900000.0,20672300000.0,,20124700000.0,27638300000.0,27638300000.0,2718100000.0,154000000.0,20953519141.109653,20672300000.0,24334200000.0,,,,,20672300000.0,20672300000.0,0.0,20672300000.0,20672300000.0,20671600000.0,6812700000.0,27484300000.0,-2026600000.0,-423000000.0,,2718100000.0,154000000.0,27089700000.0,4209500000.0,-1784300000.0,,,31299200000.0,20124700000.0,51423900000.0,51423900000.0,
2024-12-31,0.0,0.256018,21244000000.0,0.0,0.0,15663200000.0,,8119000000.0,21244000000.0,21244000000.0,-190800000.0,190800000.0,15663200000.0,15663200000.0,26203300000.0,1836248535.0,1836248535.0,8.53,8.53,15663200000.0,15663200000.0,0.0,15663200000.0,15663200000.0,15663200000.0,5390000000.0,21053200000.0,990900000.0,0.0,,-190800000.0,190800000.0,20418900000.0,18084300000.0,13786400000.0,,,38503200000.0,8119000000.0,46622200000.0,46622200000.0,370561404320.47003
2024-09-30,1581466.409451,0.263578,14241700000.0,6000000.0,6000000.0,10459700000.0,,8256800000.0,14247700000.0,14247700000.0,-44300000.0,44300000.0,10455281466.40945,10459700000.0,26328900000.0,1835035088.0,1835035088.0,5.7,5.7,10459700000.0,10459700000.0,0.0,10459700000.0,10459700000.0,10459700000.0,3743700000.0,14203400000.0,717900000.0,6000000.0,-6000000.0,-44300000.0,44300000.0,13685900000.0,18072100000.0,13308200000.0,,,31758000000.0,8256800000.0,40014800000.0,40014800000.0,361941350822.80225
2024-06-30,,,,,,,1743000000.0,,,,,,,,,1838812500.0,1838812500.0,3.2,3.2,,,,,,,,,,,,,,,,,1743000000.0,1743000000.0,,,,,319165589072.2275
