,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Impairment Of Capital Assets,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
2025-06-30,0.0,0.263671,80790000000.0,0.0,0.0,31850000000.0,209120000000.0,80790000000.0,80790000000.0,-20260000000.0,20260000000.0,31850000000.0,31850000000.0,303400000000.0,3936959209.0,3907975460.0,8.09,8.15,31850000000.0,31850000000.0,0.0,31850000000.0,-12720000000.0,44570000000.0,0.0,44570000000.0,15960000000.0,60530000000.0,9850000000.0,0.0,,0.0,-20260000000.0,20260000000.0,70940000000.0,94280000000.0,89460000000.0,165220000000.0,209120000000.0,374340000000.0,374340000000.0,1736997893483.6748
2025-03-31,486609583.89665,0.254769,80110000000.0,1910000000.0,1910000000.0,34830000000.0,286770000000.0,82020000000.0,82020000000.0,-1950000000.0,15450000000.0,33406609583.89665,34830000000.0,311990000000.0,,,,,34840000000.0,34840000000.0,-10000000.0,34830000000.0,-14780000000.0,49610000000.0,,49610000000.0,16960000000.0,66570000000.0,-24140000000.0,1910000000.0,-1910000000.0,0.0,-1950000000.0,15450000000.0,85900000000.0,25220000000.0,3130000000.0,111120000000.0,286770000000.0,397890000000.0,397890000000.0,
2024-12-31,0.0,0.267978,91030000000.0,0.0,0.0,35470000000.0,207630000000.0,91030000000.0,91030000000.0,-24420000000.0,24420000000.0,35470000000.0,35470000000.0,301030000000.0,3932372506.0,3902090209.0,9.02,9.09,35470000000.0,35470000000.0,0.0,35470000000.0,-13290000000.0,48760000000.0,,48760000000.0,17850000000.0,66610000000.0,6800000000.0,0.0,,0.0,-24420000000.0,24420000000.0,84230000000.0,93400000000.0,90250000000.0,177630000000.0,207630000000.0,385260000000.0,385260000000.0,1646633839849.1643
2024-09-30,4967954932.529805,0.26595,84320000000.0,18680000000.0,18680000000.0,43520000000.0,211810000000.0,103000000000.0,103000000000.0,-26670000000.0,26670000000.0,29807954932.529804,43520000000.0,300390000000.0,3892665474.0,3865008881.0,11.18,11.26,43520000000.0,43520000000.0,0.0,43520000000.0,-12510000000.0,56030000000.0,,56030000000.0,20300000000.0,76330000000.0,13000000000.0,18680000000.0,2220000000.0,-20900000000.0,-26670000000.0,26670000000.0,71320000000.0,88580000000.0,84600000000.0,159900000000.0,211810000000.0,371710000000.0,371710000000.0,1847464927011.872
2024-06-30,0.0,0.140229,81480000000.0,0.0,0.0,36060000000.0,183930000000.0,81480000000.0,81480000000.0,-22220000000.0,22220000000.0,36060000000.0,36060000000.0,280250000000.0,3740663900.0,3709876543.0,9.64,9.72,36060000000.0,36060000000.0,0.0,36060000000.0,-14890000000.0,50950000000.0,0.0,50950000000.0,8310000000.0,59260000000.0,9340000000.0,0.0,,0.0,-22220000000.0,22220000000.0,72140000000.0,96320000000.0,92560000000.0,168460000000.0,183930000000.0,352390000000.0,352390000000.0,1488783148033.7832
