,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Rent Expense Supplemental,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Net Non Operating Interest Income Expense,Total Other Finance Cost,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Amortization,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Rent And Landing Fees,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
2025-06-30,0.0,0.236165,5972840000.0,,,3077930000.0,1575410000.0,11242500000.0,5972840000.0,4397430000.0,-368120000.0,368120000.0,,3077930000.0,3077930000.0,14299990000.0,,450648609.0,450648609.0,6.83,6.83,3077930000.0,3077930000.0,0.0,3077930000.0,0.0,3077930000.0,3077730000.0,951580000.0,4029310000.0,487780000.0,,,-368120000.0,,368120000.0,,3907430000.0,3057490000.0,1197360000.0,1575410000.0,,1575410000.0,,,,,6964920000.0,11242500000.0,18207420000.0,18207420000.0,477828958349.2943
2025-03-31,0.0,0.245282,5221480000.0,,,2778050000.0,1766100000.0,9564910000.0,5221480000.0,3455380000.0,341150000.0,-225530000.0,,2778050000.0,2778050000.0,12089230000.0,,,,,,2778050000.0,2778050000.0,0.0,2778050000.0,0.0,2778050000.0,2778050000.0,902860000.0,3680910000.0,-664840000.0,,,341150000.0,,-225530000.0,,4039070000.0,2524320000.0,-1048560000.0,1766100000.0,,1765620000.0,,,,,6563390000.0,9564910000.0,16128300000.0,16128300000.0,
2024-12-31,0.0,0.272821,5497110000.0,,,2552210000.0,1517500000.0,10670090000.0,5497110000.0,3979610000.0,-469870000.0,469870000.0,,2552210000.0,2552210000.0,13515590000.0,,450920495.0,450920495.0,5.66,5.66,2552210000.0,2552210000.0,0.0,2552210000.0,0.0,2552210000.0,2552210000.0,957530000.0,3509740000.0,360580000.0,,,-469870000.0,,469870000.0,,3617640000.0,2845500000.0,1071460000.0,1517500000.0,,1517500000.0,,,,,6463140000.0,10670090000.0,17133230000.0,17133230000.0,609383765784.8224
2024-09-30,0.0,0.251568,4069450000.0,,,2059460000.0,897240000.0,9271380000.0,4069450000.0,3172210000.0,-420510000.0,420510000.0,,2059460000.0,2059460000.0,12364140000.0,,360676007.0,360676007.0,5.71,5.71,2059460000.0,2059460000.0,0.0,2059460000.0,0.0,2059460000.0,2059460000.0,692240000.0,2751700000.0,263720000.0,,,-420510000.0,,420510000.0,,2908060000.0,3092760000.0,1938100000.0,897240000.0,,897240000.0,,,,,6000820000.0,9271380000.0,15272200000.0,15272200000.0,390091618540.62476
2024-06-30,0.0,0.193593,3703980000.0,25150000.0,25150000.0,1981600000.0,794350000.0,11384570000.0,3703980000.0,2909630000.0,-452310000.0,452310000.0,59760000.0,1981600000.0,1981600000.0,13784890000.0,18650000.0,446833632.0,446833632.0,4.43476,4.43476,1981600000.0,1981600000.0,0.0,1981600000.0,0.0,1981600000.0,1981600000.0,475720000.0,2457320000.0,114330000.0,0.0,0.0,-452310000.0,27410000.0,452310000.0,59760000.0,2788780000.0,2400320000.0,1306550000.0,794350000.0,250000.0,794350000.0,267450000.0,222000000.0,45450000.0,18650000.0,5189100000.0,11384570000.0,16573670000.0,16573670000.0,
