,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
2025-06-30,0.0,0.260333,5910000000.0,0.0,0.0,4521500000.0,230600000.0,12891100000.0,5910000000.0,5679400000.0,-10900000.0,10900000.0,4521500000.0,4521500000.0,23469600000.0,403345227.0,403345227.0,11.21,11.21,4521500000.0,4521500000.0,0.0,4521500000.0,4521500000.0,4521500000.0,1475700000.0,5668500000.0,2893100000.0,0.0,-10900000.0,10900000.0,2786300000.0,10578500000.0,7849700000.0,230600000.0,230600000.0,13364800000.0,12891100000.0,26255900000.0,26255900000.0,1304530920233.5356
2025-03-31,-1117591198.182851,0.214678,9253100000.0,-5205900000.0,-5205900000.0,3252900000.0,286000000.0,20559300000.0,4047200000.0,3761200000.0,10001400000.0,63100000.0,7341208801.817149,3252900000.0,23311500000.0,,,,,3252900000.0,3252900000.0,0.0,3252900000.0,3252900000.0,3252900000.0,793900000.0,3698100000.0,-7013900000.0,-5205900000.0,10001400000.0,63100000.0,6074200000.0,2752200000.0,-795000000.0,286000000.0,286000000.0,8826400000.0,20559300000.0,29385700000.0,29385700000.0,
2024-12-31,0.0,0.277017,11035400000.0,0.0,0.0,8070400000.0,398600000.0,17702400000.0,11035400000.0,10636800000.0,-11100000.0,11100000.0,8070400000.0,8070400000.0,23663800000.0,403318341.0,403318341.0,20.01,20.01,8070400000.0,8070400000.0,0.0,8070400000.0,8070400000.0,8070400000.0,2943500000.0,10625700000.0,2864400000.0,0.0,-11100000.0,11100000.0,7772400000.0,5961400000.0,3139500000.0,398600000.0,398600000.0,13733800000.0,17702400000.0,31436200000.0,31436200000.0,894727374737.7458
2024-09-30,0.0,0.253521,7684900000.0,0.0,0.0,5850800000.0,233500000.0,18148800000.0,7684900000.0,7451400000.0,-46500000.0,46500000.0,5850800000.0,5850800000.0,22695300000.0,403503448.0,403503448.0,14.5,14.5,5850800000.0,5850800000.0,0.0,5850800000.0,5850800000.0,5850800000.0,1877300000.0,7404900000.0,2578400000.0,0.0,-46500000.0,46500000.0,4873000000.0,4546500000.0,1999600000.0,233500000.0,233500000.0,9419500000.0,18148800000.0,27568300000.0,27568300000.0,844923216582.9141
2024-06-30,0.0,0.250734,9132600000.0,0.0,0.0,6961000000.0,233800000.0,13924200000.0,9132600000.0,8898800000.0,-10900000.0,10900000.0,6961000000.0,6961000000.0,17381400000.0,403302433.0,403302433.0,17.26,17.26,6961000000.0,6961000000.0,0.0,6961000000.0,6961000000.0,6961000000.0,2228500000.0,8887900000.0,2710000000.0,0.0,-10900000.0,10900000.0,6188800000.0,3457200000.0,951000000.0,233800000.0,233800000.0,9646000000.0,13924200000.0,23570200000.0,23570200000.0,852276306512.0405
