,Tax Effect Of Unusual Items,Tax Rate For Calcs,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Gain On Sale Of Security,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Total Revenue,Operating Revenue,Market Cap
2025-09-30,0.0,0.256497,7098300000.0,28100000.0,10503800000.0,21469400000.0,31973200000.0,7098300000.0,7098300000.0,1999521127.0,1999521127.0,3.55,3.55,7098300000.0,7098300000.0,7098300000.0,7098300000.0,7098300000.0,2448800000.0,9547100000.0,-655700000.0,1006800000.0,318200000.0,28100000.0,28100000.0,10384000000.0,10384000000.0,445319801285.89197
2025-06-30,0.0,0.264806,6302300000.0,29400000.0,9483300000.0,19763100000.0,29246400000.0,6302300000.0,6302300000.0,2000730159.0,2000730159.0,3.15,3.15,6302300000.0,6302300000.0,6302300000.0,6302300000.0,6302300000.0,2270000000.0,8572300000.0,-1112100000.0,1017200000.0,304600000.0,29400000.0,29400000.0,8560000000.0,8560000000.0,468461521144.0469
2025-03-31,0.0,0.286711,7277400000.0,35100000.0,9951700000.0,18578000000.0,28529700000.0,7277400000.0,7277400000.0,,,,,7277400000.0,7277400000.0,7277400000.0,7277400000.0,7277400000.0,2925200000.0,10202600000.0,95200000.0,1148400000.0,-302900000.0,35100000.0,35100000.0,9927600000.0,9927600000.0,
2024-12-31,0.0,0.211053,7350300000.0,26300000.0,9830500000.0,17624900000.0,27455400000.0,7350300000.0,7350300000.0,2002806540.0,2002806540.0,3.67,3.67,7350300000.0,7350300000.0,7350300000.0,7350300000.0,7350300000.0,1966300000.0,9316600000.0,-200000.0,924900000.0,296500000.0,26300000.0,26300000.0,10073100000.0,10073100000.0,456246762101.89453
2024-09-30,0.0,0.311408,6886200000.0,25400000.0,7972900000.0,16620200000.0,24593100000.0,6886200000.0,6886200000.0,2001802326.0,2001802326.0,3.44,3.44,6886200000.0,6886200000.0,6886200000.0,6886200000.0,6886200000.0,3114200000.0,10000400000.0,369900000.0,972300000.0,289300000.0,25400000.0,25400000.0,8641200000.0,8641200000.0,469793126715.4945
2024-06-30,,,,,,,,,,1999103943.0,1999103943.0,2.79,2.79,,,,,,,,,,,,,,,539916806933.5988
