,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
2025-09-30,0.0,0.242621,15837500000.0,7237100000.0,3888300000.0,57054000000.0,15837500000.0,11949200000.0,-2158200000.0,2158200000.0,7237100000.0,7237100000.0,67589900000.0,503976323.0,503976323.0,14.36,14.36,7237100000.0,7237100000.0,0.0,7237100000.0,-178400000.0,7415500000.0,7415500000.0,2375500000.0,9791000000.0,779100000.0,-2158200000.0,2158200000.0,11170100000.0,10535900000.0,4903500000.0,3888300000.0,3888300000.0,21706000000.0,57054000000.0,78760000000.0,78760000000.0,614296752408.8094
2025-06-30,0.0,0.247387,15877300000.0,7314400000.0,3902700000.0,57331100000.0,15877300000.0,11974600000.0,-2121200000.0,2121200000.0,7314400000.0,7314400000.0,68135800000.0,503746556.0,503746556.0,14.52,14.52,7314400000.0,7314400000.0,0.0,7314400000.0,-101400000.0,7415800000.0,7415800000.0,2437600000.0,9853400000.0,1046700000.0,-2121200000.0,2121200000.0,10927900000.0,10804700000.0,5049000000.0,3902700000.0,3902700000.0,21732600000.0,57331100000.0,79063700000.0,79063700000.0,739298433287.1001
2025-03-31,0.0,0.3,12166200000.0,10595700000.0,3891300000.0,57662000000.0,12166200000.0,8274900000.0,-997600000.0,2081400000.0,10595700000.0,10595700000.0,53528300000.0,,,,,10595700000.0,10595700000.0,0.0,10595700000.0,-176500000.0,10772200000.0,10772200000.0,-4578700000.0,6193500000.0,-2420100000.0,-997600000.0,2081400000.0,7792400000.0,-4133700000.0,-7241500000.0,3891300000.0,3510500000.0,3658700000.0,57662000000.0,61320700000.0,61320700000.0,
2024-12-31,0.0,0.223162,12835000000.0,4756600000.0,3775200000.0,48313900000.0,12835000000.0,9059800000.0,-2760800000.0,2760800000.0,4756600000.0,4756600000.0,57652700000.0,487356557.0,487356557.0,9.76,9.76,4756600000.0,4756600000.0,0.0,4756600000.0,-136700000.0,4893300000.0,4893300000.0,1405700000.0,6299000000.0,1718700000.0,-2760800000.0,2760800000.0,7341100000.0,9338800000.0,3904300000.0,3775200000.0,3775200000.0,16679900000.0,48313900000.0,64993800000.0,64993800000.0,713742066065.6769
2024-09-30,0.0,0.280188,13320100000.0,4810300000.0,3709900000.0,53673100000.0,13320100000.0,9610200000.0,-2723400000.0,2723400000.0,4810300000.0,4810300000.0,63394900000.0,480549451.0,480549451.0,10.01,10.01,4810300000.0,4810300000.0,0.0,4810300000.0,-146900000.0,4957200000.0,4957200000.0,1929600000.0,6886800000.0,1247000000.0,-2723400000.0,2723400000.0,8363200000.0,9721800000.0,4108800000.0,3709900000.0,3709900000.0,18085000000.0,53673100000.0,71758100000.0,71758100000.0,889454915331.0515
2024-06-30,,,,,,,,,,,,,,480593178.0,480593178.0,20.23,20.23,,,,,,,,,,,,,,,,,,,,,,709734044788.6025
