,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
2025-09-30,210880.538418,0.000561,47870000000.0,376000000.0,376000000.0,-55242000000.0,55675000000.0,44589000000.0,48246000000.0,-7429000000.0,-47844000000.0,47844000000.0,-55617789119.46158,-55242000000.0,120520000000.0,108317647059.0,108317647059.0,-0.51,-0.51,-55242000000.0,-55242000000.0,0.0,-55242000000.0,-55242000000.0,-55242000000.0,-31000000.0,-55273000000.0,1019000000.0,376000000.0,-47844000000.0,47844000000.0,-8824000000.0,75931000000.0,2661000000.0,55675000000.0,55675000000.0,11774000000.0,11774000000.0,67107000000.0,44589000000.0,111696000000.0,111696000000.0,880622482985.641
2025-06-30,0.0,0.000454,47538000000.0,0.0,0.0,-66081000000.0,54721000000.0,44106000000.0,47538000000.0,-7183000000.0,-58928000000.0,58928000000.0,-66081000000.0,-66081000000.0,118680000000.0,104890476190.0,104890476190.0,-0.63,-0.63,-66081000000.0,-66081000000.0,0.0,-66081000000.0,-66081000000.0,-66081000000.0,-30000000.0,-66111000000.0,1417000000.0,0.0,-58928000000.0,58928000000.0,-8600000000.0,74574000000.0,2688000000.0,54721000000.0,54721000000.0,11875000000.0,11875000000.0,65974000000.0,44106000000.0,110080000000.0,110080000000.0,779336220086.0564
2025-03-31,0.0,0.0,47018000000.0,-544000000.0,-544000000.0,-71661000000.0,55713000000.0,44512000000.0,46474000000.0,-9239000000.0,-54149000000.0,62422000000.0,-71117000000.0,-71661000000.0,117867000000.0,,,,,-71661000000.0,-71661000000.0,0.0,-71661000000.0,-71661000000.0,-71661000000.0,0.0,-71661000000.0,-7760000000.0,-749000000.0,-54149000000.0,62422000000.0,-8367000000.0,73355000000.0,-223000000.0,55713000000.0,-30082000000.0,12993000000.0,12064000000.0,64988000000.0,44512000000.0,109500000000.0,109500000000.0,
2024-12-31,0.0,0.3,49619000000.0,0.0,0.0,-66093000000.0,56288000000.0,44888000000.0,49619000000.0,-6669000000.0,-59399000000.0,59399000000.0,-66093000000.0,-66093000000.0,120169000000.0,69571578947.0,69571578947.0,-0.95,-0.95,-66093000000.0,-66093000000.0,0.0,-66093000000.0,-66093000000.0,-66093000000.0,25000000.0,-66068000000.0,2495000000.0,0.0,-59399000000.0,59399000000.0,-9164000000.0,75281000000.0,2468000000.0,56288000000.0,56288000000.0,11200000000.0,11200000000.0,66117000000.0,44888000000.0,111005000000.0,111005000000.0,552398340820.0977
2024-09-30,0.0,0.3,48495000000.0,0.0,0.0,-71759000000.0,54040000000.0,44232000000.0,48495000000.0,-5545000000.0,-66136000000.0,66136000000.0,-71759000000.0,-71759000000.0,117724000000.0,69668932039.0,69668932039.0,-1.03,-1.03,-71759000000.0,-71759000000.0,0.0,-71759000000.0,-71759000000.0,-71759000000.0,78000000.0,-71681000000.0,3000000000.0,0.0,-66136000000.0,66136000000.0,-8542000000.0,73492000000.0,2433000000.0,54040000000.0,54040000000.0,11305000000.0,11305000000.0,64950000000.0,44232000000.0,109182000000.0,109182000000.0,721770112005.1104
2024-06-30,,,,,,,,,,,,,,,,63059803922.0,63059803922.0,-1.02,-1.02,,,,,,,,,,,,,,,,,,,,,,,,1128139853675.9302
