,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Rent Expense Supplemental,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Impairment Of Capital Assets,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Amortization,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Rent And Landing Fees,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
2025-09-30,,,,,,,,,,,,,,,,,,2379269835.0,2379269835.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1006312205757.0713
2025-06-30,0.0,0.0,-8680000000.0,0.0,0.0,-11970000000.0,2880000000.0,20640000000.0,-8680000000.0,-11560000000.0,-410000000.0,410000000.0,,-11970000000.0,-11970000000.0,62030000000.0,,2375000000.0,2375000000.0,-504.0,-5.04,-11970000000.0,-11970000000.0,0.0,-11970000000.0,-11970000000.0,-11970000000.0,0.0,-11970000000.0,870000000.0,0.0,,,0.0,-410000000.0,410000000.0,,-12420000000.0,41390000000.0,21290000000.0,2880000000.0,,2880000000.0,10360000000.0,10360000000.0,,,28970000000.0,20640000000.0,49610000000.0,49610000000.0,950949985504.1504
2025-03-31,0.0,0.0,-8657210000.0,224220000.0,224220000.0,-10811820000.0,2057300000.0,22908470000.0,-8432990000.0,-10490290000.0,1884970000.0,321530000.0,,-11036040000.0,-10811820000.0,53918730000.0,,,,,,-10811820000.0,-10811820000.0,0.0,-10811820000.0,-10811820000.0,-10811820000.0,0.0,-10811820000.0,-2663570000.0,224220000.0,-224220000.0,,0.0,1884970000.0,321530000.0,,-11624850000.0,31010260000.0,12128010000.0,2057300000.0,,1504390000.0,11122870000.0,9777270000.0,,,19385410000.0,22908470000.0,42293880000.0,42293880000.0,
2024-12-31,0.0,0.0,-6230190000.0,34890000.0,34890000.0,-7990800000.0,1539950000.0,15649820000.0,-6195300000.0,-7735250000.0,-255550000.0,255550000.0,,-8025690000.0,-7990800000.0,48727210000.0,,2296206897.0,2296206897.0,-3.48,-3.48,-7990800000.0,-7990800000.0,0.0,-7990800000.0,-7990800000.0,-7990800000.0,0.0,-7990800000.0,1027670000.0,34890000.0,-54830000.0,,19940000.0,-255550000.0,255550000.0,,-8796520000.0,33077390000.0,17454860000.0,1539950000.0,,1539950000.0,7514850000.0,7514850000.0,,,24280870000.0,15649820000.0,39930690000.0,39930690000.0,1242018366647.0386
2024-09-30,0.0,0.0,-4686720000.0,-30000000.0,-30000000.0,-6260000000.0,1313280000.0,13880000000.0,-4716720000.0,-6030000000.0,-230000000.0,230000000.0,,-6230000000.0,-6260000000.0,42860000000.0,,2238473799.0,2238473799.0,-2.796548,-2.796548,-6260000000.0,-6260000000.0,0.0,-6260000000.0,-6260000000.0,-6260000000.0,0.0,-6260000000.0,850000000.0,-30000000.0,,,30000000.0,-230000000.0,230000000.0,,-6850000000.0,28980000000.0,16230000000.0,1310000000.0,,1310000000.0,5370000000.0,5370000000.0,,,22130000000.0,13880000000.0,36010000000.0,36010000000.0,
2024-06-30,0.0,0.0,-4560000000.0,-130000000.0,-130000000.0,-6110000000.0,1216720000.0,11950000000.0,-4690000000.0,-5910000000.0,-200000000.0,200000000.0,253800000.0,-5980000000.0,-6110000000.0,38880000000.0,82520000.0,2238473799.0,2238473799.0,-2.729538,-2.729538,-6110000000.0,-6110000000.0,0.0,-6110000000.0,-6110000000.0,-6110000000.0,0.0,-6110000000.0,880000000.0,-130000000.0,80000000.0,0.0,50000000.0,-200000000.0,200000000.0,253800000.0,-6660000000.0,26930000000.0,15370000000.0,1220000000.0,145390000.0,1220000000.0,4450000000.0,4450000000.0,327100000.0,82520000.0,20270000000.0,11950000000.0,32220000000.0,32220000000.0,
