,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Impairment Of Capital Assets,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
2025-09-30,-1043037611.76502,0.270736,29293900000.0,-3852600000.0,-3852600000.0,7557700000.0,2681000000.0,73527200000.0,25441300000.0,22760300000.0,-11520200000.0,11520200000.0,10367262388.23498,7557700000.0,100000900000.0,5858682171.0,5858682171.0,1.29,1.29,7557700000.0,7557700000.0,0.0,7557700000.0,-639300000.0,8197000000.0,8197000000.0,3043100000.0,11240100000.0,1348900000.0,-3852600000.0,400000000.0,3452600000.0,0.0,0.0,-11520200000.0,11520200000.0,25183600000.0,26473700000.0,12673000000.0,2681000000.0,2681000000.0,51657300000.0,73527200000.0,125184500000.0,125184500000.0,830227632039.1438
2025-06-30,-837121984.272108,0.262158,25958600000.0,-3193200000.0,-3193200000.0,6110700000.0,2732300000.0,67955000000.0,22765400000.0,20033100000.0,-11119000000.0,11119000000.0,8466778015.727892,6110700000.0,94375000000.0,5873054552.0,5873054552.0,0.52,0.52,6110700000.0,6110700000.0,0.0,6110700000.0,-466500000.0,6577200000.0,6577200000.0,2336900000.0,8914100000.0,986600000.0,-3193200000.0,,3193200000.0,0.0,0.0,-11119000000.0,11119000000.0,22192300000.0,26420000000.0,12971200000.0,2732300000.0,2732300000.0,48612300000.0,67955000000.0,116567300000.0,116567300000.0,731840748807.2944
2025-03-31,-500616300.336916,0.231189,32297400000.0,-2165400000.0,-2165400000.0,11300900000.0,3398000000.0,91087400000.0,30132000000.0,26734000000.0,-9582700000.0,10528200000.0,12965683699.663084,11300900000.0,118070200000.0,,,,,11300900000.0,11300900000.0,0.0,11300900000.0,-1158300000.0,12459200000.0,12459200000.0,3746600000.0,16205800000.0,-460800000.0,-2671400000.0,-321700000.0,1799000000.0,104500000.0,,-9582700000.0,10528200000.0,28299300000.0,26982800000.0,3102700000.0,3398000000.0,819300000.0,55282100000.0,91087400000.0,146369500000.0,146369500000.0,
2024-12-31,-435424682.264204,0.276057,25689300000.0,-1577300000.0,-1577300000.0,7619200000.0,2677000000.0,73111900000.0,24112000000.0,21435000000.0,-10112700000.0,10112700000.0,8761075317.735796,7619200000.0,97174400000.0,5883552124.0,5883552124.0,1.295,1.295,7619200000.0,7619200000.0,0.0,7619200000.0,-577500000.0,8196700000.0,8196700000.0,3125600000.0,11322300000.0,649400000.0,-1577300000.0,,1577300000.0,0.0,,-10112700000.0,10112700000.0,22287100000.0,24062500000.0,11498400000.0,2677000000.0,2677000000.0,46349600000.0,73111900000.0,119461500000.0,119461500000.0,633097760760.217
2024-09-30,-132572201.918261,0.288954,23302700000.0,-458800000.0,-458800000.0,7056400000.0,2440300000.0,67669000000.0,22843900000.0,20403600000.0,-9623000000.0,9623000000.0,7382627798.081739,7056400000.0,91443100000.0,5880333333.0,5880333333.0,1.2,1.2,7056400000.0,7056400000.0,0.0,7056400000.0,-609100000.0,7665500000.0,7665500000.0,3115100000.0,10780600000.0,1142600000.0,-458800000.0,-1205300000.0,1632600000.0,31500000.0,0.0,-9623000000.0,9623000000.0,19606400000.0,23774100000.0,11335100000.0,2440300000.0,2440300000.0,43380500000.0,67669000000.0,111049500000.0,111049500000.0,669374684334.004
2024-06-30,,,,,,,,,,,,,,,,5872854552.0,5872854552.0,0.435,0.435,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,686954659484.0854
