,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
2025-06-30,0.0,0.177376,9298200000.0,4383200000.0,2186800000.0,10535900000.0,9298200000.0,7111400000.0,-1706500000.0,1706500000.0,4383200000.0,4383200000.0,29422600000.0,413509434.0,412730697.0,10.6,10.62,4383200000.0,4383200000.0,0.0,4383200000.0,-63000000.0,4446200000.0,0.0,4446200000.0,958700000.0,5404900000.0,798800000.0,-1706500000.0,1706500000.0,6280900000.0,18886700000.0,8865800000.0,2186800000.0,2186800000.0,25167600000.0,10535900000.0,35703500000.0,35703500000.0,957075429400.7395
2025-03-31,0.0,0.163208,8995700000.0,4162400000.0,2155600000.0,9465400000.0,8995700000.0,6840100000.0,-1251000000.0,1819500000.0,4162400000.0,4207700000.0,24476200000.0,,,,,4207700000.0,4207700000.0,0.0,4207700000.0,-38800000.0,4246500000.0,,4201200000.0,819400000.0,5020600000.0,-2677400000.0,-1251000000.0,1819500000.0,5598900000.0,15010800000.0,-8579900000.0,2155600000.0,-1467300000.0,20609700000.0,9465400000.0,30075100000.0,30075100000.0,
2024-12-31,0.0,0.226831,9105600000.0,3802300000.0,1923000000.0,9352200000.0,9105600000.0,7182600000.0,-2209300000.0,2209300000.0,3802300000.0,3802300000.0,25925000000.0,402786017.0,402359788.0,9.44,9.45,3802300000.0,3802300000.0,0.0,3802300000.0,-42900000.0,3845200000.0,,3845200000.0,1128100000.0,4973300000.0,773200000.0,-2209300000.0,2209300000.0,6375000000.0,16572800000.0,7552700000.0,1923000000.0,1923000000.0,22947800000.0,9352200000.0,32300000000.0,32300000000.0,1158500411773.5771
2024-09-30,0.0,0.223183,9588200000.0,6558400000.0,1004900000.0,8727200000.0,9588200000.0,8583300000.0,-71000000.0,71000000.0,6558400000.0,6534700000.0,23147300000.0,401394349.0,400656039.0,16.28,16.31,6534700000.0,6534700000.0,0.0,6534700000.0,-54100000.0,6588800000.0,,6612500000.0,1899800000.0,8512300000.0,1090600000.0,-71000000.0,71000000.0,7467000000.0,14420100000.0,6994000000.0,1004900000.0,1004900000.0,21887100000.0,8727200000.0,30614300000.0,30614300000.0,1009535740764.6584
2024-06-30,0.0,0.185774,7748700000.0,5319000000.0,1026900000.0,8094300000.0,7748700000.0,6721800000.0,-108400000.0,108400000.0,5319000000.0,5364900000.0,22989800000.0,401264024.0,400664675.0,13.37,13.39,5364900000.0,5364900000.0,0.0,5364900000.0,-65800000.0,5430700000.0,45900000.0,5384800000.0,1228600000.0,6613400000.0,994000000.0,-108400000.0,108400000.0,5688700000.0,14895500000.0,7571600000.0,1026900000.0,1026900000.0,20584200000.0,8094300000.0,28678500000.0,28678500000.0,852759004178.7231
