,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
2025-06-30,0.0,0.25564,6481100000.0,0.0,0.0,3341500000.0,1489300000.0,28627000000.0,6481100000.0,4991800000.0,-337600000.0,337600000.0,3341500000.0,3341500000.0,43209000000.0,991543027.0,988609467.0,3.37,3.38,3341500000.0,3341500000.0,0.0,3341500000.0,24000000.0,3317500000.0,3317500000.0,1189800000.0,4654200000.0,411700000.0,0.0,,-337600000.0,337600000.0,4580100000.0,14582000000.0,9236300000.0,1489300000.0,1489300000.0,19162100000.0,28627000000.0,47789100000.0,47789100000.0,1086382967422.2733
2025-03-31,162310539.928261,0.231508,6527700000.0,701100000.0,701100000.0,3448500000.0,1530900000.0,29404100000.0,7228800000.0,5697900000.0,987300000.0,400900000.0,2909710539.928261,3448500000.0,40293200000.0,,,,,3448500000.0,3448500000.0,0.0,3448500000.0,-38700000.0,3487200000.0,3487200000.0,1226300000.0,5297000000.0,-1136700000.0,453200000.0,,987300000.0,400900000.0,4690100000.0,10889100000.0,-15512800000.0,1530900000.0,-1855500000.0,15579200000.0,29404100000.0,44983300000.0,44983300000.0,
2024-12-31,-15660159.729306,0.254223,6163300000.0,-61600000.0,-61600000.0,2788800000.0,1503200000.0,26184400000.0,6101700000.0,4598500000.0,-579200000.0,579200000.0,2834739840.270694,2788800000.0,40291500000.0,988936170.0,988936170.0,2.82,2.82,2788800000.0,2788800000.0,0.0,2788800000.0,-30400000.0,2819200000.0,2819200000.0,1021800000.0,4019300000.0,516000000.0,-61600000.0,,-579200000.0,579200000.0,4144100000.0,14107100000.0,8824400000.0,1503200000.0,1503200000.0,18251200000.0,26184400000.0,44435600000.0,44435600000.0,897925009260.7709
2024-09-30,-25817213.589543,0.095021,6722600000.0,-271700000.0,-271700000.0,3644200000.0,1493300000.0,23768800000.0,6450900000.0,4957600000.0,-986900000.0,986900000.0,3890082786.410457,3644200000.0,37374900000.0,974385027.0,974385027.0,3.74,3.74,3644200000.0,3644200000.0,0.0,3644200000.0,-27900000.0,3672100000.0,3672100000.0,377300000.0,3970700000.0,459700000.0,-271700000.0,,-986900000.0,986900000.0,4769600000.0,13606100000.0,8477400000.0,1493300000.0,1493300000.0,18375700000.0,23768800000.0,42144500000.0,42144500000.0,1157709884331.4795
2024-06-30,-50751367.645417,0.298537,7064500000.0,-170000000.0,-170000000.0,2903200000.0,1480000000.0,23974300000.0,6894500000.0,5414500000.0,-936000000.0,936000000.0,3022448632.354583,2903200000.0,38326900000.0,961324503.0,961324503.0,3.02,3.02,2903200000.0,2903200000.0,0.0,2903200000.0,10700000.0,2892500000.0,2892500000.0,1337000000.0,4478500000.0,391700000.0,-170000000.0,170000000.0,-936000000.0,936000000.0,5193800000.0,14352600000.0,9422700000.0,1480000000.0,1480000000.0,19546400000.0,23974300000.0,43520700000.0,43520700000.0,1047243936598.2675
