,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
2025-09-30,0.0,0.247645,12340000000.0,0.0,0.0,5256400000.0,4451100000.0,46552600000.0,12340000000.0,7888900000.0,-902300000.0,902300000.0,5256400000.0,5256400000.0,66979300000.0,4241153.0,4241153.0,1239.38,1239.38,5256400000.0,5256400000.0,0.0,5256400000.0,5256400000.0,5256400000.0,1730200000.0,6986600000.0,1081000000.0,0.0,-902300000.0,902300000.0,6807900000.0,20426700000.0,11032500000.0,4451100000.0,4451100000.0,27234600000.0,46552600000.0,73787200000.0,73787200000.0,618432737145.125
2025-06-30,0.0,0.253565,11976700000.0,,,5004700000.0,4287800000.0,49880500000.0,11976700000.0,7688900000.0,-984100000.0,984100000.0,5004700000.0,5004700000.0,70332300000.0,4241127.0,4241127.0,1180.04,1180.04,5004700000.0,5004700000.0,0.0,5004700000.0,5004700000.0,5004700000.0,1700100000.0,6704800000.0,1264300000.0,,-984100000.0,984100000.0,6424600000.0,20451800000.0,11387300000.0,4287800000.0,4287800000.0,26876400000.0,49880500000.0,76756900000.0,76756900000.0,602836508751.9844
2025-03-31,508348644.680883,0.224933,9592000000.0,2260000000.0,2260000000.0,5121100000.0,4327400000.0,50034900000.0,11852000000.0,7524600000.0,63900000.0,917300000.0,3369448644.680883,5121100000.0,61610300000.0,,,,,5121100000.0,5121100000.0,0.0,5121100000.0,5121100000.0,5121100000.0,1486200000.0,6607300000.0,-2812100000.0,-32700000.0,63900000.0,917300000.0,7355900000.0,11575400000.0,-8371600000.0,4327400000.0,4225500000.0,18931300000.0,50034900000.0,68966200000.0,68966200000.0,
2024-12-31,0.0,0.256306,9328200000.0,0.0,0.0,3154600000.0,4149900000.0,46346600000.0,9328200000.0,5178300000.0,-936500000.0,936500000.0,3154600000.0,3154600000.0,65810700000.0,4241194.0,4241194.0,743.8,743.8,3154600000.0,3154600000.0,0.0,3154600000.0,3154600000.0,3154600000.0,1087200000.0,4241800000.0,980800000.0,0.0,-936500000.0,936500000.0,4197500000.0,19464100000.0,10621500000.0,4149900000.0,4149900000.0,23661600000.0,46346600000.0,70008200000.0,70008200000.0,553178867151.3438
2024-09-30,0.0,0.254254,11246900000.0,0.0,0.0,4707000000.0,4097300000.0,43214500000.0,11246900000.0,7149600000.0,-837800000.0,837800000.0,4707000000.0,4707000000.0,62793400000.0,4241114.0,4241114.0,1109.85,1109.85,4707000000.0,4707000000.0,0.0,4707000000.0,4707000000.0,4707000000.0,1604800000.0,6311800000.0,1132100000.0,0.0,-837800000.0,837800000.0,6017500000.0,19578900000.0,10704100000.0,4097300000.0,4097300000.0,25596400000.0,43214500000.0,68810900000.0,68810900000.0,586516378402.0
2024-06-30,,,,0.0,0.0,,,,,,,,,,,4241150.0,4241150.0,1346.38,1346.38,,,,,,,,,,0.0,,,,,,,,,,,,547406290787.5
