,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
2025-06-30,0.0,0.26473,2251812000.0,1443677000.0,242721000.0,5956854000.0,2251812000.0,2009091000.0,-45625000.0,45625000.0,1443677000.0,1443677000.0,7296597000.0,62281148.0,62281148.0,23.18,23.18,1443677000.0,1443677000.0,0.0,1443677000.0,1443677000.0,1443677000.0,519789000.0,1963466000.0,384729000.0,-45625000.0,45625000.0,1624362000.0,1339743000.0,1097022000.0,242721000.0,242721000.0,2964105000.0,5956854000.0,8920959000.0,8920959000.0,392994043880.0
2025-03-31,0.0,0.221406,2507277000.0,1724185000.0,246880000.0,4746238000.0,2507277000.0,2260397000.0,1267809000.0,45912000.0,1724185000.0,1724185000.0,6927728000.0,,,,,1724185000.0,1724185000.0,0.0,1724185000.0,1724185000.0,1724185000.0,490300000.0,2214485000.0,-1299188000.0,1267809000.0,45912000.0,2155628000.0,2181490000.0,-1405232000.0,246880000.0,246880000.0,4337118000.0,4746238000.0,9083356000.0,9083356000.0,
2024-12-31,0.0,0.222172,2864663000.0,1990064000.0,259672000.0,5712720000.0,2864663000.0,2604991000.0,-46503000.0,46503000.0,1990064000.0,1990064000.0,7185257000.0,62306324.0,62286823.0,31.94,31.95,1990064000.0,1990064000.0,0.0,1990064000.0,1990064000.0,1990064000.0,568424000.0,2558488000.0,398536000.0,-46503000.0,46503000.0,2206455000.0,1472537000.0,1212865000.0,259672000.0,259672000.0,3678992000.0,5712720000.0,9391712000.0,9391712000.0,418600175472.86523
2024-09-30,0.0,0.231923,3307110000.0,2294320000.0,271546000.0,5742627000.0,3307110000.0,3035564000.0,-48467000.0,48467000.0,2294320000.0,2294320000.0,7158336000.0,62294868.0,62277959.0,36.83,36.84,2294320000.0,2294320000.0,0.0,2294320000.0,2294320000.0,2294320000.0,692777000.0,2987097000.0,643037000.0,-48467000.0,48467000.0,2392527000.0,1415709000.0,1144163000.0,271546000.0,271546000.0,3808236000.0,5742627000.0,9550863000.0,9550863000.0,475681970121.3281
2024-06-30,0.0,0.270673,2843512000.0,1840799000.0,270610000.0,5489276000.0,2843512000.0,2572902000.0,-48932000.0,48932000.0,1840799000.0,1840799000.0,7012482000.0,62294382.0,62273309.0,29.55,29.56,1840799000.0,1840799000.0,0.0,1840799000.0,1840799000.0,1840799000.0,683171000.0,2523970000.0,320832000.0,-48932000.0,48932000.0,2252070000.0,1523206000.0,1252596000.0,270610000.0,270610000.0,3775276000.0,5489276000.0,9264552000.0,9264552000.0,431123378598.8247
