,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Amortization,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
2025-06-30,0.0,0.256644,12082000000.0,0.0,0.0,3916000000.0,5273000000.0,8963000000.0,12082000000.0,6809000000.0,-1541000000.0,1541000000.0,3916000000.0,3916000000.0,16296000000.0,500127714.0,500127714.0,7.83,7.83,3916000000.0,3916000000.0,0.0,3916000000.0,3916000000.0,3916000000.0,1352000000.0,5268000000.0,475000000.0,0.0,,-1541000000.0,1541000000.0,6334000000.0,7333000000.0,843000000.0,5273000000.0,1269000000.0,4004000000.0,1007000000.0,1007000000.0,13667000000.0,8963000000.0,22630000000.0,22630000000.0,971248447943.2244
2025-03-31,96548713.951676,0.087295,10205000000.0,1106000000.0,1106000000.0,4684000000.0,5312000000.0,9317000000.0,11311000000.0,5999000000.0,-1662000000.0,867000000.0,3674548713.951676,4684000000.0,16012000000.0,,,,,4684000000.0,4684000000.0,0.0,4684000000.0,4684000000.0,4684000000.0,448000000.0,5132000000.0,-1187000000.0,960000000.0,,-1662000000.0,867000000.0,6878000000.0,6695000000.0,904000000.0,5312000000.0,,644000000.0,1520000000.0,862000000.0,13573000000.0,9317000000.0,22890000000.0,22890000000.0,
2024-12-31,-329946744.002109,0.312154,11967000000.0,-1057000000.0,-1057000000.0,2609000000.0,5315000000.0,9231000000.0,10910000000.0,5595000000.0,-1802000000.0,1802000000.0,3336053255.997891,2609000000.0,16305000000.0,499808429.0,499808429.0,5.22,5.22,2609000000.0,2609000000.0,0.0,2609000000.0,2609000000.0,2609000000.0,1184000000.0,3793000000.0,450000000.0,-1057000000.0,,-1802000000.0,1802000000.0,6202000000.0,7074000000.0,434000000.0,5315000000.0,,5315000000.0,1033000000.0,1033000000.0,13276000000.0,9231000000.0,22507000000.0,22507000000.0,724181169663.7241
2024-09-30,0.0,0.254492,10510000000.0,0.0,0.0,2531000000.0,5361000000.0,8925000000.0,10510000000.0,5149000000.0,-1754000000.0,1754000000.0,2531000000.0,2531000000.0,16318000000.0,500197628.0,500197628.0,5.06,5.06,2531000000.0,2531000000.0,0.0,2531000000.0,2531000000.0,2531000000.0,864000000.0,3395000000.0,491000000.0,0.0,,-1754000000.0,1754000000.0,4658000000.0,7393000000.0,568000000.0,5361000000.0,,4188000000.0,1142000000.0,1142000000.0,12051000000.0,8925000000.0,20976000000.0,20976000000.0,718079123098.8867
2024-06-30,362005547.850208,0.113731,9157000000.0,3183000000.0,3183000000.0,5112000000.0,4957000000.0,8617000000.0,12340000000.0,7383000000.0,-1615000000.0,1615000000.0,2291005547.850208,5112000000.0,15305000000.0,500195695.0,500195695.0,10.22,10.22,5112000000.0,5112000000.0,0.0,5112000000.0,5112000000.0,5112000000.0,656000000.0,5768000000.0,399000000.0,3183000000.0,-3183000000.0,-1615000000.0,1615000000.0,3801000000.0,6688000000.0,398000000.0,4957000000.0,1059000000.0,3898000000.0,1036000000.0,1036000000.0,10489000000.0,8617000000.0,19106000000.0,19106000000.0,553611673866.9891
