,Tax Effect Of Unusual Items,Tax Rate For Calcs,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Continuous Operations,Tax Provision,Pretax Income,Special Income Charges,Operating Expense,Other Operating Expenses,Total Revenue,Operating Revenue,Market Cap
2025-06-30,0.0,0.254434,0.0,0.0,8086500000.0,23697000000.0,52349200000.0,76046200000.0,8086500000.0,8086500000.0,31101923077.0,31101923077.0,0.26,0.26,8086500000.0,8086500000.0,8086500000.0,-500000.0,8087000000.0,0.0,8087000000.0,2759800000.0,10846800000.0,0.0,28255600000.0,17690500000.0,41942500000.0,41942500000.0,632613120131.9568
2025-03-31,-39671632.860408,0.259648,-152790000.0,-152790000.0,7445326000.0,22712495000.0,53519452000.0,76231947000.0,7558444367.139592,7445326000.0,,,,,7445326000.0,7445326000.0,7445326000.0,-480170.0,7445806000.0,0.0,7445806000.0,2611310000.0,10057112000.0,-152790000.0,28857362000.0,2532929000.0,58386014000.0,58386014000.0,
2024-12-31,0.0,0.253956,0.0,0.0,6193800000.0,22158700000.0,56171300000.0,78330000000.0,6193800000.0,6193800000.0,30969000000.0,30969000000.0,0.2,0.2,6193800000.0,6193800000.0,6193800000.0,-600000.0,6194400000.0,0.0,6194400000.0,2108600000.0,8303000000.0,0.0,27097800000.0,16722200000.0,37989200000.0,37989200000.0,606682714725.4944
2024-09-30,0.0,0.18758,0.0,0.0,5665900000.0,21935800000.0,55436200000.0,77372000000.0,5665900000.0,5665900000.0,31477222222.0,31477222222.0,0.18,0.18,5665900000.0,5665900000.0,5665900000.0,,5665900000.0,0.0,5665900000.0,1308200000.0,6974100000.0,0.0,26871300000.0,16463200000.0,36818300000.0,36818300000.0,707607941141.4312
2024-06-30,0.0,0.252737,0.0,0.0,5160000000.0,22397400000.0,54856700000.0,77254100000.0,5160000000.0,5160000000.0,30352941176.0,30352941176.0,0.17,0.17,5160000000.0,5160000000.0,5160000000.0,,5160000000.0,0.0,5160000000.0,1745200000.0,6905200000.0,0.0,26084000000.0,15982000000.0,35106000000.0,35106000000.0,719061192669.6594
