,Tax Effect Of Unusual Items,Tax Rate For Calcs,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Gain On Sale Of Security,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Total Revenue,Operating Revenue,Market Cap
2025-06-30,0.0,0.199812,13638900000.0,249000000.0,20756700000.0,50460100000.0,71216800000.0,13638900000.0,13638900000.0,549955645.0,549955645.0,24.8,24.8,13638900000.0,13638900000.0,13638900000.0,-1100000.0,13640000000.0,13640000000.0,3406000000.0,17046000000.0,275100000.0,2922100000.0,917100000.0,249000000.0,249000000.0,21894000000.0,21894000000.0,334450268972.69196
2025-03-31,0.0,0.228325,13733800000.0,264100000.0,21744800000.0,49500200000.0,71245000000.0,13733800000.0,13733800000.0,,,,,13733800000.0,13733800000.0,13733800000.0,-2400000.0,13736200000.0,13736200000.0,4064300000.0,17800500000.0,218300000.0,3957200000.0,955600000.0,264100000.0,264100000.0,20315100000.0,20315100000.0,
2024-12-31,0.0,0.20209,14348400000.0,249200000.0,20078200000.0,49504100000.0,69582300000.0,14348400000.0,14348400000.0,549957838.0,549957838.0,26.09,26.09,14348400000.0,14348400000.0,14348400000.0,-500000.0,14348900000.0,14348900000.0,3634200000.0,17983100000.0,204200000.0,3422700000.0,997000000.0,249200000.0,249200000.0,20960800000.0,20960800000.0,323210429506.52795
2024-09-30,0.0,0.202543,13277100000.0,239400000.0,19813500000.0,48786100000.0,68599600000.0,13277100000.0,13277100000.0,550004143.0,550004143.0,24.14,24.14,13277100000.0,13277100000.0,13277100000.0,-800000.0,13277900000.0,13277900000.0,3372400000.0,16650300000.0,115800000.0,2950900000.0,886600000.0,239400000.0,239400000.0,20361300000.0,20361300000.0,358044976087.5746
2024-06-30,0.0,0.201208,13063000000.0,225000000.0,19973700000.0,47493200000.0,67466900000.0,13063000000.0,13063000000.0,550021053.0,550021053.0,23.75,23.75,13063000000.0,13063000000.0,13063000000.0,-1000000.0,13064000000.0,13064000000.0,3290700000.0,16354700000.0,273200000.0,2548100000.0,712600000.0,225000000.0,225000000.0,20311000000.0,20311000000.0,424992042446.47375
