,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
2025-06-30,0.0,0.250364,75674400000.0,0.0,0.0,52442000000.0,4229600000.0,102304800000.0,75674400000.0,71444800000.0,-164700000.0,164700000.0,52442000000.0,52442000000.0,149794200000.0,12545933014.0,12515990453.0,4.18,4.19,52442000000.0,52442000000.0,0.0,52442000000.0,-992100000.0,53434100000.0,0.0,53434100000.0,17846000000.0,71280100000.0,6822100000.0,0.0,,-164700000.0,164700000.0,63935100000.0,47489400000.0,27719900000.0,4229600000.0,4229600000.0,111424500000.0,102304800000.0,213729300000.0,213729300000.0,5212284376934.937
2025-03-31,2518894903.10293,0.245878,62336100000.0,10244500000.0,10244500000.0,50747600000.0,4110300000.0,81348200000.0,72580600000.0,68470300000.0,14778500000.0,109100000.0,43021994903.10293,197273700000.0,125954500000.0,,,,,197273700000.0,197273700000.0,0.0,197273700000.0,-805500000.0,198078800000.0,146526100000.0,51552700000.0,16808500000.0,68361200000.0,-17382200000.0,1308900000.0,,14778500000.0,109100000.0,59696000000.0,44606300000.0,-18838100000.0,4110300000.0,4110300000.0,104302300000.0,81348200000.0,185650500000.0,185650500000.0,
2024-12-31,0.0,0.264122,69618600000.0,0.0,0.0,47313600000.0,4159800000.0,79634900000.0,69618600000.0,65458800000.0,-98200000.0,98200000.0,47313600000.0,49348000000.0,126344400000.0,12524873096.0,12493164557.0,3.94,3.95,49348000000.0,49348000000.0,0.0,49348000000.0,-783800000.0,50131800000.0,2034400000.0,48097400000.0,17263200000.0,65360600000.0,5958600000.0,0.0,,-98200000.0,98200000.0,59459200000.0,46709500000.0,28742400000.0,4159800000.0,4159800000.0,106168700000.0,79634900000.0,185803600000.0,185803600000.0,5624204373440.998
2024-09-30,0.0,0.260837,71671000000.0,0.0,0.0,49175800000.0,4161800000.0,90660100000.0,71671000000.0,67509200000.0,-147300000.0,147300000.0,49175800000.0,49928700000.0,137052300000.0,12513458647.0,12513458647.0,3.99,3.99,49928700000.0,49928700000.0,0.0,49928700000.0,-615600000.0,50544300000.0,,49791400000.0,17570500000.0,67361900000.0,6108700000.0,0.0,,-147300000.0,147300000.0,61359000000.0,46392200000.0,29074000000.0,4161800000.0,4161800000.0,107751200000.0,90660100000.0,198411300000.0,198411300000.0,6035181379345.427
2024-06-30,0.0,0.253169,72313000000.0,0.0,0.0,50069200000.0,4031300000.0,72117800000.0,72313000000.0,68281700000.0,-96000000.0,96000000.0,50069200000.0,50915900000.0,115250700000.0,12510049140.0,12479387255.0,4.07,4.08,50915900000.0,50915900000.0,0.0,50915900000.0,-854000000.0,51769900000.0,846700000.0,50923200000.0,17262500000.0,68185700000.0,6827000000.0,0.0,30400000.0,-96000000.0,96000000.0,61417100000.0,43132900000.0,25036800000.0,4031300000.0,4031300000.0,104550000000.0,72117800000.0,176667800000.0,176667800000.0,4935571381345.89
