,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
2025-06-30,0.0,0.254073,119742600000.0,87433800000.0,50181500000.0,119742600000.0,119742600000.0,-2651100000.0,2651100000.0,87433800000.0,87433800000.0,216662500000.0,6161649049.0,6161649049.0,14.19,14.19,87433800000.0,87433800000.0,0.0,87433800000.0,92100000.0,87341700000.0,87341700000.0,29749800000.0,117091500000.0,16158600000.0,-2651100000.0,2651100000.0,102141800000.0,166481000000.0,106821700000.0,268622800000.0,50181500000.0,318804300000.0,318804300000.0,2286249906277.6167
2025-03-31,0.0,0.254844,128891500000.0,96040200000.0,61111900000.0,128891500000.0,128891500000.0,51137900000.0,159600000.0,96040200000.0,96040200000.0,209382700000.0,,,,,96040200000.0,96040200000.0,0.0,96040200000.0,114900000.0,95925300000.0,95925300000.0,32806600000.0,128731900000.0,-30537700000.0,51137900000.0,159600000.0,49028600000.0,148270800000.0,51218200000.0,309973600000.0,61111900000.0,314684600000.0,314684600000.0,
2024-12-31,0.0,0.279943,120179600000.0,85055700000.0,47950500000.0,120179600000.0,120179600000.0,-2255400000.0,2255400000.0,85055700000.0,85055700000.0,225552100000.0,6163456522.0,6163456522.0,13.8,13.8,85055700000.0,85055700000.0,0.0,85055700000.0,143500000.0,84912200000.0,84912200000.0,33012000000.0,117924200000.0,21432000000.0,-2255400000.0,2255400000.0,98037700000.0,177601600000.0,118717800000.0,275639300000.0,47950500000.0,323589800000.0,323589800000.0,2208811614539.0503
2024-09-30,0.0,0.230404,83615100000.0,62891000000.0,51572100000.0,83615100000.0,83615100000.0,-2081400000.0,2081400000.0,62891000000.0,62891000000.0,205519700000.0,6159745348.0,6159745348.0,10.21,10.21,62891000000.0,62891000000.0,0.0,62891000000.0,143000000.0,62748000000.0,62748000000.0,18785700000.0,81533700000.0,15050400000.0,-2081400000.0,2081400000.0,67193300000.0,153947600000.0,91515300000.0,221140900000.0,51572100000.0,272713000000.0,272713000000.0,2827374057450.1797
2024-06-30,0.0,0.226452,143560400000.0,109594700000.0,49778400000.0,143560400000.0,143560400000.0,-2088300000.0,2088300000.0,109594700000.0,109594700000.0,207840900000.0,6163931384.0,6163931384.0,17.78,17.78,109594700000.0,109594700000.0,0.0,109594700000.0,159200000.0,109435500000.0,109435500000.0,32036600000.0,141472100000.0,18846000000.0,-2088300000.0,2088300000.0,123860400000.0,158062500000.0,104422900000.0,281922900000.0,49778400000.0,331701300000.0,331701300000.0,2598096702139.485
