,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,General And Administrative Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
2025-06-30,0.0,0.234911,6662550000.0,4249360000.0,937840000.0,23057160000.0,6662550000.0,5724710000.0,-170640000.0,170640000.0,4249360000.0,4249360000.0,28157780000.0,156169055.0,154916515.0,27.21,27.43,4249360000.0,4249360000.0,0.0,4249360000.0,4249360000.0,4249360000.0,1304710000.0,5554070000.0,546620000.0,-170640000.0,170640000.0,5178090000.0,5100620000.0,4162780000.0,937840000.0,937840000.0,,,10278710000.0,23057160000.0,33335870000.0,33335870000.0,933411488432.0459
2025-03-31,0.0,0.216639,6027720000.0,3957600000.0,791020000.0,23173460000.0,6027720000.0,5236700000.0,371800000.0,184620000.0,3957600000.0,3957600000.0,28800470000.0,,,,,3957600000.0,3957600000.0,0.0,3957600000.0,3957600000.0,3957600000.0,1094480000.0,5052080000.0,-1089120000.0,371800000.0,184620000.0,3620650000.0,5627010000.0,-4821320000.0,791020000.0,-436280000.0,,,9247660000.0,23173460000.0,32421120000.0,32421120000.0,
2024-12-31,0.0,0.226224,5804740000.0,3729900000.0,821150000.0,21970690000.0,5804740000.0,4983590000.0,-163200000.0,163200000.0,3729900000.0,3729900000.0,26065590000.0,155867112.0,153620264.0,23.93,24.28,3729900000.0,3729900000.0,0.0,3729900000.0,3729900000.0,3729900000.0,1090490000.0,4820390000.0,426340000.0,-163200000.0,163200000.0,4557250000.0,4094900000.0,3273750000.0,821150000.0,821150000.0,4331320000.0,4331320000.0,8652150000.0,21970690000.0,30622840000.0,30622840000.0,986099126021.0234
2024-09-30,0.0,0.252055,5272490000.0,3249970000.0,744960000.0,21509000000.0,5272490000.0,4527530000.0,-182330000.0,182330000.0,3249970000.0,3249970000.0,24909180000.0,154908008.0,153372817.0,20.98,21.19,3249970000.0,3249970000.0,0.0,3249970000.0,3249970000.0,3249970000.0,1095230000.0,4345200000.0,465200000.0,-182330000.0,182330000.0,4062330000.0,3400180000.0,2655220000.0,744960000.0,744960000.0,4256330000.0,4256330000.0,7462510000.0,21509000000.0,28971510000.0,28971510000.0,830942469096.2637
2024-06-30,0.0,0.234999,4858530000.0,3064150000.0,711970000.0,19951860000.0,4858530000.0,4146560000.0,-141140000.0,141140000.0,3064150000.0,3064150000.0,23531540000.0,154054801.0,152521155.0,19.89,20.09,3064150000.0,3064150000.0,0.0,3064150000.0,3064150000.0,3064150000.0,941270000.0,4005420000.0,306400000.0,-141140000.0,141140000.0,3840160000.0,3579680000.0,2867710000.0,711970000.0,711970000.0,4216820000.0,4216820000.0,7419840000.0,19951860000.0,27371700000.0,27371700000.0,641638923405.0293
