,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
2025-06-30,0.0,0.234812,3975700000.0,2371700000.0,543600000.0,43803200000.0,3975700000.0,3432100000.0,-332600000.0,332600000.0,2371700000.0,2371700000.0,46851700000.0,277716628.0,277391813.0,8.54,8.55,2371700000.0,2371700000.0,0.0,2371700000.0,2371700000.0,2371700000.0,727800000.0,3099500000.0,255700000.0,-332600000.0,332600000.0,3176400000.0,3048500000.0,3244900000.0,543600000.0,543600000.0,6224900000.0,43803200000.0,50028100000.0,50028100000.0,480734199815.9198
2025-03-31,0.0,0.182923,4344600000.0,2931100000.0,576000000.0,51810200000.0,4486100000.0,3768600000.0,211500000.0,181300000.0,2931100000.0,2931100000.0,49659300000.0,,,,,2931100000.0,2931100000.0,0.0,2931100000.0,2931100000.0,2931100000.0,656200000.0,3587300000.0,-465400000.0,211500000.0,181300000.0,3584400000.0,-2150900000.0,3232000000.0,576000000.0,566900000.0,1433500000.0,51810200000.0,53243700000.0,53243700000.0,
2024-12-31,0.0,0.225384,3672300000.0,2169700000.0,503400000.0,46622700000.0,3672300000.0,3168900000.0,-367900000.0,367900000.0,2169700000.0,2169700000.0,49717800000.0,277455243.0,277455243.0,7.82,7.82,2169700000.0,2169700000.0,0.0,2169700000.0,2169700000.0,2169700000.0,631300000.0,2801000000.0,216500000.0,-367900000.0,367900000.0,2952400000.0,3095100000.0,3349700000.0,503400000.0,503400000.0,6047500000.0,46622700000.0,52670200000.0,52670200000.0,433605780284.187
2024-09-30,0.0,0.226757,1528400000.0,538100000.0,468800000.0,42419100000.0,1528400000.0,1059600000.0,-363700000.0,363700000.0,538100000.0,538100000.0,45366200000.0,277371134.0,277371134.0,1.94,1.94,538100000.0,538100000.0,0.0,538100000.0,538100000.0,538100000.0,157800000.0,695900000.0,147800000.0,-363700000.0,363700000.0,911800000.0,2947100000.0,3067900000.0,468800000.0,468800000.0,3858900000.0,42419100000.0,46278000000.0,46278000000.0,437869204899.5947
2024-06-30,0.0,0.233513,3263600000.0,1931700000.0,465000000.0,42696900000.0,3263600000.0,2798600000.0,-278400000.0,278400000.0,1931700000.0,1931700000.0,45219700000.0,277543103.0,277543103.0,6.96,6.96,1931700000.0,1931700000.0,0.0,1931700000.0,1931700000.0,1931700000.0,588500000.0,2520200000.0,247100000.0,-278400000.0,278400000.0,2551500000.0,2522800000.0,3228800000.0,465000000.0,465000000.0,5074300000.0,42696900000.0,47771200000.0,47771200000.0,428515472346.12585
