,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
2025-06-30,0.0,0.24921,8589600000.0,4323200000.0,2032400000.0,19107000000.0,8589600000.0,6557200000.0,-799000000.0,799000000.0,4323200000.0,4323200000.0,31206700000.0,296515775.0,296515775.0,14.58,14.58,4323200000.0,4323200000.0,0.0,4323200000.0,4323200000.0,4323200000.0,1435000000.0,5758200000.0,291200000.0,-799000000.0,799000000.0,6179100000.0,12099700000.0,8095100000.0,2032400000.0,2032400000.0,18278800000.0,19107000000.0,37385800000.0,37385800000.0,960075802786.7676
2025-03-31,0.0,0.256305,9630900000.0,5260600000.0,1951500000.0,23352800000.0,9630900000.0,7679400000.0,-345400000.0,605800000.0,5260600000.0,5260600000.0,33989200000.0,,,,,5260600000.0,5260600000.0,0.0,5260600000.0,5260600000.0,5260600000.0,1813000000.0,7073600000.0,-791100000.0,-345400000.0,605800000.0,8162500000.0,10636400000.0,-2519300000.0,1951500000.0,1858100000.0,18798900000.0,23352800000.0,42151700000.0,42151700000.0,
2024-12-31,0.0,0.264768,6592100000.0,2710800000.0,1942600000.0,18056100000.0,6592100000.0,4649500000.0,-962500000.0,962500000.0,2710800000.0,2710800000.0,29471600000.0,296262295.0,296262295.0,9.15,9.15,2710800000.0,2710800000.0,0.0,2710800000.0,2710800000.0,2710800000.0,976200000.0,3687000000.0,396400000.0,-962500000.0,962500000.0,4595300000.0,11415500000.0,7711600000.0,1942600000.0,1942600000.0,16010800000.0,18056100000.0,34066900000.0,34066900000.0,661342502122.3535
2024-09-30,0.0,0.289925,5713700000.0,2014200000.0,1939300000.0,18340500000.0,5713700000.0,3774400000.0,-937800000.0,937800000.0,2014200000.0,2014200000.0,29673600000.0,296642121.0,296642121.0,6.79,6.79,2014200000.0,2014200000.0,0.0,2014200000.0,2014200000.0,2014200000.0,822400000.0,2836600000.0,333300000.0,-937800000.0,937800000.0,3667000000.0,11333100000.0,7762400000.0,1939300000.0,1939300000.0,15000100000.0,18340500000.0,33340600000.0,33340600000.0,739092607581.0315
2024-06-30,0.0,0.26676,6286800000.0,2522200000.0,1881600000.0,18270600000.0,6286800000.0,4405200000.0,-965400000.0,965400000.0,2522200000.0,2522200000.0,29697300000.0,296380729.0,296380729.0,8.51,8.51,2522200000.0,2522200000.0,0.0,2522200000.0,2522200000.0,2522200000.0,917600000.0,3439800000.0,252600000.0,-965400000.0,965400000.0,4325000000.0,11426700000.0,7642100000.0,1881600000.0,1881600000.0,15751700000.0,18270600000.0,34022300000.0,34022300000.0,719155537960.5093
