,Tax Effect Of Unusual Items,Tax Rate For Calcs,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Gain On Sale Of Security,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Total Revenue,Operating Revenue,Market Cap
2025-06-30,0.0,0.257096,5559600000.0,350300000.0,16803300000.0,8128200000.0,24931500000.0,5559600000.0,5559600000.0,951986301.0,951986301.0,5.84,5.84,5559600000.0,5559600000.0,5559600000.0,5559600000.0,5559600000.0,1924000000.0,7483600000.0,,19351700000.0,17387200000.0,350300000.0,350300000.0,40350800000.0,40350800000.0,907338120241.247
2025-03-31,0.0,0.256529,5343100000.0,-16800000.0,16199200000.0,7952500000.0,24151700000.0,5343100000.0,5343100000.0,,,,,5343100000.0,5343100000.0,5343100000.0,5343100000.0,5343100000.0,1843600000.0,7186700000.0,,18768600000.0,-15649000000.0,-16800000.0,-588300000.0,32842600000.0,32842600000.0,
2024-12-31,0.0,0.259645,3832300000.0,487600000.0,15704600000.0,8286400000.0,23991000000.0,3832300000.0,3832300000.0,950942928.0,950942928.0,4.03,4.03,3832300000.0,3832300000.0,3832300000.0,3832300000.0,3832300000.0,1344000000.0,5176300000.0,,19635600000.0,17625200000.0,487600000.0,487600000.0,37943300000.0,37943300000.0,629402912750.0918
2024-09-30,0.0,0.258231,4044200000.0,503500000.0,15020600000.0,7876800000.0,22897400000.0,4044200000.0,4044200000.0,951576471.0,951576471.0,4.25,4.25,4044200000.0,4044200000.0,4044200000.0,4044200000.0,4044200000.0,1407900000.0,5452100000.0,-1300000.0,18630500000.0,16639300000.0,503500000.0,503500000.0,36203000000.0,36203000000.0,734041582750.9973
2024-06-30,0.0,0.256166,5944500000.0,493700000.0,14764700000.0,7668300000.0,22433000000.0,5944500000.0,5944500000.0,951120000.0,951120000.0,6.25,6.25,5944500000.0,5944500000.0,5944500000.0,5944500000.0,5944500000.0,2047200000.0,7991700000.0,1300000.0,16692200000.0,14857200000.0,493700000.0,493700000.0,35690200000.0,35690200000.0,687128528364.2578
