,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
2025-09-30,,,,,,189210000000.0,,,,,,,219650000000.0,,,,,,,,,,,,,,-40600000000.0,,,99770000000.0,,,,,130210000000.0,189210000000.0,,,
2025-06-30,0.0,0.259202,64910000000.0,38430000000.0,10930000000.0,181060000000.0,64910000000.0,53980000000.0,-2090000000.0,2090000000.0,38430000000.0,38430000000.0,212690000000.0,2712067749.0,2710155148.0,14.17,14.18,38430000000.0,38430000000.0,0.0,38430000000.0,-10000000.0,38440000000.0,38440000000.0,13450000000.0,51890000000.0,-36820000000.0,-2090000000.0,2090000000.0,90800000000.0,31630000000.0,20700000000.0,10930000000.0,10930000000.0,122430000000.0,181060000000.0,303490000000.0,303490000000.0,4611543030999.338
2025-03-31,0.0,0.248649,69310000000.0,43070000000.0,10400000000.0,187860000000.0,69310000000.0,58910000000.0,14110000000.0,1560000000.0,43070000000.0,43070000000.0,208050000000.0,,,,,43070000000.0,43070000000.0,0.0,43070000000.0,-20000000.0,43090000000.0,43090000000.0,14260000000.0,57350000000.0,-59820000000.0,-1560000000.0,1560000000.0,94410000000.0,20190000000.0,-11070000000.0,10400000000.0,10400000000.0,114600000000.0,187860000000.0,302460000000.0,302460000000.0,
2024-12-31,0.0,0.250815,73370000000.0,45910000000.0,10390000000.0,172200000000.0,73370000000.0,62980000000.0,-1660000000.0,1660000000.0,45910000000.0,45910000000.0,201950000000.0,2711754282.0,2710153483.0,16.93,16.94,45910000000.0,45910000000.0,0.0,45910000000.0,-30000000.0,45940000000.0,45940000000.0,15380000000.0,61320000000.0,-33970000000.0,-1660000000.0,1660000000.0,96950000000.0,29750000000.0,19360000000.0,10390000000.0,10390000000.0,126700000000.0,172200000000.0,298900000000.0,298900000000.0,5006090177754.022
2024-09-30,0.0,0.255,68250000000.0,42350000000.0,10070000000.0,169890000000.0,68250000000.0,58180000000.0,-1310000000.0,1310000000.0,42350000000.0,42350000000.0,197520000000.0,2713004484.0,2711267606.0,15.61,15.62,42350000000.0,42350000000.0,0.0,42350000000.0,-20000000.0,42370000000.0,42370000000.0,14500000000.0,56870000000.0,-32920000000.0,-1310000000.0,1310000000.0,91100000000.0,27630000000.0,17560000000.0,10070000000.0,10070000000.0,118730000000.0,169890000000.0,288620000000.0,288620000000.0,4660782866771.674
2024-06-30,0.0,0.253723,68960000000.0,42570000000.0,9980000000.0,,68960000000.0,58980000000.0,-1910000000.0,1910000000.0,42570000000.0,42570000000.0,,2713193117.0,2711464968.0,15.69,15.7,42570000000.0,42570000000.0,0.0,42570000000.0,-20000000.0,42590000000.0,42590000000.0,14480000000.0,57070000000.0,,-1910000000.0,1910000000.0,,28820000000.0,18840000000.0,9980000000.0,9980000000.0,,,280570000000.0,280570000000.0,3759037406252.669
