,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
2025-06-30,0.0,0.258841,63637300000.0,0.0,0.0,41109300000.0,992253600000.0,63637300000.0,63637300000.0,-8171100000.0,8171100000.0,41109300000.0,41109300000.0,995771100000.0,2127810559.0,2127810559.0,19.32,19.32,41109300000.0,41109300000.0,0.0,41109300000.0,41109300000.0,41109300000.0,14356900000.0,55466200000.0,-41422200000.0,0.0,-8171100000.0,8171100000.0,106905800000.0,3517500000.0,,110423300000.0,992253600000.0,1102676900000.0,1102676900000.0,898914116281.2903
2025-03-31,23137644.422724,0.212662,49106500000.0,108800000.0,108800000.0,34154400000.0,1006372900000.0,49215300000.0,49215300000.0,8529700000.0,5835700000.0,34068737644.422726,34154400000.0,1198548000000.0,,,,,34154400000.0,34154400000.0,0.0,34154400000.0,34154400000.0,34154400000.0,9225200000.0,43379600000.0,139679100000.0,-167700000.0,8529700000.0,5835700000.0,-107943200000.0,192175100000.0,,84231900000.0,1006372900000.0,1090604800000.0,1090604800000.0,
2024-12-31,0.0,0.275037,44393600000.0,0.0,0.0,25436500000.0,999533700000.0,44393600000.0,44393600000.0,-9307000000.0,9307000000.0,25436500000.0,25436500000.0,1056409200000.0,2128577406.0,2128577406.0,11.95,11.95,25436500000.0,25436500000.0,0.0,25436500000.0,25436500000.0,25436500000.0,9650100000.0,35086600000.0,4623400000.0,0.0,-9307000000.0,9307000000.0,44415200000.0,56875500000.0,52491200000.0,101290700000.0,999533700000.0,1100824400000.0,1100824400000.0,839090436150.9935
2024-09-30,0.0,0.3,12926800000.0,0.0,0.0,1426700000.0,934609300000.0,12926800000.0,12926800000.0,-9444900000.0,9444900000.0,1426700000.0,1426700000.0,983059500000.0,2129402985.0,2129402985.0,0.67,0.67,1426700000.0,1426700000.0,0.0,1426700000.0,1426700000.0,1426700000.0,2055200000.0,3481900000.0,5262300000.0,0.0,-9444900000.0,9444900000.0,11584700000.0,48450200000.0,45757400000.0,60034900000.0,934609300000.0,994644200000.0,994644200000.0,904720865492.3574
2024-06-30,0.0,0.212565,15384800000.0,0.0,0.0,6339400000.0,1079770100000.0,15384800000.0,15384800000.0,-7334100000.0,7334100000.0,6339400000.0,6339400000.0,1127638500000.0,2127315436.0,2127315436.0,2.98,2.98,6339400000.0,6339400000.0,0.0,6339400000.0,6339400000.0,6339400000.0,1711300000.0,8050700000.0,4991800000.0,0.0,-7334100000.0,7334100000.0,6232800000.0,47868400000.0,45317000000.0,54101200000.0,1079770100000.0,1133871300000.0,1133871300000.0,662078368909.769
