,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
2025-06-30,0.0,0.243178,9057000000.0,,,4328000000.0,2147000000.0,30476000000.0,9057000000.0,6910000000.0,-1083000000.0,1083000000.0,4328000000.0,4328000000.0,52049000000.0,143787375.0,143787375.0,30.1,30.1,4328000000.0,4328000000.0,0.0,4328000000.0,-82000000.0,4410000000.0,4410000000.0,1417000000.0,5827000000.0,402000000.0,,-1083000000.0,1083000000.0,6372000000.0,21573000000.0,12300000000.0,2147000000.0,2147000000.0,27945000000.0,30476000000.0,58421000000.0,58421000000.0,1039977013192.3828
2025-03-31,139303588.748788,0.195926,7342000000.0,711000000.0,711000000.0,3896000000.0,2110000000.0,29286000000.0,8053000000.0,5943000000.0,-225000000.0,788000000.0,3324303588.748788,3896000000.0,48054000000.0,,,,,3896000000.0,3896000000.0,0.0,3896000000.0,-249000000.0,4145000000.0,4145000000.0,1010000000.0,5155000000.0,-1144000000.0,-63000000.0,-225000000.0,788000000.0,5702000000.0,18768000000.0,-17192000000.0,2110000000.0,1435000000.0,24470000000.0,29286000000.0,53756000000.0,53756000000.0,
2024-12-31,0.0,0.292428,8306000000.0,0.0,0.0,3723000000.0,1846000000.0,29007000000.0,8306000000.0,6460000000.0,-1098000000.0,1098000000.0,3723000000.0,3723000000.0,49500000000.0,143800695.0,143800695.0,25.89,25.89,3723000000.0,3723000000.0,0.0,3723000000.0,-71000000.0,3794000000.0,3794000000.0,1568000000.0,5362000000.0,638000000.0,0.0,-1098000000.0,1098000000.0,5769000000.0,20493000000.0,11783000000.0,1846000000.0,1846000000.0,26262000000.0,29007000000.0,55269000000.0,55269000000.0,1046398968949.1089
2024-09-30,0.0,0.290097,8594000000.0,0.0,0.0,3788000000.0,1845000000.0,28577000000.0,8594000000.0,6749000000.0,-1175000000.0,1175000000.0,3788000000.0,3788000000.0,49583000000.0,143811693.0,143811693.0,26.34,26.34,3788000000.0,3788000000.0,0.0,3788000000.0,-169000000.0,3957000000.0,3957000000.0,1617000000.0,5574000000.0,382000000.0,0.0,-1175000000.0,1175000000.0,6310000000.0,21006000000.0,12160000000.0,1845000000.0,1845000000.0,27316000000.0,28577000000.0,55893000000.0,55893000000.0,1032538041784.3271
2024-06-30,0.0,0.266279,7238000000.0,0.0,0.0,3052000000.0,1774000000.0,26230000000.0,7238000000.0,5464000000.0,-1164000000.0,1164000000.0,3052000000.0,3052000000.0,45879000000.0,143758832.0,143758832.0,21.23,21.23,3052000000.0,3052000000.0,0.0,3052000000.0,-103000000.0,3155000000.0,3155000000.0,1145000000.0,4300000000.0,372000000.0,0.0,-1164000000.0,1164000000.0,4977000000.0,19649000000.0,11294000000.0,1774000000.0,1774000000.0,24626000000.0,26230000000.0,50856000000.0,50856000000.0,885496845431.4062
