,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
2025-06-30,0.0,0.083279,1345900000.0,0.0,0.0,845900000.0,334800000.0,5598600000.0,1345900000.0,1011100000.0,-87700000.0,87700000.0,845900000.0,845900000.0,13470800000.0,464780220.0,457243243.0,1.82,1.85,845900000.0,845900000.0,0.0,845900000.0,-600000.0,846500000.0,846500000.0,76900000.0,923400000.0,987500000.0,0.0,,-87700000.0,87700000.0,9100000.0,7872200000.0,5005900000.0,334800000.0,334800000.0,2531500000.0,2531500000.0,7881300000.0,5598600000.0,13479900000.0,13479900000.0,833965962070.8651
2025-03-31,1780437.445319,0.004608,1752700000.0,386400000.0,386400000.0,1706200000.0,332900000.0,14987400000.0,2139100000.0,1806200000.0,3474200000.0,91700000.0,1321580437.445319,1706200000.0,14156200000.0,,,,,1706200000.0,1706200000.0,0.0,1706200000.0,-400000.0,1706600000.0,1706600000.0,7900000.0,1714500000.0,-3064600000.0,21800000.0,-25300000.0,3474200000.0,91700000.0,922500000.0,-831200000.0,-8236500000.0,332900000.0,296100000.0,3689200000.0,2774000000.0,91300000.0,14987400000.0,15078700000.0,15078700000.0,
2024-12-31,0.0,0.159539,1280000000.0,0.0,0.0,715400000.0,335700000.0,4874300000.0,1280000000.0,944300000.0,-93100000.0,93100000.0,715400000.0,715400000.0,12975100000.0,461548387.0,455668790.0,1.55,1.57,715400000.0,715400000.0,0.0,715400000.0,0.0,715400000.0,715400000.0,135800000.0,851200000.0,1003800000.0,0.0,,-93100000.0,93100000.0,-58900000.0,8100800000.0,4870500000.0,335700000.0,335700000.0,2894600000.0,2894600000.0,8041900000.0,4874300000.0,12916200000.0,12916200000.0,960937172290.4053
2024-09-30,0.0,0.153999,986300000.0,0.0,0.0,506700000.0,293900000.0,5075700000.0,986300000.0,692400000.0,-89800000.0,89800000.0,506700000.0,506700000.0,12044100000.0,464862385.0,452410714.0,1.09,1.12,506700000.0,506700000.0,0.0,506700000.0,-3100000.0,509800000.0,509800000.0,92800000.0,602600000.0,1060200000.0,0.0,,-89800000.0,89800000.0,-371800000.0,6968400000.0,3894500000.0,293900000.0,293900000.0,2780000000.0,2780000000.0,6596600000.0,5075700000.0,11672300000.0,11672300000.0,732882714053.9331
2024-06-30,62734604.519774,0.152825,456100000.0,565800000.0,410500000.0,601800000.0,250200000.0,4554600000.0,1021900000.0,771700000.0,-63700000.0,63700000.0,409334604.519774,601800000.0,10747600000.0,459389313.0,449104478.0,1.31,1.34,601800000.0,601800000.0,0.0,601800000.0,2000000.0,599800000.0,599800000.0,108200000.0,708000000.0,1002600000.0,410500000.0,-565800000.0,-63700000.0,63700000.0,-642700000.0,6193000000.0,3490100000.0,250200000.0,250200000.0,2452700000.0,2452700000.0,5550300000.0,4554600000.0,10104900000.0,10104900000.0,627511231885.5
