,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Rent Expense Supplemental,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Total Other Finance Cost,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Rent And Landing Fees,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
2025-06-30,0.0,0.204331,6929900000.0,,,2204800000.0,2233300000.0,,6929900000.0,4696600000.0,-1311400000.0,1925600000.0,614200000.0,2204800000.0,2204800000.0,2999900000.0,,8480000000.0,8480000000.0,0.26,0.26,2204800000.0,2204800000.0,0.0,2204800000.0,0.0,2204800000.0,2204800000.0,566200000.0,2771000000.0,100600000.0,,-1311400000.0,,1925600000.0,614200000.0,3802200000.0,2999900000.0,642700000.0,2233300000.0,2233300000.0,,,,,,,6802100000.0,6802100000.0,887771220703.125
2025-03-31,0.0,0.240408,6894800000.0,,,2332200000.0,2058600000.0,,6894800000.0,4836200000.0,-290600000.0,1766000000.0,1533600000.0,2332200000.0,2332200000.0,1972500000.0,,,,,,2332200000.0,2332200000.0,0.0,2332200000.0,100000.0,2332100000.0,2332100000.0,738100000.0,3070200000.0,-228000000.0,,-290600000.0,,1766000000.0,1533600000.0,3495000000.0,526100000.0,-456400000.0,2058600000.0,2058600000.0,,,,,,,5467500000.0,5467500000.0,
2024-12-31,0.0,0.338875,4999000000.0,,,656100000.0,1945600000.0,,4999000000.0,3053400000.0,-1457000000.0,2061000000.0,604000000.0,656100000.0,656100000.0,2761200000.0,,8201250000.0,8201250000.0,0.08,0.08,656100000.0,656100000.0,0.0,656100000.0,0.0,656100000.0,656100000.0,336300000.0,992400000.0,159800000.0,,-1457000000.0,,2061000000.0,604000000.0,2289600000.0,2761200000.0,626400000.0,1945600000.0,1945600000.0,,,,,,,5050800000.0,5050800000.0,1043117007522.583
2024-09-30,0.0,0.3,4398020000.0,68130000.0,68130000.0,380390000.0,1824510000.0,443070000.0,4398020000.0,2573510000.0,-1840930000.0,1944220000.0,128030000.0,380390000.0,380390000.0,2471940000.0,6890000.0,,,,,380390000.0,380390000.0,0.0,380390000.0,13500000.0,366890000.0,366890000.0,262400000.0,629290000.0,81890000.0,68130000.0,-1840930000.0,24740000.0,1944220000.0,128030000.0,2402080000.0,2028870000.0,418770000.0,1824510000.0,1824510000.0,77820000.0,0.0,77820000.0,6890000.0,4430950000.0,443070000.0,4874020000.0,4874020000.0,
2024-06-30,0.0,0.244385,5419700000.0,0.0,0.0,1386100000.0,1753770000.0,284110000.0,5419700000.0,3665900000.0,-1831500000.0,1831500000.0,131100000.0,1386100000.0,1386100000.0,2408400000.0,14710000.0,8426329669.0,8426329669.0,0.164496,0.164496,1386100000.0,1386100000.0,0.0,1386100000.0,0.0,1386100000.0,1386100000.0,448300000.0,1834400000.0,289800000.0,0.0,-1831500000.0,8840000.0,1831500000.0,131100000.0,3376100000.0,2408400000.0,506900000.0,1753800000.0,1753800000.0,47780000.0,100000.0,47680000.0,14710000.0,5310510000.0,284110000.0,5784500000.0,5784500000.0,
