,Tax Effect Of Unusual Items,Tax Rate For Calcs,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Continuous Operations,Tax Provision,Pretax Income,Special Income Charges,Operating Expense,Other Operating Expenses,Total Revenue,Operating Revenue,Market Cap
2025-06-30,0.0,0.254263,0.0,0.0,5808582000.0,20446711000.0,23337719000.0,43784430000.0,5808582000.0,5808582000.0,746604370.0,744690000.0,7.78,7.8,5808582000.0,5808582000.0,5808582000.0,5808582000.0,0.0,5808582000.0,1980462000.0,7789044000.0,0.0,15430662000.0,6775398000.0,28552772000.0,28552772000.0,608034203441.1621
2025-03-31,-8423948.261309,0.233512,-36075000.0,-36075000.0,5036986000.0,20939265000.0,21766750000.0,42706015000.0,5064637051.738691,5036986000.0,,,,,5036986000.0,5036986000.0,5036986000.0,5036986000.0,0.0,5036993000.0,1534530000.0,6571523000.0,-36075000.0,15739626000.0,-7869912000.0,28581996000.0,28581996000.0,
2024-12-31,0.0,0.248544,0.0,0.0,5284463000.0,20227066000.0,20907687000.0,41134753000.0,5284463000.0,5284463000.0,746393079.0,744290563.0,7.08,7.1,5284463000.0,5284463000.0,5284463000.0,5284463000.0,0.0,5284463000.0,1747835000.0,7032298000.0,0.0,14362115000.0,6815494000.0,26411165000.0,26411165000.0,415620272710.1558
2024-09-30,0.0,0.2472,0.0,0.0,5712104000.0,19743623000.0,19362501000.0,39106124000.0,5712104000.0,5712104000.0,746680261.0,743763542.0,7.65,7.68,5712104000.0,5712104000.0,5712104000.0,5712104000.0,0.0,5712104000.0,1875709000.0,7587813000.0,0.0,14805575000.0,6950667000.0,26123268000.0,26123268000.0,549855661542.4474
2024-06-30,0.0,0.248653,0.0,0.0,5025712000.0,19205862000.0,18484556000.0,37690418000.0,5025712000.0,5025712000.0,745654599.0,742350369.0,6.74,6.77,5025712000.0,5025712000.0,5025712000.0,5025712000.0,0.0,5025712000.0,1663226000.0,6688938000.0,0.0,14781138000.0,6879783000.0,24298572000.0,24298572000.0,497495361041.1742
