,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
2025-06-30,0.0,0.274399,3341453000.0,1803590000.0,618284000.0,76534938000.0,3341453000.0,2723169000.0,-237518000.0,237518000.0,1803590000.0,1803590000.0,86403790000.0,1086500000.0,1086500000.0,1.66,1.66,1803590000.0,1803590000.0,0.0,1803590000.0,0.0,1803590000.0,1803590000.0,682061000.0,2485651000.0,129906000.0,-237518000.0,237518000.0,2593263000.0,9868852000.0,7765442000.0,618284000.0,618284000.0,12462115000.0,76534938000.0,88997053000.0,88997053000.0,595353523956.2988
2025-03-31,0.0,0.218006,5331587000.0,3585190000.0,634320000.0,88899924000.0,5331587000.0,4697267000.0,229664000.0,112591000.0,3585190000.0,3585190000.0,91927510000.0,,,,,3585190000.0,3585190000.0,0.0,3585190000.0,,3585190000.0,3585190000.0,999486000.0,4584676000.0,-1066547000.0,229664000.0,112591000.0,5150273000.0,3027586000.0,-13478225000.0,634320000.0,472970000.0,8177859000.0,88899924000.0,97077783000.0,97077783000.0,
2024-12-31,0.0,0.244944,5811875000.0,3708801000.0,697059000.0,76617796000.0,5811875000.0,5114816000.0,-202858000.0,202858000.0,3708801000.0,3708801000.0,86323003000.0,1086562793.0,1086562793.0,3.413333,3.413333,3708801000.0,3708801000.0,0.0,3708801000.0,,3708801000.0,3708801000.0,1203157000.0,4911958000.0,406508000.0,-202858000.0,202858000.0,4708308000.0,9705207000.0,7567556000.0,697059000.0,697059000.0,14413515000.0,76617796000.0,91031311000.0,91031311000.0,642767215811.3984
2024-09-30,0.0,0.259795,4934690000.0,3085824000.0,564525000.0,69057193000.0,4934690000.0,4370165000.0,-201289000.0,201289000.0,3085824000.0,3085824000.0,76957515000.0,1086557746.0,1086557746.0,2.84,2.84,3085824000.0,3085824000.0,0.0,3085824000.0,,3085824000.0,3085824000.0,1083052000.0,4168876000.0,312080000.0,-201289000.0,201289000.0,4058085000.0,7900322000.0,6034683000.0,564525000.0,564525000.0,11958407000.0,69057193000.0,81015600000.0,81015600000.0,604552267669.2981
2024-06-30,0.0,0.268131,4348994000.0,2627249000.0,569622000.0,61853413000.0,4348994000.0,3779372000.0,-189591000.0,189591000.0,2627249000.0,2627249000.0,68244215000.0,1085640083.0,1085640083.0,2.42,2.42,2627249000.0,2627249000.0,0.0,2627249000.0,0.0,2627249000.0,2627249000.0,962532000.0,3589781000.0,251908000.0,-189591000.0,189591000.0,3527464000.0,6390802000.0,4648401000.0,569622000.0,569622000.0,9918266000.0,61853413000.0,71771679000.0,71771679000.0,571013022454.2546
