,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
2025-06-30,0.0,0.257738,4705100000.0,,,3206200000.0,375400000.0,4456300000.0,4705100000.0,4329700000.0,-10200000.0,10200000.0,,3206200000.0,3206200000.0,10056100000.0,271942324.0,271942324.0,11.79,11.79,3206200000.0,3206200000.0,0.0,3206200000.0,3206200000.0,3206200000.0,1113300000.0,4319500000.0,179400000.0,,,-10200000.0,10200000.0,,4150300000.0,5599800000.0,2292500000.0,375400000.0,375400000.0,1884100000.0,1884100000.0,9750100000.0,4456300000.0,14206400000.0,14206400000.0,647588286402.2129
2025-03-31,-436443.197521,0.256731,5172400000.0,-1700000.0,-1700000.0,3550000000.0,383700000.0,7466900000.0,5170700000.0,4787000000.0,722200000.0,10800000.0,733000000.0,3551263556.802479,3550000000.0,9896000000.0,,,,,3550000000.0,3550000000.0,0.0,3550000000.0,3550000000.0,3550000000.0,1226200000.0,4776200000.0,-546000000.0,-1700000.0,,722200000.0,10800000.0,733000000.0,4624200000.0,2429100000.0,-2552500000.0,383700000.0,383700000.0,3561600000.0,3477700000.0,7053300000.0,7466900000.0,14520200000.0,14520200000.0,
2024-12-31,0.0,0.253722,4747600000.0,0.0,0.0,3227800000.0,411300000.0,4398600000.0,4747600000.0,4336300000.0,-11100000.0,11100000.0,0.0,3227800000.0,3227800000.0,10389800000.0,271929233.0,271929233.0,11.87,11.87,3227800000.0,3227800000.0,0.0,3227800000.0,3227800000.0,3227800000.0,1097400000.0,4325200000.0,204000000.0,0.0,,-11100000.0,11100000.0,0.0,4132300000.0,5991200000.0,2586900000.0,411300000.0,411300000.0,2001000000.0,2001000000.0,10123500000.0,4398600000.0,14522100000.0,14522100000.0,713399637489.237
2024-09-30,0.0,0.255255,5733300000.0,0.0,0.0,3950500000.0,417300000.0,5093100000.0,5733300000.0,5316000000.0,553100000.0,11500000.0,564600000.0,3950500000.0,3950500000.0,11535900000.0,272073003.0,272073003.0,14.52,14.52,3950500000.0,3950500000.0,0.0,3950500000.0,3950500000.0,3950500000.0,1354000000.0,5304500000.0,195200000.0,0.0,,553100000.0,11500000.0,564600000.0,4556200000.0,6442800000.0,2513800000.0,417300000.0,417300000.0,2427200000.0,2427200000.0,10999000000.0,5093100000.0,16092100000.0,16092100000.0,1005094731360.7053
2024-06-30,0.0,0.256045,5317400000.0,0.0,0.0,3639800000.0,415100000.0,4393300000.0,5317400000.0,4902300000.0,-9800000.0,9800000.0,,3639800000.0,3639800000.0,10189300000.0,272032885.0,272032885.0,13.38,13.38,3639800000.0,3639800000.0,0.0,3639800000.0,3639800000.0,3639800000.0,1252700000.0,4892500000.0,234000000.0,0.0,0.0,-9800000.0,9800000.0,,4668300000.0,5796000000.0,2376400000.0,415100000.0,415100000.0,1990700000.0,1990700000.0,10464300000.0,4393300000.0,14857600000.0,14857600000.0,751008942807.2363
