,Tax Effect Of Unusual Items,Tax Rate For Calcs,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Continuous Operations,Tax Provision,Pretax Income,Special Income Charges,Operating Expense,Other Operating Expenses,Insurance And Claims,Total Revenue,Operating Revenue,Market Cap
2025-06-30,0.0,0.2601,0.0,0.0,212014700000.0,474622200000.0,782664600000.0,1257286800000.0,212014700000.0,212014700000.0,8923177609.0,8923177609.0,23.76,23.76,212014700000.0,212014700000.0,212014700000.0,-9199100000.0,221213800000.0,0.0,221213800000.0,76024800000.0,292291200000.0,0.0,535048200000.0,125350200000.0,224792300000.0,887253600000.0,887253600000.0,7320128533692.134
2025-03-31,-41968451.057966,0.258597,-162293000.0,-162293000.0,196004571000.0,487699398000.0,782270553000.0,1269969951000.0,196124895548.94205,196004571000.0,,,,,196004571000.0,196004571000.0,196004571000.0,-7789982000.0,203794544000.0,0.0,203794544000.0,69554300000.0,268968135000.0,-162293000.0,647879037000.0,-68460532000.0,364634115000.0,884586956000.0,884586956000.0,
2024-12-31,0.0,0.249978,0.0,0.0,188531600000.0,472569200000.0,773967400000.0,1246536600000.0,188531600000.0,188531600000.0,8926685606.0,8926685606.0,21.12,21.12,188531600000.0,188531600000.0,188531600000.0,-6306200000.0,194837800000.0,0.0,194837800000.0,63910500000.0,255664000000.0,0.0,615636100000.0,143008100000.0,295950900000.0,904568300000.0,904568300000.0,6956583418720.294
2024-09-30,0.0,0.264054,0.0,0.0,197827600000.0,474259200000.0,736187600000.0,1210446800000.0,197827600000.0,197827600000.0,8923211547.0,8923211547.0,22.17,22.17,197827600000.0,197827600000.0,197827600000.0,-7822700000.0,205650300000.0,0.0,205650300000.0,72546900000.0,274743100000.0,0.0,580183100000.0,162345500000.0,254904300000.0,901836200000.0,901836200000.0,6892206033053.769
2024-06-30,0.0,0.255298,0.0,0.0,193249600000.0,465416700000.0,717007800000.0,1182424500000.0,193249600000.0,193249600000.0,8926078522.0,8926078522.0,21.65,21.65,193249600000.0,193249600000.0,193249600000.0,-7694000000.0,200943600000.0,0.0,200943600000.0,67469700000.0,264277700000.0,0.0,485068200000.0,115145800000.0,201449300000.0,804242700000.0,804242700000.0,7428630785106.988
