,Tax Effect Of Unusual Items,Tax Rate For Calcs,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Continuous Operations,Tax Provision,Pretax Income,Special Income Charges,Operating Expense,Other Operating Expenses,Total Revenue,Operating Revenue,Market Cap
2025-06-30,0.0,0.214875,0.0,0.0,44279400000.0,92438400000.0,182310900000.0,274749300000.0,44279400000.0,44279400000.0,7634379310.0,7634379310.0,5.8,5.8,44279400000.0,44279400000.0,44279400000.0,0.0,44279400000.0,0.0,44279400000.0,11321100000.0,52686800000.0,0.0,76890100000.0,36571000000.0,141128400000.0,141128400000.0,1134218705062.148
2025-03-31,4133937.938672,0.186853,22124000.0,22124000.0,50112108000.0,96241833000.0,182448117000.0,278689950000.0,50094117937.938675,50112108000.0,,,,,50112108000.0,50112108000.0,50112108000.0,0.0,50112188000.0,0.0,50112188000.0,11735400000.0,62805488000.0,22124000.0,80018764000.0,-2589419000.0,159414144000.0,159414144000.0,
2024-12-31,0.0,0.219329,0.0,0.0,46230300000.0,93701800000.0,177645900000.0,271347700000.0,46230300000.0,46230300000.0,7628762376.0,7628762376.0,6.06,6.06,46230300000.0,46230300000.0,46230300000.0,0.0,46230300000.0,0.0,46230300000.0,12915700000.0,58887400000.0,0.0,65959900000.0,30423400000.0,139845900000.0,139845900000.0,888186540290.0586
2024-09-30,0.0,0.262892,0.0,0.0,47509300000.0,91666400000.0,177199400000.0,268865800000.0,47509300000.0,47509300000.0,7638151125.0,7638151125.0,6.22,6.22,47509300000.0,47509300000.0,47509300000.0,0.0,47509300000.0,0.0,47509300000.0,16840600000.0,64058900000.0,0.0,61602000000.0,24822400000.0,150921800000.0,150921800000.0,907010516225.5497
2024-06-30,0.0,0.273195,0.0,0.0,36417800000.0,95229500000.0,170039700000.0,265269200000.0,36417800000.0,36417800000.0,7634758910.0,7634758910.0,4.77,4.77,36417800000.0,36417800000.0,36417800000.0,0.0,36417800000.0,0.0,36417800000.0,13535400000.0,49544900000.0,0.0,76520800000.0,40350100000.0,143215000000.0,143215000000.0,983408229664.7655
