,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Rent Expense Supplemental,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
2025-06-30,0.0,0.058164,37068000000.0,,,21763000000.0,157427000000.0,37068000000.0,37068000000.0,-13961000000.0,13961000000.0,21763000000.0,21763000000.0,176885000000.0,35630000000.0,386966572.0,386485527.0,56.24,56.31,21763000000.0,21763000000.0,0.0,21763000000.0,0.0,21763000000.0,21763000000.0,1344000000.0,23107000000.0,10463000000.0,,-13961000000.0,13961000000.0,28078000000.0,19458000000.0,19458000000.0,47536000000.0,157427000000.0,204963000000.0,204963000000.0,2305934004240.977
2025-03-31,0.0,0.032151,45436000000.0,,,30675000000.0,183840000000.0,45436000000.0,45436000000.0,2029000000.0,13742000000.0,30675000000.0,30675000000.0,154114000000.0,40316000000.0,,,,,30675000000.0,30675000000.0,0.0,30675000000.0,0.0,30675000000.0,30675000000.0,1019000000.0,31694000000.0,-21769000000.0,,2029000000.0,13742000000.0,35562000000.0,-29726000000.0,-8153000000.0,5836000000.0,183840000000.0,189676000000.0,189676000000.0,
2024-12-31,0.0,0.030984,38352000000.0,,,24488000000.0,158110000000.0,38352000000.0,38352000000.0,-13081000000.0,13081000000.0,24488000000.0,24488000000.0,177012000000.0,36165000000.0,386856240.0,386367939.0,63.3,63.38,24488000000.0,24488000000.0,0.0,24488000000.0,0.0,24488000000.0,24488000000.0,783000000.0,25271000000.0,8821000000.0,,-13081000000.0,13081000000.0,44095000000.0,18902000000.0,18902000000.0,62997000000.0,158110000000.0,221107000000.0,221107000000.0,1756647680565.6694
2024-09-30,0.0,0.3,3330000000.0,,,-9867000000.0,155163000000.0,3330000000.0,3330000000.0,-12401000000.0,12401000000.0,-9867000000.0,-9867000000.0,171854000000.0,35082000000.0,386183953.0,386183953.0,-25.55,-25.55,-9867000000.0,-9867000000.0,0.0,-9867000000.0,0.0,-9867000000.0,-9867000000.0,796000000.0,-9071000000.0,7894000000.0,,-12401000000.0,12401000000.0,-2158000000.0,16691000000.0,16691000000.0,14533000000.0,155163000000.0,169696000000.0,169696000000.0,1845717364670.225
2024-06-30,0.0,0.026819,39616000000.0,0.0,0.0,27288000000.0,146486000000.0,39616000000.0,39616000000.0,-11576000000.0,11576000000.0,27288000000.0,27288000000.0,162298000000.0,32274000000.0,386679892.0,385968883.0,70.57,70.7,27288000000.0,27288000000.0,0.0,27288000000.0,0.0,27288000000.0,27288000000.0,752000000.0,28040000000.0,6782000000.0,0.0,-11576000000.0,11576000000.0,33409000000.0,15812000000.0,15812000000.0,49221000000.0,146486000000.0,195707000000.0,195707000000.0,1629219697410.108
