Symbol,Earnings Date,EPS Estimate,Reported EPS,Surprise(%),Quarter End,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
DMART,2026-01-10 05:00:00-05:00,11.16,,,2025-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMART,2025-10-11 06:00:00-04:00,11.7,11.44,-2.22,2025-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMART,2025-07-11 08:00:00-04:00,12.92,11.85,-8.29,2025-06-30,0.0,0.26919,13184700000.0,7729700000.0,2317000000.0,138549800000.0,13184700000.0,10867700000.0,-293000000.0,293000000.0,7729700000.0,7729700000.0,152923600000.0,652295359.0,650648148.0,11.85,11.88,7729700000.0,7729700000.0,0.0,7729700000.0,1600000.0,7728100000.0,7728100000.0,2846600000.0,10574700000.0,194300000.0,-293000000.0,293000000.0,10673400000.0,14373800000.0,8588200000.0,2317000000.0,2317000000.0,25047200000.0,138549800000.0,163597000000.0,163597000000.0,2844828770420.6836
DMART,2025-05-03 07:00:00-04:00,9.74,9.5,-2.46,2025-03-31,0.0,0.235333,9798000000.0,5509000000.0,2408600000.0,127996300000.0,9798000000.0,7389400000.0,688700000.0,186400000.0,5509000000.0,5509000000.0,140255700000.0,,,,,5509000000.0,5509000000.0,0.0,5509000000.0,1100000.0,5507900000.0,5507900000.0,1695100000.0,7203000000.0,-887900000.0,688700000.0,186400000.0,7213900000.0,12259400000.0,-7538800000.0,2408600000.0,2326600000.0,19473300000.0,127996300000.0,147469600000.0,147469600000.0,
DMART,2025-01-11 09:00:00-05:00,13.13,12.04,-8.27,2024-12-31,0.0,0.272861,12413800000.0,7237200000.0,2281200000.0,136203800000.0,12413800000.0,10132600000.0,-182100000.0,182100000.0,7237200000.0,7237200000.0,149834300000.0,652000000.0,650827338.0,11.1,11.12,7237200000.0,7237200000.0,0.0,7237200000.0,1800000.0,7235400000.0,7235400000.0,2715100000.0,9950500000.0,241400000.0,-182100000.0,182100000.0,9891200000.0,13630500000.0,8301000000.0,2281200000.0,2281200000.0,23521700000.0,136203800000.0,159725500000.0,159725500000.0,2318149417412.657
DMART,2024-10-12 04:00:00-04:00,11.2,10.89,-2.77,2024-09-30,0.0,0.269877,11272900000.0,6595800000.0,2077800000.0,122896800000.0,11272900000.0,9195100000.0,-163200000.0,163200000.0,6595800000.0,6595800000.0,135585100000.0,652403561.0,650473373.0,10.11,10.14,6595800000.0,6595800000.0,0.0,6595800000.0,1400000.0,6594400000.0,6594400000.0,2437500000.0,9031900000.0,335200000.0,-163200000.0,163200000.0,8859900000.0,12688300000.0,7758100000.0,2077800000.0,2077800000.0,21548200000.0,122896800000.0,144445000000.0,144445000000.0,3315007323774.3193
DMART,2024-07-13 05:00:00-04:00,12.46,12.46,,2024-06-30,0.0,0.266049,12628500000.0,7738200000.0,1927600000.0,118758600000.0,12628500000.0,10700900000.0,-159600000.0,159600000.0,7738200000.0,7738200000.0,130406500000.0,681179577.0,650815812.0,11.36,11.89,7738200000.0,7738200000.0,0.0,7738200000.0,1400000.0,7736800000.0,7736800000.0,2804500000.0,10541300000.0,416000000.0,-159600000.0,159600000.0,10284900000.0,11647900000.0,7058000000.0,1927600000.0,1927600000.0,21932800000.0,118758600000.0,140691400000.0,140691400000.0,3069735481251.0
DMART,2024-05-04 06:00:00-04:00,9.3,9.27,-0.32,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMART,2024-01-13 05:00:00-05:00,11.55,11.3,-2.16,2023-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMART,2023-10-14 03:00:00-04:00,10.45,10.1,-3.35,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
