Symbol,Earnings Date,EPS Estimate,Reported EPS,Surprise(%),Quarter End,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
SOLARINDS,2026-02-05 05:00:00-05:00,46.88,,,2025-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOLARINDS,2025-11-10 04:00:00-05:00,40.42,38.12,-5.68,2025-09-30,0.0,0.261624,5810300000.0,0.0,0.0,3449700000.0,606200000.0,9878600000.0,5810300000.0,5204100000.0,-308900000.0,308900000.0,3449700000.0,3449700000.0,15900500000.0,90495803.0,90495803.0,38.12,38.12,3449700000.0,3449700000.0,0.0,3449700000.0,-164800000.0,3614500000.0,3614500000.0,1280700000.0,4895200000.0,291800000.0,0.0,-308900000.0,308900000.0,4921700000.0,6021900000.0,3468700000.0,606200000.0,606200000.0,10943600000.0,9878600000.0,20822200000.0,20822200000.0,1205947070778.0
SOLARINDS,2025-08-07 05:00:00-04:00,42.4,37.43,-11.72,2025-06-30,0.0,0.266536,5641700000.0,0.0,0.0,3387000000.0,559800000.0,10944000000.0,5641700000.0,5081900000.0,-274300000.0,274300000.0,3387000000.0,3387000000.0,16755800000.0,90488913.0,90488913.0,37.43,37.43,3387000000.0,3387000000.0,0.0,3387000000.0,-139200000.0,3526200000.0,3526200000.0,1281400000.0,4807600000.0,292600000.0,0.0,-274300000.0,274300000.0,4788700000.0,5811800000.0,3414100000.0,559800000.0,559800000.0,10600500000.0,10944000000.0,21544500000.0,21544500000.0,1591471283081.2852
SOLARINDS,2025-05-20 05:00:00-04:00,37.9,35.61,-6.04,2025-03-31,50729788.746043,0.254668,5237200000.0,199200000.0,199200000.0,3222300000.0,504900000.0,12107600000.0,5436400000.0,4931500000.0,-31700000.0,287800000.0,3073829788.746043,3222300000.0,14991000000.0,,,,,3222300000.0,3222300000.0,0.0,3222300000.0,-238800000.0,3461100000.0,3461100000.0,1182600000.0,4643700000.0,-537200000.0,107400000.0,-31700000.0,287800000.0,4872500000.0,2883400000.0,-3137200000.0,504900000.0,340200000.0,7755900000.0,12107600000.0,19863500000.0,19863500000.0,
SOLARINDS,,,,,2024-12-31,0.0,0.264882,5370400000.0,0.0,0.0,3148700000.0,474200000.0,10286700000.0,5370400000.0,4896200000.0,-305100000.0,305100000.0,3148700000.0,3148700000.0,14939600000.0,90490055.0,90490055.0,34.796089,34.796089,3148700000.0,3148700000.0,0.0,3148700000.0,-226300000.0,3375000000.0,3375000000.0,1216100000.0,4591100000.0,95400000.0,0.0,-305100000.0,305100000.0,4791200000.0,4652900000.0,2671800000.0,474200000.0,474200000.0,9444100000.0,10286700000.0,19730800000.0,19730800000.0,884761740826.0059
SOLARINDS,,,,,2024-09-30,0.0,0.253557,4803200000.0,0.0,0.0,2858800000.0,436100000.0,8429600000.0,4803200000.0,4367100000.0,-297400000.0,297400000.0,2858800000.0,2858800000.0,13146700000.0,90496993.0,90496993.0,31.59,31.59,2858800000.0,2858800000.0,0.0,2858800000.0,-179000000.0,3037800000.0,3037800000.0,1031900000.0,4069700000.0,304500000.0,0.0,-297400000.0,297400000.0,4011600000.0,4717100000.0,2834100000.0,436100000.0,436100000.0,8728700000.0,8429600000.0,17158300000.0,17158300000.0,1042792519916.4834
SOLARINDS,,,,,2024-06-30,,,,,,,,,,,,,,,,90461150.0,90461150.0,31.66,31.66,,,,,,,,,,,,,,,,,,,,,,,905279887754.7852
SOLARINDS,2024-02-07 03:00:00-05:00,23.0,22.47,-2.3,2023-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOLARINDS,2023-11-02 05:00:00-04:00,24.0,22.12,-7.83,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOLARINDS,2023-08-03 05:00:00-04:00,23.65,21.82,-7.74,2023-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
