Symbol,Earnings Date,EPS Estimate,Reported EPS,Surprise(%),Quarter End,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
LTIM,2023-07-17 06:00:00-04:00,40.25,38.85,-3.49,2023-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTIM,2023-04-27 07:00:00-04:00,39.44,37.57,-4.75,2023-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTIM,2023-01-20 06:00:00-05:00,40.23,33.78,-16.03,2022-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTIM,2022-10-15 06:00:00-04:00,37.33,38.7,3.68,2022-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTIM,2022-07-14 05:00:00-04:00,32.99,36.08,9.38,2022-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTIM,2022-04-19 07:00:00-04:00,36.59,36.27,-0.86,2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTIM,2022-01-19 09:00:00-05:00,33.73,34.87,3.39,2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTIM,2021-10-18 10:00:00-04:00,29.6,31.41,6.1,2021-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTIM,2021-07-15 08:00:00-04:00,26.97,28.27,4.83,2021-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTIM,2021-05-04 09:00:00-04:00,28.08,31.04,10.56,2021-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTIM,2021-01-19 09:00:00-05:00,28.27,29.53,4.45,2020-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTIM,2020-10-20 10:00:00-04:00,24.37,25.95,6.51,2020-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTIM,2020-07-15 10:00:00-04:00,21.88,23.74,8.49,2020-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTIM,2020-05-19 10:00:00-04:00,22.39,24.3,8.55,2020-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTIM,2020-01-15 01:00:00-05:00,21.45,21.5,0.21,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
