Symbol,Earnings Date,EPS Estimate,Reported EPS,Surprise(%),Quarter End,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Rent Expense Supplemental,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Impairment Of Capital Assets,Net Non Operating Interest Income Expense,Total Other Finance Cost,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Amortization,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Rent And Landing Fees,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
WAAREEENER,2025-10-16 11:00:00-04:00,30.4,29.27,-3.72,2025-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAAREEENER,2025-07-28 08:00:00-04:00,22.6,25.84,14.34,2025-06-30,0.0,0.180705,11686700000.0,0.0,0.0,7452000000.0,1820600000.0,30016500000.0,11686700000.0,9866100000.0,-432500000.0,432500000.0,,7452000000.0,7452000000.0,36105700000.0,,288390093.0,287278335.0,25.84,25.94,7452000000.0,7452000000.0,0.0,7452000000.0,-276900000.0,7728900000.0,7728900000.0,1704700000.0,9433600000.0,1713500000.0,0.0,,,-432500000.0,,432500000.0,,8152600000.0,6089200000.0,,1820600000.0,,1820600000.0,2915800000.0,,2915800000.0,,14241800000.0,30016500000.0,44258300000.0,44258300000.0,901375964169.4226
WAAREEENER,2025-04-22 11:00:00-04:00,18.0,21.4,18.91,2025-03-31,-13788361.866057,0.23773,9981690000.0,-58000000.0,-58000000.0,6189120000.0,1533700000.0,28465370000.0,9923690000.0,8389990000.0,3096030000.0,-64630000.0,,6233331638.133943,6189120000.0,31472500000.0,,,,,,6189120000.0,6189120000.0,0.0,6189120000.0,-255580000.0,6444700000.0,6444700000.0,2009920000.0,8454620000.0,-2507350000.0,-224500000.0,,,3096030000.0,,-64630000.0,,7876940000.0,3007130000.0,,1533700000.0,,1529300000.0,899390000.0,2621390000.0,-3202010000.0,,10884070000.0,28465370000.0,39349440000.0,39349440000.0,
WAAREEENER,,,,,2024-12-31,0.0,0.265197,8097050000.0,0.0,0.0,4925870000.0,890470000.0,24396980000.0,8097050000.0,7206580000.0,-308460000.0,308460000.0,,4925870000.0,4925870000.0,28246070000.0,,267564910.0,267564910.0,10.33,18.41,4925870000.0,4925870000.0,0.0,4925870000.0,-141890000.0,5068760000.0,5068760000.0,1829360000.0,6898120000.0,879770000.0,0.0,,,-308460000.0,,308460000.0,,6326810000.0,3849090000.0,,890470000.0,,890470000.0,2106910000.0,2106910000.0,2106910000.0,,10175900000.0,24396980000.0,34572880000.0,34572880000.0,763362622906.5356
WAAREEENER,,,,,2024-06-30,0.0,0.243907,6399950000.0,0.0,0.0,3941500000.0,757650000.0,25823600000.0,6399950000.0,5642300000.0,-337000000.0,337000000.0,643010000.0,3941500000.0,3941500000.0,29321800000.0,9830000.0,287283199.0,287283199.0,13.719911,13.719911,3941500000.0,3941500000.0,0.0,3941500000.0,-69800000.0,4011300000.0,4011300000.0,1294000000.0,5305300000.0,875100000.0,0.0,0.0,1900000.0,-337000000.0,82490000.0,337000000.0,643010000.0,4767200000.0,3498200000.0,-30000.0,757600000.0,1730000.0,757600000.0,2107300000.0,1755410000.0,2107300000.0,9830000.0,8265400000.0,25823600000.0,34089000000.0,34089000000.0,
