Symbol,Earnings Date,EPS Estimate,Reported EPS,Surprise(%),Quarter End,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
GODREJPROP,2026-02-04 05:00:00-05:00,14.83,,,2025-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GODREJPROP,2025-11-06 01:00:00-05:00,9.57,13.45,40.59,2025-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GODREJPROP,2025-08-01 03:00:00-04:00,5.5,19.92,262.18,2025-06-30,0.0,0.304647,9153000000.0,6001200000.0,220400000.0,1761400000.0,9153000000.0,8932600000.0,-326900000.0,326900000.0,6001200000.0,6001200000.0,6998900000.0,301265060.0,301265060.0,19.92,19.92,6001200000.0,6001200000.0,0.0,6001200000.0,17200000.0,5984000000.0,5984000000.0,2621700000.0,8605700000.0,11857800000.0,-326900000.0,326900000.0,-2653300000.0,5237500000.0,3524100000.0,220400000.0,220400000.0,2584200000.0,1761400000.0,4345600000.0,4345600000.0,705894191506.416
GODREJPROP,2025-05-02 03:00:00-04:00,15.45,12.68,-17.93,2025-03-31,0.0,0.332416,4541600000.0,3819900000.0,210700000.0,13445100000.0,4541600000.0,4330900000.0,6938400000.0,-1337900000.0,3819900000.0,3819900000.0,19089100000.0,,,,,3819900000.0,3819900000.0,0.0,3819900000.0,35500000.0,3784400000.0,3784400000.0,1884400000.0,5668800000.0,-14554400000.0,6938400000.0,-1337900000.0,888900000.0,5644000000.0,-3082400000.0,210700000.0,184100000.0,6532900000.0,13445100000.0,19978000000.0,19978000000.0,
GODREJPROP,2025-02-04 02:00:00-05:00,7.9,5.7,-27.85,2024-12-31,0.0,0.281758,2803600000.0,1626400000.0,176900000.0,4731000000.0,2803600000.0,2626700000.0,-424100000.0,424100000.0,1626400000.0,1626400000.0,9590200000.0,285333333.0,285333333.0,5.7,5.7,1626400000.0,1626400000.0,0.0,1626400000.0,44400000.0,1582000000.0,1582000000.0,620600000.0,2202600000.0,2710900000.0,-424100000.0,424100000.0,98600000.0,4859200000.0,3542800000.0,176900000.0,176900000.0,4957800000.0,4731000000.0,9688800000.0,9688800000.0,795081332404.5
GODREJPROP,2024-10-23 02:00:00-04:00,4.4,12.05,173.86,2024-09-30,0.0,0.3,2820600000.0,3352100000.0,182600000.0,6122600000.0,2820600000.0,2638000000.0,-445500000.0,445500000.0,3352100000.0,3352100000.0,10795800000.0,278182573.0,277951907.0,12.05,12.06,3352100000.0,3352100000.0,0.0,3352100000.0,14200000.0,3337900000.0,3337900000.0,-1145400000.0,2192500000.0,2533100000.0,-445500000.0,445500000.0,136500000.0,4673200000.0,3412100000.0,182600000.0,182600000.0,4809700000.0,6122600000.0,10932300000.0,10932300000.0,878592066859.7795
GODREJPROP,2024-07-31 01:00:00-04:00,7.15,18.7,161.54,2024-06-30,0.0,0.275652,7736200000.0,5200500000.0,166400000.0,4946800000.0,7736200000.0,7569800000.0,-407500000.0,407500000.0,5200500000.0,5200500000.0,8807000000.0,278101604.0,278101604.0,18.7,18.7,5200500000.0,5200500000.0,0.0,5200500000.0,12500000.0,5188000000.0,5188000000.0,1974300000.0,7162300000.0,9604800000.0,-407500000.0,407500000.0,-1417000000.0,3860200000.0,2706500000.0,166400000.0,166400000.0,2443200000.0,4946800000.0,7390000000.0,7390000000.0,892122108313.2402
GODREJPROP,2024-05-03 03:00:00-04:00,7.75,16.95,118.71,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GODREJPROP,2024-02-06 02:00:00-05:00,8.5,2.24,-73.65,2023-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GODREJPROP,2023-11-02 03:00:00-04:00,5.1,2.4,-52.94,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GODREJPROP,2023-08-02 02:00:00-04:00,5.38,4.59,-14.68,2023-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GODREJPROP,2023-05-03 03:00:00-04:00,13.4,14.82,10.6,2023-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GODREJPROP,2023-02-02 02:00:00-05:00,6.38,2.11,-66.95,2022-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GODREJPROP,2022-11-09 01:00:00-05:00,4.74,1.98,-58.24,2022-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GODREJPROP,2022-08-02 03:00:00-04:00,4.0,1.64,-59.0,2022-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GODREJPROP,2022-05-03 02:00:00-04:00,3.69,9.37,153.63,2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GODREJPROP,2022-02-03 01:00:00-05:00,4.49,1.4,-68.84,2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GODREJPROP,2021-11-02 01:00:00-04:00,2.69,1.28,-52.5,2021-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GODREJPROP,2021-08-03 04:00:00-04:00,0.95,0.61,-35.61,2021-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GODREJPROP,2021-05-03 00:00:00-04:00,5.11,-7.47,-246.29,2021-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GODREJPROP,2021-02-04 00:00:00-05:00,2.7,0.57,-78.87,2020-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GODREJPROP,2020-11-03 01:00:00-05:00,0.7,0.28,-60.0,2020-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GODREJPROP,2020-08-05 02:00:00-04:00,3.69,-0.8,-121.68,2020-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GODREJPROP,2020-05-11 01:00:00-04:00,3.6,4.01,11.39,2020-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GODREJPROP,2020-02-03 01:00:00-05:00,2.42,1.8,-25.68,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
