Symbol,Earnings Date,EPS Estimate,Reported EPS,Surprise(%),Quarter End,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
TORNTPOWER,2026-02-04 05:00:00-05:00,,,,2025-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORNTPOWER,2025-11-11 06:00:00-05:00,13.52,14.36,6.21,2025-09-30,0.0,0.242621,15837500000.0,7237100000.0,3888300000.0,57054000000.0,15837500000.0,11949200000.0,-2158200000.0,2158200000.0,7237100000.0,7237100000.0,67589900000.0,503976323.0,503976323.0,14.36,14.36,7237100000.0,7237100000.0,0.0,7237100000.0,-178400000.0,7415500000.0,7415500000.0,2375500000.0,9791000000.0,779100000.0,-2158200000.0,2158200000.0,11170100000.0,10535900000.0,4903500000.0,3888300000.0,3888300000.0,21706000000.0,57054000000.0,78760000000.0,78760000000.0,614296752408.8094
TORNTPOWER,2025-08-05 07:00:00-04:00,16.0,14.52,-9.25,2025-06-30,0.0,0.247387,15877300000.0,7314400000.0,3902700000.0,57331100000.0,15877300000.0,11974600000.0,-2121200000.0,2121200000.0,7314400000.0,7314400000.0,68135800000.0,503746556.0,503746556.0,14.52,14.52,7314400000.0,7314400000.0,0.0,7314400000.0,-101400000.0,7415800000.0,7415800000.0,2437600000.0,9853400000.0,1046700000.0,-2121200000.0,2121200000.0,10927900000.0,10804700000.0,5049000000.0,3902700000.0,3902700000.0,21732600000.0,57331100000.0,79063700000.0,79063700000.0,739298433287.1001
TORNTPOWER,2025-05-14 08:00:00-04:00,9.2,21.03,128.59,2025-03-31,0.0,0.3,12166200000.0,10595700000.0,3891300000.0,57662000000.0,12166200000.0,8274900000.0,-997600000.0,2081400000.0,10595700000.0,10595700000.0,53528300000.0,,,,,10595700000.0,10595700000.0,0.0,10595700000.0,-176500000.0,10772200000.0,10772200000.0,-4578700000.0,6193500000.0,-2420100000.0,-997600000.0,2081400000.0,7792400000.0,-4133700000.0,-7241500000.0,3891300000.0,3510500000.0,3658700000.0,57662000000.0,61320700000.0,61320700000.0,
TORNTPOWER,2025-02-04 07:00:00-05:00,9.1,9.76,7.25,2024-12-31,0.0,0.223162,12835000000.0,4756600000.0,3775200000.0,48313900000.0,12835000000.0,9059800000.0,-2760800000.0,2760800000.0,4756600000.0,4756600000.0,57652700000.0,487356557.0,487356557.0,9.76,9.76,4756600000.0,4756600000.0,0.0,4756600000.0,-136700000.0,4893300000.0,4893300000.0,1405700000.0,6299000000.0,1718700000.0,-2760800000.0,2760800000.0,7341100000.0,9338800000.0,3904300000.0,3775200000.0,3775200000.0,16679900000.0,48313900000.0,64993800000.0,64993800000.0,713742066065.6769
TORNTPOWER,2024-11-13 06:00:00-05:00,11.9,10.01,-15.88,2024-09-30,0.0,0.280188,13320100000.0,4810300000.0,3709900000.0,53673100000.0,13320100000.0,9610200000.0,-2723400000.0,2723400000.0,4810300000.0,4810300000.0,63394900000.0,480549451.0,480549451.0,10.01,10.01,4810300000.0,4810300000.0,0.0,4810300000.0,-146900000.0,4957200000.0,4957200000.0,1929600000.0,6886800000.0,1247000000.0,-2723400000.0,2723400000.0,8363200000.0,9721800000.0,4108800000.0,3709900000.0,3709900000.0,18085000000.0,53673100000.0,71758100000.0,71758100000.0,889454915331.0515
TORNTPOWER,2024-07-30 08:00:00-04:00,13.12,20.23,54.25,2024-06-30,,,,,,,,,,,,,,480593178.0,480593178.0,20.23,20.23,,,,,,,,,,,,,,,,,,,,,,709734044788.6025
TORNTPOWER,2024-05-22 07:00:00-04:00,10.41,8.95,-14.02,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORNTPOWER,2024-02-08 07:00:00-05:00,14.9,7.49,-49.73,2023-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORNTPOWER,2023-11-09 06:00:00-05:00,11.35,10.94,-3.61,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORNTPOWER,2023-08-10 07:00:00-04:00,12.95,10.76,-16.91,2023-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORNTPOWER,2023-05-29 07:00:00-04:00,16.5,9.34,-43.39,2023-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORNTPOWER,2022-02-03 07:00:00-05:00,18.8,7.66,-59.26,2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORNTPOWER,2020-05-18 07:00:00-04:00,4.15,2.5,-39.67,2020-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORNTPOWER,2020-02-12 06:00:00-05:00,6.81,8.73,28.19,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORNTPOWER,2019-11-05 07:00:00-05:00,7.77,15.7,102.06,2019-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORNTPOWER,2019-05-15 07:00:00-04:00,5.38,0.5,-90.71,2019-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORNTPOWER,2019-02-05 07:00:00-05:00,6.63,4.93,-25.64,2018-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORNTPOWER,2018-10-30 07:00:00-04:00,7.7,8.58,11.43,2018-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORNTPOWER,2018-08-01 07:00:00-04:00,4.93,4.7,-4.57,2018-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORNTPOWER,2018-05-29 19:00:00-04:00,4.51,4.51,,2018-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORNTPOWER,2018-02-07 06:00:00-05:00,4.03,4.26,5.71,2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORNTPOWER,2017-11-06 06:00:00-05:00,4.28,6.61,54.44,2017-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORNTPOWER,2017-05-23 12:00:00-04:00,2.3,2.82,22.61,2017-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORNTPOWER,2016-10-27 14:00:00-04:00,1.9,2.93,54.21,2016-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
