Symbol,Quarter End,Tax Effect Of Unusual Items,Tax Rate For Calcs,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Continuous Operations,Tax Provision,Pretax Income,Special Income Charges,Operating Expense,Other Operating Expenses,Total Revenue,Operating Revenue,Market Cap
INDIANB,2025-06-30,-2566035298.986137,0.334734,-7665900000.0,-7665900000.0,22763700000.0,63610100000.0,99240900000.0,162851000000.0,27863564701.013863,22763700000.0,1346964497.0,1346964497.0,16.9,16.9,22763700000.0,22763700000.0,22763700000.0,-7100000.0,22770800000.0,0.0,22770800000.0,11162600000.0,33347700000.0,-7665900000.0,44929100000.0,18482100000.0,89815100000.0,89815100000.0,866704322037.0876
INDIANB,2025-03-31,5100000.0,0.3,17000000.0,17000000.0,29816400000.0,63925700000.0,94670600000.0,158596300000.0,29804500000.0,29816400000.0,,,,,29816400000.0,29816400000.0,29816400000.0,-3900000.0,29819400000.0,0.0,29819400000.0,12685100000.0,3373000000.0,17000000.0,32276700000.0,-17967000000.0,93256000000.0,93256000000.0,
INDIANB,2024-12-31,0.0,0.226976,0.0,0.0,29097300000.0,64249800000.0,93451800000.0,157701600000.0,29097300000.0,29097300000.0,1347097222.0,1347097222.0,21.6,21.6,29097300000.0,29097300000.0,29097300000.0,-4500000.0,29101800000.0,0.0,29101800000.0,8445000000.0,37206500000.0,0.0,44904800000.0,20484900000.0,88223600000.0,88223600000.0,696096127630.9037
INDIANB,2024-09-30,0.0,0.254209,0.0,0.0,27997000000.0,62155100000.0,91535000000.0,153690100000.0,27997000000.0,27997000000.0,1346657047.0,1346657047.0,20.79,20.79,27997000000.0,27997000000.0,27997000000.0,-11100000.0,28008100000.0,0.0,28008100000.0,9339600000.0,36739900000.0,0.0,43068600000.0,18254700000.0,88177200000.0,88177200000.0,688121449241.4502
INDIANB,2024-06-30,0.0,0.259163,0.0,0.0,25704000000.0,61801200000.0,88605100000.0,150406300000.0,25704000000.0,25704000000.0,1347169811.0,1347169811.0,19.08,19.08,25704000000.0,25704000000.0,25704000000.0,-9700000.0,25713700000.0,0.0,25713700000.0,8456300000.0,32629300000.0,0.0,46293900000.0,23124000000.0,82572500000.0,82572500000.0,716559819810.2278
