Symbol,Earnings Date,EPS Estimate,Reported EPS,Surprise(%),Quarter End,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
IREDA,2025-10-14 02:00:00-04:00,1.7,1.97,15.88,2025-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IREDA,2025-07-09 20:00:00-04:00,1.2,0.91,-24.17,2025-06-30,-1059360000.0,0.3,10250700000.0,-3531200000.0,-3531200000.0,2468800000.0,99600000.0,12395000000.0,6719500000.0,6619900000.0,4940640000.0,2468800000.0,12624500000.0,2712967033.0,2712967033.0,0.91,0.91,2468800000.0,2468800000.0,0.0,2468800000.0,2468800000.0,,2468800000.0,-554000000.0,3048400000.0,122400000.0,-3626100000.0,3626100000.0,6619900000.0,229500000.0,266600000.0,99600000.0,99600000.0,6849400000.0,12395000000.0,19244400000.0,19244400000.0,461557094571.19934
IREDA,2025-04-15 10:00:00-04:00,1.6,1.87,16.88,2025-03-31,-223162756.86835,0.203541,25080600000.0,-1096400000.0,-1096400000.0,5015300000.0,107900000.0,-7892000000.0,23984200000.0,23876300000.0,5888537243.13165,5015300000.0,-7074700000.0,,,,,5015300000.0,5015300000.0,0.0,5015300000.0,5015300000.0,0.0,5015300000.0,1281700000.0,6297000000.0,-10500000.0,-1130100000.0,1124700000.0,25446800000.0,817300000.0,-413500000.0,107900000.0,99400000.0,26264100000.0,-7892000000.0,18372100000.0,18372100000.0,
IREDA,2025-01-09 10:00:00-05:00,1.3,1.58,21.54,2024-12-31,-225053050.910442,0.209625,7351800000.0,-1073600000.0,-1073600000.0,4253800000.0,100200000.0,10517200000.0,6278200000.0,6178000000.0,5102346949.089558,4253800000.0,10531100000.0,2692278481.0,2692278481.0,1.58,1.58,4253800000.0,4253800000.0,0.0,4253800000.0,4253800000.0,0.0,4253800000.0,1128200000.0,5382000000.0,5300000.0,-1039700000.0,1039700000.0,6178000000.0,13900000.0,223000000.0,100200000.0,100200000.0,6191900000.0,10517200000.0,16709100000.0,16709100000.0,579512943035.25
IREDA,2024-10-10 07:00:00-04:00,1.5,1.44,-4.0,2024-09-30,-25904233.436977,0.1569,5338800000.0,-165100000.0,-165100000.0,3877500000.0,94300000.0,10510400000.0,5173700000.0,5079400000.0,4016695766.563023,3877500000.0,10947400000.0,2692708333.0,2692708333.0,1.44,1.44,3877500000.0,3877500000.0,0.0,3877500000.0,3877500000.0,0.0,3877500000.0,721600000.0,4599100000.0,8300000.0,-338500000.0,338500000.0,5079400000.0,437000000.0,438000000.0,94300000.0,94300000.0,5516400000.0,10510400000.0,16026800000.0,16026800000.0,632463346403.0299
IREDA,,,,,2024-06-30,77550000.0,0.3,4693500000.0,258500000.0,258500000.0,3837000000.0,86300000.0,9947600000.0,4952000000.0,4865700000.0,3656050000.0,3837000000.0,10212400000.0,2687764706.0,2687764706.0,143.0,143.0,3837000000.0,3837000000.0,0.0,3837000000.0,3837000000.0,0.0,3837000000.0,-375500000.0,4757400000.0,4300000.0,300400000.0,-300400000.0,4865700000.0,264800000.0,245000000.0,86300000.0,86300000.0,5130500000.0,9947600000.0,15078100000.0,15078100000.0,511857917172.5655
IREDA,2024-04-19 07:00:00-04:00,1.2,1.25,4.17,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IREDA,2024-01-20 03:00:00-05:00,1.1,1.38,25.45,2023-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
