Symbol,Earnings Date,EPS Estimate,Reported EPS,Surprise(%),Quarter End,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
ADANIPOWER,2026-01-28 05:00:00-05:00,1.32,,,2025-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANIPOWER,2025-10-30 04:00:00-04:00,1.34,1.53,14.18,2025-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANIPOWER,2025-08-01 03:00:00-04:00,2.66,1.72,-35.29,2025-06-30,0.0,0.213871,61498300000.0,33848600000.0,10885900000.0,74335900000.0,61498300000.0,50612400000.0,-8569300000.0,8569300000.0,33848600000.0,33848600000.0,95124600000.0,19633758701.0,19633758701.0,1.724,1.724,33848600000.0,33848600000.0,0.0,33848600000.0,797300000.0,33051300000.0,33051300000.0,8991800000.0,42043100000.0,4645500000.0,-8569300000.0,8569300000.0,45966900000.0,20788700000.0,7685500000.0,10885900000.0,10885900000.0,66755600000.0,74335900000.0,141091500000.0,141091500000.0,2300094861780.888
ADANIPOWER,2025-04-30 05:00:00-04:00,1.74,1.32,-23.91,2025-03-31,0.0,0.203003,48436500000.0,26369700000.0,10846500000.0,95612500000.0,48436500000.0,37590000000.0,7732000000.0,4977200000.0,26369700000.0,26369700000.0,96799900000.0,,,,,21620500000.0,21620500000.0,4749200000.0,26369700000.0,377400000.0,25992300000.0,25992300000.0,6620500000.0,32612800000.0,-21565800000.0,7732000000.0,4977200000.0,44861400000.0,1187400000.0,-10362000000.0,10846500000.0,10787300000.0,46048800000.0,95612500000.0,141661300000.0,141661300000.0,
ADANIPOWER,,,,,2024-12-31,0.0,0.275602,61851800000.0,30572100000.0,11700100000.0,76489600000.0,61851800000.0,50151700000.0,-9565300000.0,9565300000.0,30572100000.0,30572100000.0,98182700000.0,19929661017.0,19929661017.0,1.534,1.534,30572100000.0,30572100000.0,0.0,30572100000.0,1171400000.0,29400700000.0,29400700000.0,11185700000.0,40586400000.0,11622600000.0,-9565300000.0,9565300000.0,38529100000.0,21693100000.0,7878600000.0,11700100000.0,11700100000.0,60222200000.0,76489600000.0,136711800000.0,136711800000.0,2110351792926.0305
ADANIPOWER,,,,,2024-09-30,0.0,0.202357,59995400000.0,33318000000.0,10585900000.0,72382400000.0,59995400000.0,49409500000.0,-8068700000.0,8068700000.0,33318000000.0,33318000000.0,91218900000.0,20071084337.0,20071084337.0,1.66,1.66,33318000000.0,33318000000.0,0.0,33318000000.0,342800000.0,32975200000.0,32975200000.0,8365600000.0,41340800000.0,7239600000.0,-8068700000.0,8068700000.0,42169900000.0,18836500000.0,6545900000.0,10585900000.0,10585900000.0,61006400000.0,72382400000.0,133388800000.0,133388800000.0,2633928311791.5864
ADANIPOWER,,,,,2024-06-30,0.0,0.202368,67126300000.0,39127900000.0,9956300000.0,80419100000.0,67126300000.0,57170000000.0,-8114900000.0,8114900000.0,39127900000.0,39127900000.0,97569500000.0,20127520576.0,20127520576.0,1.944,1.944,39127900000.0,39127900000.0,0.0,39127900000.0,0.0,39127900000.0,39127900000.0,9927200000.0,49055100000.0,5183200000.0,-8114900000.0,8114900000.0,51986800000.0,17150400000.0,5065000000.0,9956300000.0,9956300000.0,69137200000.0,80419100000.0,149556300000.0,149556300000.0,2892727281752.4473
ADANIPOWER,2019-05-29 06:00:00-04:00,-0.24,0.26,209.09,2019-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANIPOWER,2019-02-06 03:00:00-05:00,-0.29,-0.68,-137.76,2018-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANIPOWER,2018-10-31 06:00:00-04:00,-0.28,0.2,171.94,2018-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANIPOWER,2018-08-06 07:00:00-04:00,-0.74,-0.43,42.16,2018-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANIPOWER,2018-05-03 10:00:00-04:00,-0.9,-0.34,62.5,2018-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANIPOWER,2018-01-17 23:00:00-05:00,-0.36,-0.66,-84.44,2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANIPOWER,2017-11-11 03:00:00-05:00,-0.21,0.15,173.79,2017-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANIPOWER,2017-08-10 05:00:00-04:00,-0.32,-0.24,26.86,2017-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANIPOWER,2017-05-27 05:00:00-04:00,-0.21,-2.71,-1192.38,2017-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANIPOWER,2017-01-20 08:00:00-05:00,-0.07,-0.19,-160.76,2016-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANIPOWER,2016-10-24 09:00:00-04:00,0.06,-0.07,-210.0,2016-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANIPOWER,2016-08-09 04:00:00-04:00,,-0.02,70.0,2016-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANIPOWER,2016-05-03 12:00:00-04:00,-0.08,0.74,1030.0,2016-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANIPOWER,2016-02-12 08:00:00-05:00,-0.19,0.07,136.08,2015-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANIPOWER,2015-11-03 08:00:00-05:00,-0.35,-0.25,28.0,2015-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANIPOWER,2015-08-10 10:00:00-04:00,-0.23,-0.29,-27.94,2015-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANIPOWER,2015-05-11 11:00:00-04:00,-0.36,0.04,111.25,2015-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANIPOWER,2015-01-29 05:00:00-05:00,-0.22,-0.3,-35.15,2014-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANIPOWER,2014-11-10 08:00:00-05:00,-0.01,-0.56,-4216.77,2014-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANIPOWER,2014-08-07 10:00:00-04:00,-0.19,-0.12,34.48,2014-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANIPOWER,2014-05-15 01:00:00-04:00,-0.45,1.76,493.77,2014-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
