Symbol,Earnings Date,EPS Estimate,Reported EPS,Surprise(%),Quarter End,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
PRESTIGE,2026-02-05 05:00:00-05:00,7.4,,,2025-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESTIGE,2025-11-12 09:00:00-05:00,10.31,9.99,-3.1,2025-09-30,0.0,0.216781,11877000000.0,0.0,0.0,4303000000.0,2186000000.0,5157000000.0,11877000000.0,9691000000.0,-3851000000.0,3851000000.0,4303000000.0,4303000000.0,17405000000.0,430730731.0,430730731.0,9.99,9.99,4303000000.0,4303000000.0,0.0,4303000000.0,-271000000.0,4574000000.0,4574000000.0,1266000000.0,5840000000.0,2661000000.0,0.0,-3851000000.0,3851000000.0,6912000000.0,12248000000.0,7846000000.0,2186000000.0,2186000000.0,19160000000.0,5157000000.0,24317000000.0,24317000000.0,650446466367.213
PRESTIGE,2025-08-05 10:00:00-04:00,8.15,6.79,-16.69,2025-06-30,0.0,0.289786,10387000000.0,0.0,0.0,2925000000.0,2162000000.0,7134000000.0,10387000000.0,8225000000.0,-3839000000.0,3839000000.0,2925000000.0,2925000000.0,16297000000.0,430780560.0,430780560.0,6.79,6.79,2925000000.0,2925000000.0,0.0,2925000000.0,-190000000.0,3115000000.0,3115000000.0,1271000000.0,4386000000.0,1614000000.0,0.0,-3839000000.0,3839000000.0,6776000000.0,9163000000.0,5032000000.0,2162000000.0,2162000000.0,15939000000.0,7134000000.0,23073000000.0,23073000000.0,713154850731.709
PRESTIGE,2025-05-29 14:00:00-04:00,0.7,0.58,-17.14,2025-03-31,68100000.0,0.3,4773000000.0,227000000.0,227000000.0,250000000.0,2167000000.0,-512000000.0,5000000000.0,2833000000.0,33000000.0,1962000000.0,91100000.0,250000000.0,10382000000.0,,,,,250000000.0,250000000.0,0.0,250000000.0,-181000000.0,431000000.0,431000000.0,440000000.0,871000000.0,-3135000000.0,20000000.0,33000000.0,1962000000.0,3460000000.0,10894000000.0,1129000000.0,2167000000.0,2167000000.0,14354000000.0,-1020000000.0,13842000000.0,13842000000.0,
PRESTIGE,2025-01-30 09:00:00-05:00,4.74,0.41,-91.34,2024-12-31,0.0,0.3,6265000000.0,0.0,0.0,177000000.0,2047000000.0,2345000000.0,6265000000.0,4218000000.0,-3451000000.0,3451000000.0,177000000.0,177000000.0,12691000000.0,431707317.0,431707317.0,0.41,0.41,177000000.0,177000000.0,0.0,177000000.0,-145000000.0,322000000.0,322000000.0,445000000.0,767000000.0,434000000.0,0.0,-3451000000.0,3451000000.0,3854000000.0,10346000000.0,6436000000.0,2047000000.0,2047000000.0,14200000000.0,2345000000.0,16545000000.0,16545000000.0,730471388083.6036
PRESTIGE,2024-10-29 10:00:00-04:00,0.4,4.7,1075.0,2024-09-30,0.0,0.3,7396000000.0,0.0,0.0,1922000000.0,2004000000.0,8618000000.0,7396000000.0,5392000000.0,-3565000000.0,3565000000.0,1922000000.0,1922000000.0,18735000000.0,408936170.0,408936170.0,4.7,4.7,1922000000.0,1922000000.0,0.0,1922000000.0,-424000000.0,2346000000.0,2346000000.0,-519000000.0,1827000000.0,1194000000.0,0.0,-3565000000.0,3565000000.0,4309000000.0,10117000000.0,6071000000.0,2004000000.0,2004000000.0,14426000000.0,8618000000.0,23044000000.0,23044000000.0,753721925981.2659
PRESTIGE,2024-07-31 09:00:00-04:00,8.25,5.8,-29.7,2024-06-30,,,,,,,,,,,,,,,,401034483.0,401034483.0,5.8,5.8,,,,,,,,,,,,,,,,,,,,,,,757398952924.218
PRESTIGE,2024-05-28 13:00:00-04:00,4.95,3.49,-29.49,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESTIGE,2024-02-13 08:00:00-05:00,0.6,2.9,383.33,2023-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESTIGE,2023-11-07 09:00:00-05:00,3.88,21.22,446.91,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESTIGE,2023-08-08 09:00:00-04:00,0.3,6.66,2120.0,2023-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESTIGE,2023-05-30 11:00:00-04:00,0.6,11.44,1806.93,2023-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESTIGE,2023-02-14 07:00:00-05:00,2.96,3.19,7.6,2022-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESTIGE,2022-11-09 11:00:00-05:00,0.1,0.94,840.9,2022-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESTIGE,2022-08-09 06:00:00-04:00,1.65,2.44,47.69,2022-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESTIGE,2022-05-26 14:00:00-04:00,3.3,6.08,84.09,2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESTIGE,2022-02-09 08:00:00-05:00,3.14,2.33,-25.81,2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESTIGE,2021-11-11 12:00:00-05:00,0.93,1.89,103.88,2021-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESTIGE,2021-08-10 08:00:00-04:00,0.41,1.43,245.81,2021-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESTIGE,2021-06-08 12:00:00-04:00,1.64,4.74,188.92,2021-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESTIGE,2021-02-11 07:00:00-05:00,1.97,1.46,-25.89,2020-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESTIGE,2020-11-11 07:00:00-05:00,,1.49,,2020-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
