Symbol,Earnings Date,EPS Estimate,Reported EPS,Surprise(%),Quarter End,Tax Effect Of Unusual Items,Tax Rate For Calcs,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Continuous Operations,Tax Provision,Pretax Income,Special Income Charges,Operating Expense,Other Operating Expenses,Total Revenue,Operating Revenue,Market Cap
BANKINDIA,2022-05-24 02:00:00-04:00,3.59,1.48,-58.77,2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BANKINDIA,2022-02-04 04:00:00-05:00,2.55,2.5,-1.96,2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BANKINDIA,2021-11-02 02:00:00-04:00,4.32,2.74,-36.57,2021-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BANKINDIA,2021-08-03 02:00:00-04:00,1.77,2.14,20.9,2021-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BANKINDIA,2021-02-10 01:00:00-05:00,-0.66,1.65,350.0,2020-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BANKINDIA,2020-11-06 02:00:00-05:00,-0.29,1.6,651.72,2020-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BANKINDIA,2020-08-03 02:00:00-04:00,1.37,2.57,87.59,2020-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BANKINDIA,2020-06-25 03:00:00-04:00,-11.03,-10.9,1.18,2020-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BANKINDIA,2020-01-31 01:00:00-05:00,3.03,0.32,-89.44,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BANKINDIA,2019-11-01 03:00:00-04:00,2.39,0.81,-66.11,2019-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BANKINDIA,2019-07-30 13:00:00-04:00,2.57,0.77,-70.04,2019-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
