Symbol,Earnings Date,EPS Estimate,Reported EPS,Surprise(%),Quarter End,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
TORNTPHARM,2026-01-23 05:00:00-05:00,18.25,,,2025-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORNTPHARM,2025-11-07 07:00:00-05:00,17.29,17.45,0.95,2025-09-30,-32869785.082174,0.252845,10560000000.0,-130000000.0,-130000000.0,5910000000.0,2040000000.0,8000000000.0,10430000000.0,8390000000.0,-480000000.0,480000000.0,6007130214.917826,5910000000.0,23670000000.0,338681948.0,338681948.0,17.45,17.45,5910000000.0,5910000000.0,0.0,5910000000.0,0.0,5910000000.0,5910000000.0,2000000000.0,7910000000.0,-270000000.0,-130000000.0,-480000000.0,480000000.0,8790000000.0,15670000000.0,7920000000.0,2040000000.0,2040000000.0,24460000000.0,8000000000.0,32460000000.0,32460000000.0,1220338778496.3955
TORNTPHARM,2025-07-28 06:00:00-04:00,17.29,16.19,-6.35,2025-06-30,0.0,0.257453,9950000000.0,0.0,0.0,5480000000.0,2010000000.0,7740000000.0,9950000000.0,7940000000.0,-560000000.0,560000000.0,5480000000.0,5480000000.0,22970000000.0,338480544.0,338480544.0,16.19,16.19,5480000000.0,5480000000.0,0.0,5480000000.0,0.0,5480000000.0,5480000000.0,1900000000.0,7380000000.0,-370000000.0,0.0,-560000000.0,560000000.0,8310000000.0,15230000000.0,7670000000.0,2010000000.0,2010000000.0,23540000000.0,7740000000.0,31280000000.0,31280000000.0,1153609373533.4297
TORNTPHARM,2025-05-20 07:00:00-04:00,15.93,15.24,-4.34,2025-03-31,-15383017.704306,0.250538,9272600000.0,-61400000.0,-61400000.0,4982500000.0,2009300000.0,8394900000.0,9211200000.0,7201900000.0,-361200000.0,553800000.0,5028516982.295694,4982500000.0,21461900000.0,,,,,4982500000.0,4982500000.0,0.0,4982500000.0,0.0,4982500000.0,4982500000.0,1665600000.0,6648100000.0,-393800000.0,-228700000.0,-361200000.0,553800000.0,7630600000.0,13067000000.0,-15440800000.0,2009300000.0,-3417800000.0,20697600000.0,8394900000.0,29092500000.0,29092500000.0,
TORNTPHARM,2025-01-24 07:00:00-05:00,15.1,14.88,-1.45,2024-12-31,0.0,0.272069,9470000000.0,0.0,0.0,5030000000.0,1990000000.0,6730000000.0,9470000000.0,7480000000.0,-570000000.0,570000000.0,5030000000.0,5030000000.0,20470000000.0,338037634.0,338037634.0,14.88,14.88,5030000000.0,5030000000.0,0.0,5030000000.0,0.0,5030000000.0,5030000000.0,1880000000.0,6910000000.0,330000000.0,0.0,-570000000.0,570000000.0,7150000000.0,13740000000.0,6730000000.0,1990000000.0,1990000000.0,20890000000.0,6730000000.0,27620000000.0,27620000000.0,1124892439764.3335
TORNTPHARM,2024-10-25 07:00:00-04:00,14.54,13.37,-8.02,2024-09-30,0.0,0.314675,9230000000.0,0.0,0.0,4530000000.0,1980000000.0,6780000000.0,9230000000.0,7250000000.0,-640000000.0,640000000.0,4530000000.0,4530000000.0,20900000000.0,338818250.0,338818250.0,13.37,13.37,4530000000.0,4530000000.0,0.0,4530000000.0,0.0,4530000000.0,4530000000.0,2080000000.0,6610000000.0,-160000000.0,0.0,-640000000.0,640000000.0,7410000000.0,14120000000.0,7290000000.0,1980000000.0,1980000000.0,21530000000.0,6780000000.0,28310000000.0,28310000000.0,1139738022034.4849
TORNTPHARM,2024-07-23 07:00:00-04:00,13.97,13.51,-3.26,2024-06-30,,,,,,,,,,,,,,,,338267950.0,338267950.0,13.51,13.51,,,,,,,,,,,,,,,,,,,,,,,935120523443.1764
TORNTPHARM,2024-05-24 08:00:00-04:00,13.0,13.27,2.06,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORNTPHARM,2024-02-02 03:00:00-05:00,12.28,11.27,-8.17,2023-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORNTPHARM,2023-10-23 08:00:00-04:00,11.29,11.39,0.85,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORNTPHARM,2023-08-07 07:00:00-04:00,10.84,11.18,3.1,2023-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORNTPHARM,2023-05-30 07:00:00-04:00,9.43,8.48,-10.03,2023-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORNTPHARM,2023-01-25 07:00:00-05:00,10.95,8.36,-23.63,2022-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORNTPHARM,2022-10-21 08:00:00-04:00,14.93,9.22,-38.26,2022-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORNTPHARM,2022-07-29 08:00:00-04:00,13.03,20.9,60.42,2022-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORNTPHARM,2022-05-25 08:00:00-04:00,7.75,10.85,40.04,2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORNTPHARM,2022-01-25 07:00:00-05:00,9.67,7.38,-23.75,2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORNTPHARM,2021-10-26 08:00:00-04:00,9.87,9.32,-5.66,2021-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORNTPHARM,2021-07-27 07:00:00-04:00,11.13,9.77,-12.3,2021-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORNTPHARM,2021-05-18 06:00:00-04:00,7.74,9.58,23.85,2021-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORNTPHARM,2021-02-08 05:00:00-05:00,8.63,8.76,1.51,2020-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORNTPHARM,2020-10-26 07:00:00-04:00,8.64,9.16,6.02,2020-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORNTPHARM,2020-07-30 07:00:00-04:00,6.5,9.49,46.09,2020-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORNTPHARM,2020-05-26 07:00:00-04:00,6.66,9.28,39.35,2020-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORNTPHARM,2020-01-27 06:00:00-05:00,6.97,7.39,5.94,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
