Symbol,Earnings Date,EPS Estimate,Reported EPS,Surprise(%),Quarter End,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
LODHA,2026-01-29 05:00:00-05:00,8.6,,,2025-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LODHA,2025-10-30 09:00:00-04:00,5.8,7.67,32.24,2025-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LODHA,2025-07-26 10:00:00-04:00,8.4,6.74,-19.76,2025-06-30,0.0,0.252795,11172000000.0,,,6747000000.0,659000000.0,20950000000.0,11172000000.0,10513000000.0,-1478000000.0,1478000000.0,6747000000.0,6747000000.0,25732000000.0,1001038576.0,998076923.0,6.74,6.76,6747000000.0,6747000000.0,0.0,6747000000.0,-4000000.0,6751000000.0,6751000000.0,2284000000.0,9035000000.0,1330000000.0,,-1478000000.0,1478000000.0,9185000000.0,4782000000.0,2603000000.0,659000000.0,659000000.0,13967000000.0,20950000000.0,34917000000.0,34917000000.0,1376999166059.7383
LODHA,2025-04-24 11:00:00-04:00,10.6,9.22,-13.02,2025-03-31,240252591.656131,0.22225,13174000000.0,1081000000.0,1081000000.0,9217000000.0,-359000000.0,25672000000.0,14255000000.0,14255000000.0,41000000.0,2390000000.0,8376252591.656131,9217000000.0,28561000000.0,,,,,9217000000.0,9217000000.0,0.0,9217000000.0,-11000000.0,9228000000.0,9228000000.0,2637000000.0,11865000000.0,-1832000000.0,-1138000000.0,41000000.0,2390000000.0,12588000000.0,2889000000.0,107000000.0,-359000000.0,-359000000.0,15477000000.0,25672000000.0,41149000000.0,41149000000.0,
LODHA,2025-01-25 05:00:00-05:00,9.7,9.45,-2.58,2024-12-31,0.0,0.184463,13698000000.0,0.0,0.0,9444000000.0,672000000.0,23995000000.0,13698000000.0,13026000000.0,-1441000000.0,1441000000.0,9444000000.0,9444000000.0,28443000000.0,999365079.0,996202532.0,9.45,9.48,9444000000.0,9444000000.0,0.0,9444000000.0,-4000000.0,9448000000.0,9448000000.0,2137000000.0,11585000000.0,636000000.0,0.0,-1441000000.0,1441000000.0,12387000000.0,4448000000.0,2462000000.0,672000000.0,672000000.0,16835000000.0,23995000000.0,40830000000.0,40830000000.0,1379576459308.3218
LODHA,2024-10-25 09:00:00-04:00,6.3,4.23,-32.86,2024-09-30,0.0,0.244329,7629000000.0,0.0,0.0,4229000000.0,665000000.0,15720000000.0,7629000000.0,6964000000.0,-1365000000.0,1365000000.0,4229000000.0,4229000000.0,19876000000.0,999763593.0,995058824.0,4.23,4.25,4229000000.0,4229000000.0,0.0,4229000000.0,-2000000.0,4231000000.0,4231000000.0,1368000000.0,5599000000.0,589000000.0,0.0,-1365000000.0,1365000000.0,6381000000.0,4156000000.0,2088000000.0,665000000.0,665000000.0,10537000000.0,15720000000.0,26257000000.0,26257000000.0,1224265133793.5996
LODHA,2024-07-30 08:00:00-04:00,4.3,4.76,10.7,2024-06-30,0.0,0.268521,8282000000.0,0.0,0.0,4753000000.0,604000000.0,17109000000.0,8282000000.0,7678000000.0,-1172000000.0,1172000000.0,4753000000.0,4753000000.0,21501000000.0,998529412.0,994351464.0,4.76,4.78,4753000000.0,4753000000.0,0.0,4753000000.0,-6000000.0,4759000000.0,4759000000.0,1747000000.0,6506000000.0,718000000.0,0.0,-1172000000.0,1172000000.0,6964000000.0,4392000000.0,2388000000.0,604000000.0,604000000.0,11356000000.0,17109000000.0,28465000000.0,28465000000.0,1487534132021.581
LODHA,2024-04-24 08:00:00-04:00,7.69,6.81,-11.44,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LODHA,2024-01-27 07:00:00-05:00,3.62,6.04,67.18,2023-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LODHA,2023-10-28 08:00:00-04:00,3.72,2.09,-43.82,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LODHA,2023-07-27 12:00:00-04:00,5.27,1.85,-64.9,2023-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LODHA,2023-04-22 08:00:00-04:00,12.11,7.72,-36.31,2023-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LODHA,2023-01-24 08:00:00-05:00,4.51,4.2,-7.09,2022-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LODHA,2022-11-01 11:00:00-04:00,3.52,2.19,-37.72,2022-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LODHA,2022-07-25 07:00:00-04:00,4.29,2.81,-34.5,2022-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LODHA,2022-04-26 10:00:00-04:00,3.25,5.55,71.03,2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LODHA,2022-01-25 08:00:00-05:00,2.66,3.07,15.63,2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LODHA,2021-10-21 08:00:00-04:00,3.7,2.46,-33.51,2021-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
