Symbol,Quarter End,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
BLUESTARCO,2025-06-30,0.0,0.259817,2146500000.0,0.0,0.0,1209600000.0,413500000.0,22841800000.0,2146500000.0,1733000000.0,-100700000.0,100700000.0,1209600000.0,1209600000.0,28236100000.0,205714286.0,205714286.0,5.88,5.88,1209600000.0,1209600000.0,0.0,1209600000.0,1400000.0,1208200000.0,1208200000.0,424100000.0,1632300000.0,160700000.0,0.0,,-100700000.0,100700000.0,1586400000.0,5394300000.0,2657200000.0,413500000.0,413500000.0,6980700000.0,22841800000.0,29822500000.0,29822500000.0,334857757161.5088
BLUESTARCO,2025-03-31,19850823.888755,0.22032,2850300000.0,90100000.0,90100000.0,1936400000.0,354200000.0,31287400000.0,2940400000.0,2586200000.0,-37300000.0,98000000.0,1866150823.888755,1936400000.0,36196000000.0,,,,,1936400000.0,1936400000.0,0.0,1936400000.0,-3600000.0,1940000000.0,1940000000.0,548200000.0,2488200000.0,-286300000.0,-245200000.0,45500000.0,-37300000.0,98000000.0,2844000000.0,4908600000.0,-3534100000.0,354200000.0,116200000.0,7752600000.0,31287400000.0,39040000000.0,39040000000.0,
BLUESTARCO,2024-12-31,32520827.979217,0.259959,2173100000.0,125100000.0,125100000.0,1325700000.0,349000000.0,21223500000.0,2298200000.0,1949200000.0,-159300000.0,159300000.0,1233120827.979217,1325700000.0,26328800000.0,205854037.0,205854037.0,6.44,6.44,1325700000.0,1325700000.0,0.0,1325700000.0,1100000.0,1324600000.0,1324600000.0,465300000.0,1789900000.0,87300000.0,125100000.0,-125100000.0,-159300000.0,159300000.0,1744800000.0,5105300000.0,2414500000.0,349000000.0,349000000.0,6850100000.0,21223500000.0,28073600000.0,28073600000.0,438247463970.3589
BLUESTARCO,2024-09-30,0.0,0.267277,1675300000.0,,,961900000.0,299500000.0,16737400000.0,1675300000.0,1375800000.0,-64800000.0,64800000.0,961900000.0,961900000.0,21566000000.0,205974304.0,205974304.0,4.67,4.67,961900000.0,961900000.0,0.0,961900000.0,1300000.0,960600000.0,960600000.0,350400000.0,1311000000.0,185100000.0,,,-64800000.0,64800000.0,1193600000.0,4828600000.0,2329300000.0,299500000.0,299500000.0,6022200000.0,16737400000.0,22759600000.0,22759600000.0,423037075749.8828
BLUESTARCO,2024-06-30,0.0,0.25334,2616800000.0,0.0,0.0,1688400000.0,280200000.0,21886100000.0,2616800000.0,2336600000.0,-76400000.0,76400000.0,1688400000.0,1688400000.0,26555600000.0,205651644.0,205651644.0,8.21,8.21,1688400000.0,1688400000.0,0.0,1688400000.0,800000.0,1687600000.0,1687600000.0,572600000.0,2260200000.0,237700000.0,0.0,,-76400000.0,76400000.0,2098100000.0,4669500000.0,2411000000.0,280200000.0,280200000.0,6767600000.0,21886100000.0,28653700000.0,28653700000.0,333159805433.4741
