Symbol,Earnings Date,EPS Estimate,Reported EPS,Surprise(%),Quarter End,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
APOLLOHOSP,2026-02-10 05:00:00-05:00,32.72,,,2025-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APOLLOHOSP,2025-11-05 19:00:00-05:00,34.19,33.19,-2.92,2025-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APOLLOHOSP,2025-08-12 09:00:00-04:00,26.19,30.1,14.92,2025-06-30,0.0,0.243178,9057000000.0,,,4328000000.0,2147000000.0,30476000000.0,9057000000.0,6910000000.0,-1083000000.0,1083000000.0,4328000000.0,4328000000.0,52049000000.0,143787375.0,143787375.0,30.1,30.1,4328000000.0,4328000000.0,0.0,4328000000.0,-82000000.0,4410000000.0,4410000000.0,1417000000.0,5827000000.0,402000000.0,,-1083000000.0,1083000000.0,6372000000.0,21573000000.0,12300000000.0,2147000000.0,2147000000.0,27945000000.0,30476000000.0,58421000000.0,58421000000.0,1039977013192.3828
APOLLOHOSP,2025-05-30 09:00:00-04:00,29.62,27.1,-8.52,2025-03-31,139303588.748788,0.195926,7342000000.0,711000000.0,711000000.0,3896000000.0,2110000000.0,29286000000.0,8053000000.0,5943000000.0,-225000000.0,788000000.0,3324303588.748788,3896000000.0,48054000000.0,,,,,3896000000.0,3896000000.0,0.0,3896000000.0,-249000000.0,4145000000.0,4145000000.0,1010000000.0,5155000000.0,-1144000000.0,-63000000.0,-225000000.0,788000000.0,5702000000.0,18768000000.0,-17192000000.0,2110000000.0,1435000000.0,24470000000.0,29286000000.0,53756000000.0,53756000000.0,
APOLLOHOSP,2025-02-10 08:00:00-05:00,25.04,25.89,3.41,2024-12-31,0.0,0.292428,8306000000.0,0.0,0.0,3723000000.0,1846000000.0,29007000000.0,8306000000.0,6460000000.0,-1098000000.0,1098000000.0,3723000000.0,3723000000.0,49500000000.0,143800695.0,143800695.0,25.89,25.89,3723000000.0,3723000000.0,0.0,3723000000.0,-71000000.0,3794000000.0,3794000000.0,1568000000.0,5362000000.0,638000000.0,0.0,-1098000000.0,1098000000.0,5769000000.0,20493000000.0,11783000000.0,1846000000.0,1846000000.0,26262000000.0,29007000000.0,55269000000.0,55269000000.0,1046398968949.1088
APOLLOHOSP,2024-11-06 05:00:00-05:00,25.58,26.34,2.95,2024-09-30,0.0,0.290097,8594000000.0,0.0,0.0,3788000000.0,1845000000.0,28577000000.0,8594000000.0,6749000000.0,-1175000000.0,1175000000.0,3788000000.0,3788000000.0,49583000000.0,143811693.0,143811693.0,26.34,26.34,3788000000.0,3788000000.0,0.0,3788000000.0,-169000000.0,3957000000.0,3957000000.0,1617000000.0,5574000000.0,382000000.0,0.0,-1175000000.0,1175000000.0,6310000000.0,21006000000.0,12160000000.0,1845000000.0,1845000000.0,27316000000.0,28577000000.0,55893000000.0,55893000000.0,1032538041784.3271
APOLLOHOSP,2024-08-13 09:00:00-04:00,21.43,21.23,-0.95,2024-06-30,0.0,0.266279,7238000000.0,0.0,0.0,3052000000.0,1774000000.0,26230000000.0,7238000000.0,5464000000.0,-1164000000.0,1164000000.0,3052000000.0,3052000000.0,45879000000.0,143758832.0,143758832.0,21.23,21.23,3052000000.0,3052000000.0,0.0,3052000000.0,-103000000.0,3155000000.0,3155000000.0,1145000000.0,4300000000.0,372000000.0,0.0,-1164000000.0,1164000000.0,4977000000.0,19649000000.0,11294000000.0,1774000000.0,1774000000.0,24626000000.0,26230000000.0,50856000000.0,50856000000.0,885496845431.4062
APOLLOHOSP,2024-05-30 09:00:00-04:00,19.56,17.65,-9.77,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APOLLOHOSP,2024-02-08 04:00:00-05:00,18.12,17.06,-5.86,2023-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APOLLOHOSP,2023-11-09 04:00:00-05:00,18.59,16.2,-12.88,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APOLLOHOSP,2023-08-11 04:00:00-04:00,13.45,11.59,-13.83,2023-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APOLLOHOSP,2023-05-30 05:00:00-04:00,15.35,10.5,-31.6,2023-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APOLLOHOSP,2023-02-14 10:00:00-05:00,15.89,10.67,-32.83,2022-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APOLLOHOSP,2022-11-10 08:00:00-05:00,15.73,14.19,-9.81,2022-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APOLLOHOSP,2022-08-11 09:00:00-04:00,13.82,22.05,59.56,2022-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APOLLOHOSP,2022-05-25 10:00:00-04:00,13.41,6.27,-53.25,2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APOLLOHOSP,2022-02-11 04:00:00-05:00,16.31,15.88,-2.62,2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APOLLOHOSP,2021-11-12 09:00:00-05:00,14.83,17.24,16.28,2021-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APOLLOHOSP,2021-08-13 09:00:00-04:00,10.96,16.94,54.55,2021-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APOLLOHOSP,2021-06-23 12:00:00-04:00,10.31,10.51,1.93,2021-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APOLLOHOSP,2021-02-12 06:00:00-05:00,4.76,9.38,96.87,2020-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APOLLOHOSP,2020-11-11 08:00:00-05:00,-2.34,2.04,187.26,2020-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APOLLOHOSP,2020-09-14 08:00:00-04:00,-24.3,-10.72,55.88,2020-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APOLLOHOSP,2020-06-25 10:00:00-04:00,6.28,5.97,-5.01,2020-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APOLLOHOSP,2020-02-13 05:00:00-05:00,7.08,6.81,-3.81,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
