Symbol,Earnings Date,EPS Estimate,Reported EPS,Surprise(%),Quarter End,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
M&M,2026-03-05 08:00:00-05:00,1.54,,,2025-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M&M,2025-12-03 06:00:00-05:00,-0.13,0.09,168.18,2025-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M&M,2025-09-03 06:00:00-04:00,0.19,0.31,66.17,2025-06-30,0.0,0.224576,96228600000.0,40833200000.0,15475600000.0,283349000000.0,96228600000.0,80753000000.0,-24311900000.0,24311900000.0,40833200000.0,40833200000.0,386642900000.0,1120867417.0,1116271186.0,36.43,36.58,40833200000.0,40833200000.0,0.0,40833200000.0,-2932600000.0,43765800000.0,43765800000.0,12675300000.0,56441100000.0,9169200000.0,-24311900000.0,24311900000.0,67715900000.0,103293900000.0,57373100000.0,15475600000.0,15475600000.0,171009800000.0,283349000000.0,454358800000.0,454358800000.0,3524994453967.9214
M&M,2025-05-28 06:00:00-04:00,0.15,0.16,6.57,2025-03-31,0.0,0.234493,83069700000.0,32951700000.0,15132500000.0,264049500000.0,83069700000.0,67937200000.0,-11449600000.0,21669200000.0,32951700000.0,32951700000.0,330188200000.0,,,,,32495600000.0,32951700000.0,0.0,32951700000.0,-2466800000.0,35418500000.0,35418500000.0,10849500000.0,46268000000.0,-9535000000.0,-11449600000.0,21669200000.0,64623600000.0,66138700000.0,-68664500000.0,15132500000.0,-3549600000.0,130762300000.0,264049500000.0,394811800000.0,394811800000.0,
M&M,2025-03-06 06:00:00-05:00,1.54,1.8,16.68,2024-12-31,0.0,0.2882,89493200000.0,31805800000.0,14951700000.0,251291200000.0,89493200000.0,74541500000.0,-23621600000.0,23621600000.0,31805800000.0,31805800000.0,347344900000.0,1119922535.0,1115601543.0,28.4,28.51,31805800000.0,31805800000.0,0.0,31805800000.0,-4439000000.0,36244800000.0,36244800000.0,14675100000.0,50919900000.0,4113300000.0,-23621600000.0,23621600000.0,67304900000.0,96053700000.0,52274300000.0,14951700000.0,14951700000.0,163358600000.0,251291200000.0,414649800000.0,414649800000.0,3327988113326.2456
M&M,2024-12-11 06:00:00-05:00,0.03,0.04,58.92,2024-09-30,0.0,0.29091,82589700000.0,31707200000.0,13019900000.0,226824100000.0,82589700000.0,69569800000.0,-22170200000.0,22170200000.0,31707200000.0,31707200000.0,320923300000.0,1120000000.0,1115272599.0,28.31,28.43,31707200000.0,31707200000.0,0.0,31707200000.0,-1903400000.0,33610600000.0,33610600000.0,13789000000.0,47399600000.0,6592200000.0,-22170200000.0,22170200000.0,55967100000.0,94099200000.0,54527100000.0,13019900000.0,13019900000.0,150066300000.0,226824100000.0,376890400000.0,376890400000.0,3424147181811.993
M&M,2024-08-21 06:00:00-04:00,0.29,0.53,80.0,2024-06-30,0.0,0.23266,79763300000.0,32826300000.0,12477700000.0,221615900000.0,79763300000.0,67285600000.0,-21076900000.0,21076900000.0,32826300000.0,32826300000.0,312223700000.0,1119587312.0,1115023777.0,29.32,29.44,32826300000.0,32826300000.0,0.0,32826300000.0,-2631500000.0,35457800000.0,35457800000.0,10750900000.0,46208700000.0,4087700000.0,-21076900000.0,21076900000.0,57876900000.0,90607800000.0,51344300000.0,12477700000.0,12477700000.0,148484700000.0,221615900000.0,370100600000.0,370100600000.0,3147858578230.772
M&M,2024-05-21 06:00:00-04:00,0.17,0.27,60.23,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M&M,2024-02-27 06:00:00-05:00,1.99,2.45,23.28,2023-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M&M,2023-11-16 06:00:00-05:00,0.01,0.21,3483.62,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M&M,2023-08-22 07:00:00-04:00,0.14,0.26,90.04,2023-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M&M,2023-06-01 06:00:00-04:00,0.46,0.56,22.94,2023-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M&M,2023-03-02 06:00:00-05:00,1.59,1.88,17.98,2022-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M&M,2022-11-17 06:00:00-05:00,0.19,0.52,174.81,2022-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M&M,2022-08-23 06:00:00-04:00,0.88,1.0,13.62,2022-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M&M,2022-05-26 06:00:00-04:00,0.82,1.08,31.54,2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M&M,2022-02-22 06:00:00-05:00,1.99,2.45,22.87,2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M&M,2021-11-18 06:00:00-05:00,0.33,1.23,275.46,2021-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
