Symbol,Earnings Date,EPS Estimate,Reported EPS,Surprise(%),Quarter End,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
VBL,2023-08-03 02:00:00-04:00,3.25,3.06,-5.71,2023-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBL,2023-05-02 02:00:00-04:00,1.19,1.32,10.92,2023-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBL,2023-02-06 01:00:00-05:00,0.15,0.23,53.33,2022-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBL,2022-11-01 02:00:00-04:00,0.79,1.17,48.61,2022-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBL,2022-08-01 02:00:00-04:00,2.17,2.42,11.71,2022-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBL,2022-04-28 02:00:00-04:00,0.55,0.78,41.44,2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBL,2022-02-03 01:00:00-05:00,0.08,0.05,-36.66,2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBL,2021-10-29 02:00:00-04:00,0.87,0.74,-14.61,2021-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBL,2021-08-02 02:00:00-04:00,0.93,0.95,1.71,2021-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBL,2021-05-03 02:00:00-04:00,0.36,0.4,10.62,2021-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBL,2021-02-16 01:00:00-05:00,-0.13,-0.06,54.67,2020-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBL,2020-11-03 01:00:00-05:00,0.39,0.47,20.45,2020-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBL,2020-08-04 02:00:00-04:00,0.3,0.43,43.53,2020-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBL,2020-05-05 02:00:00-04:00,0.14,0.37,162.5,2020-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBL,2020-02-07 01:00:00-05:00,0.06,-0.18,-380.81,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
