Symbol,Earnings Date,EPS Estimate,Reported EPS,Surprise(%),Quarter End,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
VOLTAS,2026-01-29 05:00:00-05:00,4.19,,,2025-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOLTAS,2025-11-13 04:00:00-05:00,2.77,1.03,-62.86,2025-09-30,0.0,0.3,985000000.0,342900000.0,244200000.0,17644600000.0,985000000.0,740800000.0,-199600000.0,199600000.0,342900000.0,342900000.0,22684000000.0,332912621.0,332912621.0,1.03,1.03,342900000.0,342900000.0,0.0,342900000.0,27900000.0,315000000.0,315000000.0,226200000.0,541200000.0,646100000.0,-199600000.0,199600000.0,459900000.0,5039400000.0,2716900000.0,244200000.0,244200000.0,5499300000.0,17644600000.0,23143900000.0,23143900000.0,450597232523.5
VOLTAS,2025-08-08 06:00:00-04:00,7.09,4.25,-40.06,2025-06-30,0.0,0.306383,2347200000.0,1404600000.0,184700000.0,30795900000.0,2347200000.0,2162500000.0,-135300000.0,135300000.0,1404600000.0,1404600000.0,37522300000.0,330494118.0,330494118.0,4.25,4.25,1404600000.0,1404600000.0,0.0,1404600000.0,-1500000.0,1406100000.0,1406100000.0,621100000.0,2027200000.0,820700000.0,-135300000.0,135300000.0,1600600000.0,6726400000.0,4499500000.0,184700000.0,184700000.0,8327000000.0,30795900000.0,39122900000.0,39122900000.0,434302312395.09595
VOLTAS,2025-05-06 20:00:00-04:00,8.16,7.28,-10.78,2025-03-31,0.0,0.313198,3805000000.0,2410200000.0,140500000.0,37604100000.0,3805000000.0,3664500000.0,675300000.0,232800000.0,2410200000.0,2410200000.0,43950500000.0,,,,,2410200000.0,2410200000.0,0.0,2410200000.0,53300000.0,2356900000.0,2356900000.0,1074800000.0,3431700000.0,-1900300000.0,675300000.0,232800000.0,3329800000.0,6346400000.0,-995800000.0,140500000.0,116900000.0,9676200000.0,37604100000.0,47280300000.0,47280300000.0,
VOLTAS,2025-01-29 06:00:00-05:00,4.91,3.99,-18.73,2024-12-31,0.0,0.314064,2240200000.0,1321300000.0,178700000.0,23806800000.0,2240200000.0,2061500000.0,-155200000.0,155200000.0,1321300000.0,1321300000.0,29078400000.0,331152882.0,331152882.0,3.99,3.99,1321300000.0,1321300000.0,0.0,1321300000.0,13700000.0,1307600000.0,1307600000.0,598700000.0,1906300000.0,590500000.0,-155200000.0,155200000.0,1795200000.0,5271600000.0,2959000000.0,178700000.0,178700000.0,7066800000.0,23806800000.0,30873600000.0,30873600000.0,589456657440.8086
VOLTAS,2024-10-29 06:00:00-04:00,4.11,4.05,-1.37,2024-09-30,0.0,0.353405,2354200000.0,1339900000.0,164300000.0,19421100000.0,2354200000.0,2189900000.0,-135600000.0,135600000.0,1339900000.0,1339900000.0,24553700000.0,330839506.0,330839506.0,4.05,4.05,1339900000.0,1339900000.0,0.0,1339900000.0,11600000.0,1328300000.0,1328300000.0,726000000.0,2054300000.0,1054700000.0,-135600000.0,135600000.0,1457800000.0,5132600000.0,2766300000.0,164300000.0,164300000.0,6590400000.0,19421100000.0,26011500000.0,26011500000.0,607043363419.2405
VOLTAS,2024-08-11 22:00:00-04:00,7.76,10.1,30.23,2024-06-30,,,,,,,,,,,,,,330920792.0,330920792.0,10.1,10.1,,,,,,,,,,,,,,,,,,,,,,484477168894.6152
VOLTAS,2024-05-07 08:00:00-04:00,5.88,3.52,-40.17,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOLTAS,2024-01-30 08:00:00-05:00,2.41,-0.92,-138.13,2023-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOLTAS,2023-10-19 09:00:00-04:00,3.03,1.11,-63.38,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOLTAS,2023-08-11 08:00:00-04:00,5.16,3.91,-24.29,2023-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOLTAS,2023-04-26 09:00:00-04:00,4.7,4.35,-7.36,2023-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOLTAS,2023-02-09 05:00:00-05:00,3.06,0.82,-73.3,2022-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOLTAS,2022-11-01 06:00:00-04:00,2.53,2.94,16.14,2022-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOLTAS,2022-08-02 08:00:00-04:00,6.06,3.29,-45.68,2022-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOLTAS,2022-05-05 10:00:00-04:00,7.06,5.52,-21.82,2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOLTAS,2022-02-11 07:00:00-05:00,3.86,2.9,-24.91,2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOLTAS,2021-10-29 03:00:00-04:00,3.39,3.13,-7.55,2021-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOLTAS,2021-08-06 02:00:00-04:00,4.76,3.68,-22.75,2021-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOLTAS,2021-05-12 04:00:00-04:00,5.27,7.18,36.25,2021-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOLTAS,2021-02-12 01:00:00-05:00,2.88,3.87,34.2,2020-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOLTAS,2020-11-06 02:00:00-05:00,2.59,2.37,-8.57,2020-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOLTAS,2020-08-14 04:00:00-04:00,2.0,2.45,22.5,2020-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
