Symbol,Increased_25_pct,Start_Date,End_Date,Percentage_Change,In_2020,Start_Month,End_Month,Price_Start_Date,Price_End_Date,Target_Price_9m,Increase_9m_Pct,Target_Price_12m,Increase_12m_Pct,CAGR_Prev_3yr,CAGR_Prev_5yr,CAGR_Fwd_1yr,CAGR_Fwd_3yr,CAGR_Fwd_5yr,Market_Cap,Quarter End,Earnings Date,EPS Estimate,Reported EPS,Surprise(%),Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap,Net Income Discontinuous Operations,Other Income Expense,Net Policyholder Benefits And Claims,Selling General And Administration,Selling And Marketing Expense,Net Income Extraordinary,Restructuring And Mergern Acquisition,Impairment Of Capital Assets,Rent Expense Supplemental,Total Other Finance Cost,Amortization,General And Administrative Expense,Rent And Landing Fees,Gain On Sale Of Security,Research And Development,Total Operating Income As Reported,Gain On Sale Of Ppe,Earnings From Equity Interest,Depreciation Amortization Depletion Income Statement,Amortization Of Intangibles Income Statement,Other Gand A,Salaries And Wages,Insurance And Claims,Other Non Interest Expense,Other Taxes,Total Revenue_q,Total Revenue_q-1,Total Revenue_q-2,Total Revenue_q+1,Total Revenue_q+2,Gross Profit_q,Gross Profit_q-1,Gross Profit_q-2,Gross Profit_q+1,Gross Profit_q+2,Diluted EPS_q,Diluted EPS_q-1,Diluted EPS_q-2,Diluted EPS_q+1,Diluted EPS_q+2,EBITDA_q,EBITDA_q-1,EBITDA_q-2,EBITDA_q+1,EBITDA_q+2
360ONE,Yes,2021-01-18,2021-07-19,34.80%,No,1,7,226.7282257080078,305.63751220703125,361.18796666463214,18.175273727516927,361.16236782073975,18.16689817056793,,,20.692761851318963,46.09008041533951,30.72030767984728,477975871488,2020-12-31,2021-02-02 03:00:00-05:00,2.63,2.73,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360ONE,Yes,2021-02-01,2021-08-02,40.94%,No,2,8,224.0725860595703,315.8118591308594,358.56648739901453,13.538005946267967,353.85791880289713,12.047064912870496,,,21.056821345422925,48.86818189530442,29.86696936159714,477975871488,2020-12-31,2021-02-02 03:00:00-05:00,2.63,2.73,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360ONE,Yes,2021-03-01,2021-08-30,35.98%,No,3,8,256.9484558105469,349.4101867675781,360.1668891906738,3.078531431097309,365.3084233122052,4.550020905716274,,,12.000246648906888,44.81097183758467,27.267431742957136,477975871488,2020-12-31,2021-02-02 03:00:00-05:00,2.63,2.73,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360ONE,Yes,2021-03-05,2021-09-01,38.14%,No,3,9,261.1372375488281,360.7454528808594,360.0480276743571,-0.1933288974075005,353.94128238453584,-1.886141721811445,,,8.519803091251799,43.27806260101321,26.45739159294429,477975871488,2020-12-31,2021-02-02 03:00:00-05:00,2.63,2.73,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360ONE,Yes,2021-04-06,2021-10-04,25.61%,No,4,10,287.5155944824219,361.1510925292969,341.242601776123,-5.51251018340997,361.2436799269456,0.0256367485974673,,,19.260010753579525,40.420158444786146,26.42897180161583,477975871488,2021-03-31,2021-05-18 05:00:00-04:00,2.53,2.91,15.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360ONE,Yes,2021-05-03,2021-11-01,43.74%,No,5,11,249.76144409179688,358.99896240234375,341.242601776123,-4.946075751138383,346.1853416293275,-3.569264013263502,,,17.861140027804232,43.67034734806787,26.58019311962625,477975871488,2021-03-31,2021-05-18 05:00:00-04:00,2.53,2.91,15.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360ONE,Yes,2021-06-01,2021-11-29,26.76%,No,6,11,260.475830078125,330.1860046386719,341.20554713199016,3.337374188641688,346.03629996559835,4.8004140406470945,,,33.03577279430216,49.47158886868013,28.716037128044757,477975871488,2021-03-31,2021-05-18 05:00:00-04:00,2.53,2.91,15.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360ONE,Yes,2021-06-04,2021-12-01,29.24%,No,6,12,260.034912109375,336.07489013671875,341.37899610731336,1.578251195272827,346.17453854583033,3.0051779247782955,,,27.992512509872892,48.59339874393391,28.26175543710805,477975871488,2021-03-31,2021-05-18 05:00:00-04:00,2.53,2.91,15.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360ONE,Yes,2021-07-01,2021-12-28,29.07%,No,7,12,252.82586669921875,326.3172302246094,388.6936811174665,19.115279585427473,418.9967439070992,28.401661051945375,,,26.53284282088737,55.92207730299415,29.019808037749662,477975871488,2021-06-30,2021-08-03 08:00:00-04:00,2.85,3.28,15.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360ONE,Yes,2021-07-09,2022-01-05,29.39%,No,7,1,267.1007385253906,345.5928649902344,388.6936811174665,12.47155844159284,419.0193792489859,21.246536516552904,,,21.983362101630767,54.83004066232875,27.547349767089457,477975871488,2021-06-30,2021-08-03 08:00:00-04:00,2.85,3.28,15.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
