Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2026-02-05 05:00:00-05:00,,,
2025-10-30 04:00:00-04:00,25.17,27.3,8.48
2025-07-24 04:00:00-04:00,13.93,17.12,22.87
2025-04-30 04:00:00-04:00,9.33,19.67,110.75
2025-01-30 04:00:00-05:00,14.55,17.36,19.31
2024-10-24 07:00:00-04:00,19.6,22.53,14.95
2024-08-07 05:00:00-04:00,13.23,10.56,-20.2
2024-04-25 05:00:00-04:00,5.87,5.45,-7.1
2024-01-30 04:00:00-05:00,12.57,7.83,-37.69
2023-10-26 05:00:00-04:00,23.93,25.69,7.34
2023-07-27 04:00:00-04:00,14.55,16.78,15.33
2023-05-15 08:00:00-04:00,7.6,8.37,10.13
2023-02-02 03:00:00-05:00,17.37,17.89,2.98
2022-11-03 05:00:00-04:00,20.87,25.15,20.53
2022-07-27 04:00:00-04:00,12.93,16.96,31.13
2022-04-28 04:00:00-04:00,5.6,9.86,76.07
2022-02-03 04:00:00-05:00,11.73,12.98,10.63
2021-10-28 04:00:00-04:00,15.8,17.66,11.77
2021-07-26 04:00:00-04:00,9.13,11.49,25.8
2021-04-29 08:00:00-04:00,7.45,5.3,-28.86
2021-02-01 04:00:00-05:00,11.5,11.35,-1.3
2020-11-02 04:00:00-05:00,14.43,20.04,38.85
2020-07-24 09:00:00-04:00,7.48,8.53,14.08
2020-05-26 07:00:00-04:00,6.33,7.96,25.75
2020-01-31 03:00:00-05:00,8.11,9.03,11.39
