Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2026-02-05 05:00:00-05:00,21.92,,
2025-11-05 09:00:00-05:00,24.72,27.17,9.92
2025-08-05 08:00:00-04:00,24.44,21.62,-11.53
2025-05-07 20:00:00-04:00,21.66,23.25,7.36
2025-02-06 11:00:00-05:00,21.92,24.15,10.18
2024-11-11 07:00:00-05:00,24.93,22.07,-11.5
2024-08-02 07:00:00-04:00,22.19,21.75,-2.0
2024-05-03 10:00:00-04:00,22.81,22.35,-2.02
2024-02-06 08:00:00-05:00,22.91,23.18,1.19
2023-11-01 11:00:00-04:00,22.34,24.41,9.27
2023-08-04 09:00:00-04:00,21.84,19.0,-12.99
2023-05-05 08:00:00-04:00,19.73,23.19,17.51
2023-02-01 05:00:00-05:00,19.45,26.06,34.0
2022-11-04 12:00:00-04:00,17.24,20.48,18.82
2022-08-04 05:00:00-04:00,17.2,14.01,-18.52
2022-05-02 07:00:00-04:00,16.08,15.77,-1.93
2022-01-29 01:00:00-05:00,16.64,12.38,-25.61
2021-11-08 05:00:00-05:00,18.9,15.95,-15.6
2021-07-30 11:00:00-04:00,16.72,16.17,-3.28
2021-04-27 08:00:00-04:00,16.54,15.12,-8.58
2021-02-05 08:00:00-05:00,18.41,18.92,2.78
2020-10-19 07:00:00-04:00,20.58,20.7,0.58
2020-07-17 03:00:00-04:00,16.9,22.69,34.26
2020-06-02 06:00:00-04:00,15.09,15.59,3.32
2020-02-07 07:00:00-05:00,15.4,15.49,0.59
