Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2026-01-27 05:00:00-05:00,7.1,,
2025-10-27 06:00:00-04:00,3.66,5.53,51.21
2025-08-14 04:00:00-04:00,6.52,4.13,-36.62
2025-04-30 05:00:00-04:00,-1.23,5.28,528.11
2025-01-27 04:00:00-05:00,4.14,1.68,-59.41
2024-10-28 05:00:00-04:00,2.88,0.69,-75.97
2024-07-30 05:00:00-04:00,1.4,1.92,37.14
2024-04-30 05:00:00-04:00,7.05,3.74,-46.93
2024-01-24 04:00:00-05:00,3.73,6.56,75.68
2023-10-31 04:00:00-04:00,10.22,9.53,-6.75
2023-07-28 04:00:00-04:00,5.91,10.48,77.47
2023-05-16 03:00:00-04:00,8.23,7.47,-9.23
2023-01-31 01:00:00-05:00,2.52,0.56,-77.78
2022-10-29 07:00:00-04:00,-4.8,-0.72,85.0
2022-07-29 05:00:00-04:00,0.9,-0.2,-122.35
2022-05-17 06:00:00-04:00,6.25,4.37,-30.06
2022-01-31 07:00:00-05:00,5.42,4.25,-21.55
2021-10-30 04:00:00-04:00,2.76,4.62,67.66
2021-07-30 03:00:00-04:00,2.99,4.31,44.15
2021-05-19 05:00:00-04:00,3.45,5.62,63.1
2021-01-29 02:00:00-05:00,3.2,3.57,11.51
2020-10-30 04:00:00-04:00,1.84,3.76,104.27
2020-07-30 20:00:00-04:00,2.25,1.39,-38.46
2020-06-24 05:00:00-04:00,-2.76,-0.64,76.91
2020-01-30 04:00:00-05:00,2.37,1.7,-28.36
