Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2025-11-03 06:00:00-05:00,47.5,59.31,24.86
2025-07-30 06:00:00-04:00,35.6,29.53,-17.05
2025-05-14 08:00:00-04:00,42.63,43.15,1.23
2025-01-29 06:00:00-05:00,27.1,32.41,19.59
2024-10-29 06:00:00-04:00,16.4,12.34,-24.76
2024-07-24 07:00:00-04:00,16.65,2.46,-85.23
2024-05-21 08:00:00-04:00,16.16,26.82,66.02
2024-01-23 10:00:00-05:00,16.2,5.42,-66.54
2023-05-24 05:00:00-04:00,13.7,11.99,-12.48
2021-07-23 06:00:00-04:00,7.2,3.85,-46.53
2021-05-05 05:00:00-04:00,10.5,9.31,-11.33
